# FP64; exactly one untimed warmup solve; setup includes representation/storage preparation; solve includes a fresh factorization and primal solve on every repetition.
# All backends receive identical data. Validation and result conversion are untimed.
# CLQR, generalized Riccati, and both Laine implementations also recover duals inside timing. Primal-only backends report no solver-dual KKT measurement.
# Setup+solve includes representation construction and fresh workspace allocation; destruction is excluded.
# Missing dual/kernel measurements are nan, not inferred from other solvers.
# planted_dual_stationarity_inf audits each returned primal with the fixture's known optimal dual, not solver output.
# primal_error and dual_error_inf are absolute infinity-norm errors against the known planted optimum, in original coordinates.
# Samples are individually timed; sample-list columns retain chronological times in ms separated by semicolons. Timing quantiles are unavailable for a single sample.
# min_seconds=1; fixed_repeats=0 (0 means duration-based); each timing phase uses its own budget.
backend,family,N,n,m,mixed_rows,state_rows,seed,status,repeats,setup_ms,median_ms,p10_ms,p90_ms,primal_error,objective,relative_objective_error,kernel_ms,feasibility_inf,stationarity_inf,kkt_inf,setup_solve_ms,planted_dual_stationarity_inf,dual_error_inf,setup_solve_repeats,solve_samples_ms,setup_solve_samples_ms,kernel_samples_ms
laine_author,horizon,2048,8,4,1,2,20260907,ok,72,10.610429,13.810126,13.61491,14.68525,3.56523699452e-11,-936.779899902,1.11996506157e-17,nan,1.23789867246e-14,3.66673670593e-11,3.66673670593e-11,16.771939,3.67558448955e-11,1.18671739102e-12,59,15.008089;15.291057;14.460523;15.952166;15.224558;14.659241;14.798787;14.061793;15.509252;14.659082;15.729254;14.456606;13.948522;13.916013;13.727029;13.827493;13.940408;13.983428;13.944168;13.742582;13.790508;13.756578;13.787565;13.803718;13.851851;13.832822;13.898344;13.77318;13.814687;13.892354;13.945271;13.796891;13.701532;13.825317;13.738485;13.62419;13.739339;13.72632;13.796038;13.801742;13.953025;13.865716;13.810126;13.723914;13.899957;13.853356;13.73881;14.311735;14.68525;14.181964;13.665747;13.62183;13.717601;13.957367;13.773256;13.612403;13.61491;13.579373;13.585982;13.616832;13.636385;13.729319;13.621565;13.579072;13.678931;13.563224;13.569996;13.616189;14.1894;14.574803;13.653206;13.588537,16.97529;18.362747;17.307968;17.728824;17.363641;16.86148;16.768508;17.493484;19.444728;17.811708;16.630166;16.657441;16.682429;17.06057;17.57927;16.657679;16.879571;16.630582;16.680816;16.615338;16.713222;16.609832;16.740386;17.141867;16.679012;16.659646;16.622036;16.68898;16.694803;16.572888;16.987245;17.241992;16.702847;16.935241;17.302693;16.888472;17.638871;16.853884;16.721957;16.670257;16.55033;16.643445;16.718855;16.726701;16.999109;16.771939;16.803718;16.823068;16.524843;16.752141;16.999662;16.659668;16.659769;16.724299;16.922144;16.86663;17.152254;17.338316;17.337059,
