# FP64; exactly one untimed warmup solve; setup includes representation/storage preparation; solve includes a fresh factorization and primal solve on every repetition.
# All backends receive identical data. Validation and result conversion are untimed.
# CLQR, generalized Riccati, and both Laine implementations also recover duals inside timing. Primal-only backends report no solver-dual KKT measurement.
# Setup+solve includes representation construction and fresh workspace allocation; destruction is excluded.
# Missing dual/kernel measurements are nan, not inferred from other solvers.
# planted_dual_stationarity_inf audits each returned primal with the fixture's known optimal dual, not solver output.
# primal_error and dual_error_inf are absolute infinity-norm errors against the known planted optimum, in original coordinates.
# Samples are individually timed; sample-list columns retain chronological times in ms separated by semicolons. Timing quantiles are unavailable for a single sample.
# min_seconds=1; fixed_repeats=0 (0 means duration-based); each timing phase uses its own budget.
backend,family,N,n,m,mixed_rows,state_rows,seed,status,repeats,setup_ms,median_ms,p10_ms,p90_ms,primal_error,objective,relative_objective_error,kernel_ms,feasibility_inf,stationarity_inf,kkt_inf,setup_solve_ms,planted_dual_stationarity_inf,dual_error_inf,setup_solve_repeats,solve_samples_ms,setup_solve_samples_ms,kernel_samples_ms
laine_author,horizon,512,24,12,3,6,20260907,ok,49,15.675918,20.376714,20.23571,21.512629,2.20656826144e-14,-686.402056473,1.5365802935e-18,nan,2.38697950294e-15,2.1732615707e-14,2.1732615707e-14,25.824447,2.27873275804e-14,4.55052662218e-14,39,20.902083;20.409768;20.344993;20.241114;20.26179;20.26115;20.22616;20.234623;20.230753;20.234859;20.472145;20.348321;20.265469;21.512629;22.469358;21.886259;20.737359;20.351841;20.496123;20.735915;20.472867;20.746468;20.629063;20.35557;20.411978;20.333425;20.663579;20.376714;20.284855;20.306259;20.291374;20.575603;20.482267;21.140035;20.732047;20.447431;20.412377;20.354468;20.496996;20.283058;20.29292;20.29833;20.307221;20.313437;20.23571;20.32444;22.781622;21.516413;20.6002,26.069825;25.604164;25.840045;25.641946;25.693468;26.539218;25.578353;25.856974;26.435608;25.49259;27.883839;26.754417;26.991237;26.901444;25.839631;26.196984;25.993171;26.223701;25.639375;25.876653;25.930696;25.493312;26.795034;25.745025;26.027134;26.576056;25.75462;25.824447;25.575644;25.677047;25.696494;25.779876;25.566999;25.565882;25.434186;26.066539;25.662463;25.648773;25.650481,
