# FP64; exactly one untimed warmup solve; setup includes representation/storage preparation; solve includes a fresh factorization and primal solve on every repetition.
# All backends receive identical data. Validation and result conversion are untimed.
# CLQR, generalized Riccati, and both Laine implementations also recover duals inside timing. Primal-only backends report no solver-dual KKT measurement.
# Setup+solve includes representation construction and fresh workspace allocation; destruction is excluded.
# Missing dual/kernel measurements are nan, not inferred from other solvers.
# planted_dual_stationarity_inf audits each returned primal with the fixture's known optimal dual, not solver output.
# primal_error and dual_error_inf are absolute infinity-norm errors against the known planted optimum, in original coordinates.
# Samples are individually timed; sample-list columns retain chronological times in ms separated by semicolons. Timing quantiles are unavailable for a single sample.
# min_seconds=1; fixed_repeats=0 (0 means duration-based); each timing phase uses its own budget.
backend,family,N,n,m,mixed_rows,state_rows,seed,status,repeats,setup_ms,median_ms,p10_ms,p90_ms,primal_error,objective,relative_objective_error,kernel_ms,feasibility_inf,stationarity_inf,kkt_inf,setup_solve_ms,planted_dual_stationarity_inf,dual_error_inf,setup_solve_repeats,solve_samples_ms,setup_solve_samples_ms,kernel_samples_ms
laine_author,horizon,64,64,32,8,16,20260907,ok,40,13.903261,25.118422,25.048495,25.514797,6.97358837343e-15,-246.715579692,2.59875682566e-17,nan,4.4408920985e-15,8.63198401646e-15,8.63198401646e-15,28.316632,7.04991620637e-15,3.697042672e-14,36,25.255036;25.133507;25.096545;25.109513;25.113898;25.094865;25.073381;25.140569;25.118422;25.030025;25.072459;25.066071;25.124572;25.742858;25.25511;25.292849;25.067649;25.154138;25.048495;25.098521;25.050885;25.106549;25.033859;25.019827;24.977639;25.18603;25.090748;25.514797;25.495943;26.374218;25.419793;25.094584;25.338741;25.706728;25.185756;25.355263;25.136171;25.066227;25.09109;25.234796,28.355552;28.592732;28.301124;28.044277;28.262727;28.036994;28.199596;28.12707;28.327615;28.120661;28.138184;28.749113;28.65101;28.522802;28.352371;28.391758;28.257576;28.192759;28.345849;28.161475;28.121755;28.083543;28.279127;28.010244;28.115952;29.125741;29.998926;28.673457;28.166585;28.527057;28.567185;29.083582;28.396813;28.391551;28.316632;28.126431,
