# FP64; exactly one untimed warmup solve; setup includes representation/storage preparation; solve includes a fresh factorization and primal solve on every repetition.
# All backends receive identical data. Validation and result conversion are untimed.
# CLQR, generalized Riccati, and both Laine implementations also recover duals inside timing. Primal-only backends report no solver-dual KKT measurement.
# Setup+solve includes representation construction and fresh workspace allocation; destruction is excluded.
# Missing dual/kernel measurements are nan, not inferred from other solvers.
# planted_dual_stationarity_inf audits each returned primal with the fixture's known optimal dual, not solver output.
# primal_error and dual_error_inf are absolute infinity-norm errors against the known planted optimum, in original coordinates.
# Samples are individually timed; sample-list columns retain chronological times in ms separated by semicolons. Timing quantiles are unavailable for a single sample.
# min_seconds=1; fixed_repeats=0 (0 means duration-based); each timing phase uses its own budget.
backend,family,N,n,m,mixed_rows,state_rows,seed,status,repeats,setup_ms,median_ms,p10_ms,p90_ms,primal_error,objective,relative_objective_error,kernel_ms,feasibility_inf,stationarity_inf,kkt_inf,setup_solve_ms,planted_dual_stationarity_inf,dual_error_inf,setup_solve_repeats,solve_samples_ms,setup_solve_samples_ms,kernel_samples_ms
laine_author,horizon,128,48,24,6,12,20260907,ok,40,15.174087,25.282707,25.20021,25.638287,6.26148438654e-15,-357.217126146,8.39154101829e-18,nan,4.4408920985e-15,6.71684929898e-15,6.71684929898e-15,29.15817,6.55031584529e-15,3.77614606251e-14,35,25.481989;25.424508;25.311992;25.34158;25.356583;25.208728;25.277425;25.161926;25.209091;27.173237;26.042682;25.411728;25.272594;25.287144;25.271312;25.284986;25.308539;25.222918;25.234012;25.282707;25.240545;25.263034;25.600407;25.801666;25.556553;25.325607;25.638287;25.350481;25.255216;25.28722;25.285359;25.263579;25.228593;25.215086;25.20021;25.151796;25.149547;25.191038;25.261889;25.22025,29.5049;29.05976;28.890116;29.2835;29.043849;28.976198;29.596928;30.489505;31.107181;29.2559;29.074288;29.360676;29.15817;29.149002;28.928988;29.769897;29.10764;29.139536;29.423517;29.587582;29.604698;29.088354;29.171068;29.709653;28.992896;29.164274;28.972903;29.282015;29.034708;29.199991;29.146448;29.898206;28.944868;28.943586;29.008344,
