# FP64; exactly one untimed warmup solve; setup includes representation/storage preparation; solve includes a fresh factorization and primal solve on every repetition.
# All backends receive identical data. Validation and result conversion are untimed.
# CLQR, generalized Riccati, and both Laine implementations also recover duals inside timing. Primal-only backends report no solver-dual KKT measurement.
# Setup+solve includes representation construction and fresh workspace allocation; destruction is excluded.
# Missing dual/kernel measurements are nan, not inferred from other solvers.
# planted_dual_stationarity_inf audits each returned primal with the fixture's known optimal dual, not solver output.
# primal_error and dual_error_inf are absolute infinity-norm errors against the known planted optimum, in original coordinates.
# Samples are individually timed; sample-list columns retain chronological times in ms separated by semicolons. Timing quantiles are unavailable for a single sample.
# min_seconds=1; fixed_repeats=0 (0 means duration-based); each timing phase uses its own budget.
backend,family,N,n,m,mixed_rows,state_rows,seed,status,repeats,setup_ms,median_ms,p10_ms,p90_ms,primal_error,objective,relative_objective_error,kernel_ms,feasibility_inf,stationarity_inf,kkt_inf,setup_solve_ms,planted_dual_stationarity_inf,dual_error_inf,setup_solve_repeats,solve_samples_ms,setup_solve_samples_ms,kernel_samples_ms
laine_author,horizon,128,24,12,3,6,20260907,ok,199,4.868959,4.997683,4.976279,5.038436,1.94289029309e-14,-176.500940047,3.8527364353e-18,nan,1.7763568394e-15,1.95954363846e-14,1.95954363846e-14,5.615629,2.00117700189e-14,2.92266211233e-14,178,7.350505;7.28928;6.662125;5.00677;4.972742;4.986312;4.994107;4.994372;5.015784;4.998633;4.996098;4.992746;4.994612;4.990182;5.003871;5.025285;4.981899;4.981292;4.990481;4.961562;4.978676;4.964047;4.980828;5.012205;4.984758;4.982525;4.988402;4.99182;4.988556;5.006188;4.993593;5.017738;4.974652;4.976727;4.976125;4.988867;4.98527;4.991638;4.981079;5.0089;4.987271;4.991483;4.973582;5.003091;4.987433;4.99986;4.977544;4.99202;5.000177;5.037106;4.976072;5.001446;4.979478;4.991604;4.972858;4.969547;4.984989;4.980699;4.980475;5.003859;4.980247;5.000506;5.00958;4.976279;4.964403;4.988987;4.981635;4.959601;4.992746;4.974983;4.973828;5.002266;4.984801;5.004009;5.108335;5.216833;5.240559;5.115291;5.032525;4.986268;5.019033;4.991847;5.009301;5.022416;4.99212;4.995139;4.987151;5.005068;4.995051;5.001208;4.994844;5.044019;5.072696;4.981419;4.979726;4.994191;5.009626;4.984083;4.986165;4.972129;4.992004;4.995285;4.982993;4.975855;4.993659;4.98366;4.999742;4.974691;4.983451;4.99098;4.996434;5.00046;5.02279;5.131278;4.995973;4.978191;4.998333;4.988629;4.981885;4.990948;5.002216;4.977068;4.971881;5.006297;4.965141;4.972546;5.022182;4.988344;4.981769;5.015149;5.037031;4.99312;4.987624;5.022051;5.013776;4.991769;5.004029;5.021184;4.987822;4.996043;4.996669;5.011892;5.012985;4.98627;5.017247;5.026768;4.990171;5.002077;5.007735;5.041987;5.143681;5.172038;5.295129;5.239753;5.135644;5.111804;5.123475;5.013373;4.990692;5.028146;5.018011;5.004465;5.011526;5.004975;5.096508;5.017219;4.999655;4.995534;5.019649;5.036675;5.036086;5.012895;5.016148;4.998139;5.005025;5.017507;5.033732;5.032166;5.002916;5.038436;5.020947;5.034597;5.004649;4.994333;5.010245;5.01201;5.011921;4.993408;5.022033;5.018492;5.004011;5.002168;5.009624;4.986966;5.010649;5.018101;4.997683;5.016729;5.020662,6.049298;5.716214;5.604734;5.625396;5.604282;5.61473;5.762289;5.608241;5.636992;5.601409;5.595774;5.620728;5.584668;5.670093;5.61695;5.618797;5.636778;5.559813;5.581261;5.632906;5.609405;5.595391;5.628667;5.646269;5.589976;5.607126;5.590962;5.614803;5.62769;5.620565;5.624622;5.596842;5.658727;5.622631;5.640225;5.620078;5.598264;5.629528;5.583923;5.612973;5.59115;5.589374;5.601355;5.609935;5.615355;5.584647;5.608566;5.585232;5.615774;5.574415;5.608844;5.610863;5.612146;5.609116;5.619645;5.58819;5.596923;5.603066;5.602612;5.631969;5.620844;5.621067;5.635345;5.584908;5.656935;5.58268;5.61988;5.691783;6.27394;6.387807;6.259749;5.881664;5.612993;5.658338;5.69602;5.628757;5.634276;5.612829;5.603025;5.60285;5.769586;5.906508;5.718986;5.598822;5.585788;5.621678;5.611363;5.621593;5.60261;5.610402;5.575031;5.638198;5.800776;5.647833;5.654641;5.653101;5.80143;5.701074;5.626328;5.612725;5.599533;5.612685;5.606615;5.651609;5.619883;5.601465;5.59369;5.61621;5.610786;5.634684;5.566814;5.645314;5.630994;5.608082;5.641335;5.604462;5.60784;5.610819;5.589597;5.588902;5.600962;5.637796;5.587485;5.62418;5.637707;5.603148;5.635002;5.655746;5.621086;5.589814;5.593883;5.614153;5.618131;5.636354;5.60031;5.619566;5.668359;5.615629;5.607545;5.602467;5.604087;5.599074;5.629407;5.641349;5.700499;5.675229;5.618604;5.649802;5.694322;5.631368;5.602873;5.645653;5.649651;5.653569;5.597783;5.617507;5.602846;5.597433;5.690068;5.710523;5.629873;5.612222;5.581334;5.596836;5.608809;5.660453;5.590366;5.609633;5.589929;5.676096;5.618866;5.588418;5.633752;5.609828;5.594241;5.624966;5.594132;5.59258,
