# FP64; exactly one untimed warmup solve; setup includes representation/storage preparation; solve includes a fresh factorization and primal solve on every repetition.
# All backends receive identical data. Validation and result conversion are untimed.
# CLQR, generalized Riccati, and both Laine implementations also recover duals inside timing. Primal-only backends report no solver-dual KKT measurement.
# Setup+solve includes representation construction and fresh workspace allocation; destruction is excluded.
# Missing dual/kernel measurements are nan, not inferred from other solvers.
# planted_dual_stationarity_inf audits each returned primal with the fixture's known optimal dual, not solver output.
# primal_error and dual_error_inf are absolute infinity-norm errors against the known planted optimum, in original coordinates.
# Samples are individually timed; sample-list columns retain chronological times in ms separated by semicolons. Timing quantiles are unavailable for a single sample.
# min_seconds=1; fixed_repeats=0 (0 means duration-based); each timing phase uses its own budget.
backend,family,N,n,m,mixed_rows,state_rows,seed,status,repeats,setup_ms,median_ms,p10_ms,p90_ms,primal_error,objective,relative_objective_error,kernel_ms,feasibility_inf,stationarity_inf,kkt_inf,setup_solve_ms,planted_dual_stationarity_inf,dual_error_inf,setup_solve_repeats,solve_samples_ms,setup_solve_samples_ms,kernel_samples_ms
laine_author,horizon,1024,8,4,1,2,20260907,ok,147,5.213696,6.799216,6.739644,6.877476,8.87317996856e-13,-468.626917196,1.45107243658e-17,nan,2.51187959321e-15,9.23018605992e-13,9.23018605992e-13,7.914947,9.25384768813e-13,8.64586180427e-14,124,9.609151;9.56394;6.732411;6.741905;6.726437;6.776359;6.751491;6.751658;6.757689;6.802749;6.72043;6.734926;6.76629;6.813865;6.766873;6.740713;6.819753;6.815522;6.83141;6.800724;6.796889;6.833333;6.823019;6.7603;6.751158;6.824941;6.831574;6.771612;6.789372;6.812131;6.837695;6.803408;6.799216;6.805837;6.801468;6.852141;7.07298;7.066411;6.956763;6.815228;6.834041;6.821137;6.773262;6.789586;6.768167;6.788585;6.752697;6.771255;6.779448;6.723155;6.731216;6.839109;6.787924;6.802404;6.824747;6.899197;6.785099;6.776566;6.834893;6.804553;6.739644;6.752591;6.769037;6.773987;6.784049;6.765117;6.767309;6.732297;6.789557;6.808374;6.763323;6.792626;6.757841;6.775089;6.772945;6.72851;6.79637;6.772026;6.786378;6.809427;6.843415;6.784189;6.72991;6.757019;6.768968;6.719717;6.775396;6.802486;6.797718;6.788202;6.788326;6.805199;6.888196;6.849604;6.831791;6.85277;6.851845;6.830566;6.811361;6.838998;6.831813;6.847928;6.83299;6.80255;6.84636;6.816239;6.861682;6.860612;6.834805;6.877476;6.827215;6.915525;6.895747;6.837459;7.070512;7.144795;6.84737;7.003288;6.883052;6.770294;6.812783;6.727629;6.730193;6.728737;6.74908;6.776437;6.811819;6.746071;6.775068;6.824859;6.995474;6.826243;6.787991;6.836722;6.807851;6.794061;6.834472;6.770798;6.793184;6.788154;6.804021;6.789546;6.717081;6.77147;6.758943;6.81759;6.866283,8.197488;7.950687;7.824271;7.837019;7.808576;7.809979;7.827789;7.905994;7.944015;7.863666;7.878828;7.934549;7.914743;7.79496;7.823138;7.849658;7.880661;8.572014;7.985196;7.955771;7.845943;7.81998;7.829037;7.839923;7.910661;8.015597;7.91505;8.002862;7.898697;7.963432;9.283616;8.820231;8.082183;7.978328;7.925505;7.984057;7.822025;7.803991;7.899533;7.958335;7.904712;7.83258;7.89115;7.9117;7.982977;7.805406;7.779958;7.789194;7.951651;7.899778;7.925971;7.801125;7.93046;7.826481;7.803553;7.908149;7.84815;7.788557;7.812242;7.857063;7.881148;7.774136;7.841183;7.787521;8.051606;8.019561;7.941408;7.811435;7.857248;7.8295;7.876012;7.799203;7.876756;7.914947;7.827273;7.851077;7.83248;7.921857;7.836398;7.887981;7.847813;8.024334;7.881096;7.857573;7.831708;7.865246;7.823862;7.817749;8.08603;7.957273;7.875472;7.849285;8.190496;8.468427;7.99497;8.061256;8.948805;9.535648;9.358145;9.036355;9.270874;8.938058;8.415848;8.277179;8.192183;8.276439;8.16645;8.255998;8.619761;8.85184;8.791768;8.688049;8.620918;8.69989;8.740702;8.714222;8.450494;8.229772;8.256569;8.129483;8.220157;8.151161;8.163454;8.273398,
