# FP64; exactly one untimed warmup solve; setup includes representation/storage preparation; solve includes a fresh factorization and primal solve on every repetition.
# All backends receive identical data. Validation and result conversion are untimed.
# CLQR, generalized Riccati, and both Laine implementations also recover duals inside timing. Primal-only backends report no solver-dual KKT measurement.
# Setup+solve includes representation construction and fresh workspace allocation; destruction is excluded.
# Missing dual/kernel measurements are nan, not inferred from other solvers.
# planted_dual_stationarity_inf audits each returned primal with the fixture's known optimal dual, not solver output.
# primal_error and dual_error_inf are absolute infinity-norm errors against the known planted optimum, in original coordinates.
# Samples are individually timed; sample-list columns retain chronological times in ms separated by semicolons. Timing quantiles are unavailable for a single sample.
# min_seconds=1; fixed_repeats=0 (0 means duration-based); each timing phase uses its own budget.
backend,family,N,n,m,mixed_rows,state_rows,seed,status,repeats,setup_ms,median_ms,p10_ms,p90_ms,primal_error,objective,relative_objective_error,kernel_ms,feasibility_inf,stationarity_inf,kkt_inf,setup_solve_ms,planted_dual_stationarity_inf,dual_error_inf,setup_solve_repeats,solve_samples_ms,setup_solve_samples_ms,kernel_samples_ms
laine_author,horizon,512,16,8,2,4,20260907,ok,107,7.036576,9.298833,9.245153,9.383737,5.59552404411e-14,-470.749179682,9.96431322984e-18,nan,2.27595720048e-15,5.80854808696e-14,5.80854808696e-14,10.75613,5.84393644587e-14,5.01699376487e-14,93,12.693833;9.336207;9.303171;9.29765;9.267759;9.534506;9.352469;9.331126;9.305455;9.460624;9.33567;9.310659;9.309622;9.280913;9.335274;9.306912;9.331152;9.348857;9.335953;9.31683;9.28699;9.968474;9.317268;9.245784;9.304797;9.302709;9.21705;9.294484;9.328972;9.28871;9.288661;9.220348;9.218488;9.256043;9.255193;9.298833;9.268022;9.246437;9.266361;9.229461;9.232171;9.28412;9.30289;9.330084;9.24968;9.306223;9.293403;9.302603;9.383737;9.326821;9.245153;9.308951;9.299401;9.291182;9.289954;9.252884;9.296764;9.270908;9.285299;9.228618;9.308655;9.274218;9.290913;9.50591;9.291252;9.311012;9.302869;9.287163;9.311839;9.287654;9.302316;9.321547;9.481668;9.344954;9.249864;9.23993;9.274345;9.246006;9.268341;9.235085;9.250736;9.472812;10.196664;10.349088;9.388256;9.269326;9.310704;9.262516;9.266726;9.302187;9.270071;9.383204;9.270726;9.300612;9.23572;9.284643;9.244234;9.344438;9.320464;9.290347;9.336443;9.317197;9.275346;9.321002;9.267668;9.33191;9.275212,11.180714;10.711354;10.733604;10.733163;11.146682;10.974263;10.747806;10.823342;11.60297;11.088882;10.81692;10.751411;10.756647;10.73554;11.100667;10.768904;10.785036;10.711936;10.710043;10.712215;10.746026;10.777141;10.814311;10.667083;10.714585;10.773997;10.744893;10.861624;10.821734;10.775361;10.698736;10.856566;10.72672;10.887593;10.702512;10.822064;10.808617;10.763425;11.043636;10.812073;11.182795;11.055414;10.762179;10.746551;10.719627;10.76148;10.757913;10.818615;10.79105;10.704851;10.751192;10.73498;10.644984;10.675639;10.75613;10.686676;10.691022;10.745144;10.683579;10.697109;10.690356;10.930905;10.996758;10.988325;11.054883;10.913137;10.922635;11.006402;10.713601;11.395779;12.716733;11.64924;10.923809;10.790669;10.72648;10.750053;10.653634;10.728695;10.750242;10.755029;10.743672;10.744659;10.749394;10.733807;10.759561;10.705723;10.750891;10.715673;10.707856;10.760875;10.761672;10.724103;10.656857,
