# FP64; exactly one untimed warmup solve; setup includes representation/storage preparation; solve includes a fresh factorization and primal solve on every repetition.
# All backends receive identical data. Validation and result conversion are untimed.
# CLQR, generalized Riccati, and both Laine implementations also recover duals inside timing. Primal-only backends report no solver-dual KKT measurement.
# Setup+solve includes representation construction and fresh workspace allocation; destruction is excluded.
# Missing dual/kernel measurements are nan, not inferred from other solvers.
# planted_dual_stationarity_inf audits each returned primal with the fixture's known optimal dual, not solver output.
# primal_error and dual_error_inf are absolute infinity-norm errors against the known planted optimum, in original coordinates.
# Samples are individually timed; sample-list columns retain chronological times in ms separated by semicolons. Timing quantiles are unavailable for a single sample.
# min_seconds=1; fixed_repeats=0 (0 means duration-based); each timing phase uses its own budget.
backend,family,N,n,m,mixed_rows,state_rows,seed,status,repeats,setup_ms,median_ms,p10_ms,p90_ms,primal_error,objective,relative_objective_error,kernel_ms,feasibility_inf,stationarity_inf,kkt_inf,setup_solve_ms,planted_dual_stationarity_inf,dual_error_inf,setup_solve_repeats,solve_samples_ms,setup_solve_samples_ms,kernel_samples_ms
laine_author,horizon,64,48,24,6,12,20260907,ok,81,7.584192,12.452251,12.427077,12.599433,4.94049245958e-15,-181.431720108,8.94937871143e-18,nan,3.5527136788e-15,5.41233724505e-15,5.41233724505e-15,13.773159,5.05151476204e-15,3.5887959271e-14,73,12.529764;12.482976;12.442501;12.453418;12.446402;12.454742;12.43386;12.474662;12.482078;12.464915;12.462642;12.455439;12.451972;12.475835;12.449255;12.458578;12.40137;12.471182;12.435914;12.58872;12.893223;12.887518;12.563821;12.458034;12.627734;13.331597;12.770688;12.483621;12.454051;12.466858;12.426756;12.49345;12.63049;12.452251;12.441061;12.457603;12.427077;12.447786;12.43084;12.43633;12.443407;12.399852;12.441839;12.449835;12.437474;12.437447;12.445548;12.493508;12.461545;12.451433;12.456681;12.42955;12.614786;12.509727;12.472845;12.594596;12.445608;12.472581;12.521352;12.456608;12.436179;12.599433;12.78828;12.509747;12.454824;12.442854;12.415299;12.423121;12.445726;12.441589;12.450278;12.44128;12.429947;12.438659;12.433948;12.439927;12.402213;12.41298;12.428506;12.404828;12.440736,14.389536;13.924642;13.846319;13.703902;13.820132;13.743682;13.766079;13.71413;13.8105;13.816158;13.690539;13.742925;13.701432;13.766471;13.71734;13.729086;13.743816;13.714801;13.721703;13.729334;13.753226;13.908387;14.950893;15.202932;14.131289;13.858237;13.767252;13.738882;13.711793;13.945678;13.788979;13.749617;13.831112;13.82328;13.773159;13.759214;13.710956;13.724371;13.749676;13.739721;13.735392;13.672424;13.74077;13.798822;13.78369;13.802699;14.259062;13.88756;13.959595;14.339123;13.97784;13.813926;13.953998;13.778886;13.812107;13.717626;13.79603;13.825076;13.787039;13.768595;13.79343;13.799417;13.691437;13.755222;13.775539;13.773525;13.823192;13.747778;13.736589;13.727714;13.718601;13.736548;13.862732,
