# FP64; exactly one untimed warmup solve; setup includes representation/storage preparation; solve includes a fresh factorization and primal solve on every repetition.
# All backends receive identical data. Validation and result conversion are untimed.
# CLQR, generalized Riccati, and both Laine implementations also recover duals inside timing. Primal-only backends report no solver-dual KKT measurement.
# Setup+solve includes representation construction and fresh workspace allocation; destruction is excluded.
# Missing dual/kernel measurements are nan, not inferred from other solvers.
# planted_dual_stationarity_inf audits each returned primal with the fixture's known optimal dual, not solver output.
# primal_error and dual_error_inf are absolute infinity-norm errors against the known planted optimum, in original coordinates.
# Samples are individually timed; sample-list columns retain chronological times in ms separated by semicolons. Timing quantiles are unavailable for a single sample.
# min_seconds=1; fixed_repeats=0 (0 means duration-based); each timing phase uses its own budget.
backend,family,N,n,m,mixed_rows,state_rows,seed,status,repeats,setup_ms,median_ms,p10_ms,p90_ms,primal_error,objective,relative_objective_error,kernel_ms,feasibility_inf,stationarity_inf,kkt_inf,setup_solve_ms,planted_dual_stationarity_inf,dual_error_inf,setup_solve_repeats,solve_samples_ms,setup_solve_samples_ms,kernel_samples_ms
laine_author,horizon,32,64,32,8,16,20260907,ok,83,7.155384,12.118724,12.087688,12.25932,5.21804821574e-15,-109.639807152,1.58853104098e-17,nan,4.35762537165e-15,5.49560397189e-15,5.49560397189e-15,13.133178,5.35335664686e-15,7.55645546135e-14,76,12.39837;12.161514;12.148799;12.115706;12.123004;12.125269;12.127903;12.105752;12.096934;12.127962;12.135008;12.089883;12.123145;12.141074;12.125543;12.099771;12.095501;12.07537;12.140738;12.099659;12.080143;12.125727;12.081967;12.12487;12.073705;12.098935;12.09269;12.122206;12.129443;12.097914;12.081734;12.074087;12.092066;12.134607;12.410092;12.145581;12.126528;12.120491;12.073863;12.276046;12.097427;12.093442;12.300274;12.151295;12.140133;12.126685;12.121654;12.087688;12.118724;12.105657;12.126985;12.108164;12.100935;12.112192;12.115447;12.112445;12.089313;12.10029;12.088102;12.103108;12.092126;12.101676;12.08444;12.117912;12.301854;13.375825;12.686795;12.265098;12.241759;12.222385;12.121347;12.25932;12.132021;12.136816;12.104392;12.130579;12.113287;12.10176;12.097636;12.120988;12.235902;12.113724;12.099807,14.565341;13.233716;13.141466;13.184725;13.163077;13.083242;13.060789;13.049806;13.123443;13.086653;13.246088;13.131614;13.108253;13.133178;13.049474;13.094873;13.088633;13.123182;13.123207;13.138923;13.11554;13.085501;13.130415;13.162514;13.090135;13.147486;13.113233;13.134702;13.102702;13.111646;13.420812;13.577007;13.304291;13.124702;13.111384;13.145368;13.122906;13.093331;13.177926;13.099461;13.167115;13.119569;13.123837;13.142953;13.110625;13.078175;13.119442;13.097648;13.119139;13.075912;13.166581;13.154883;13.126616;13.087332;13.226198;13.119423;13.095559;13.100448;13.139847;13.914921;14.893284;13.829956;13.48307;13.269229;13.188154;13.134146;13.280125;13.571942;13.625075;13.305529;13.125199;13.161678;13.223206;13.504394;13.593574;13.280862,
