# FP64; exactly one untimed warmup solve; setup includes representation/storage preparation; solve includes a fresh factorization and primal solve on every repetition.
# All backends receive identical data. Validation and result conversion are untimed.
# CLQR, generalized Riccati, and both Laine implementations also recover duals inside timing. Primal-only backends report no solver-dual KKT measurement.
# Setup+solve includes representation construction and fresh workspace allocation; destruction is excluded.
# Missing dual/kernel measurements are nan, not inferred from other solvers.
# planted_dual_stationarity_inf audits each returned primal with the fixture's known optimal dual, not solver output.
# primal_error and dual_error_inf are absolute infinity-norm errors against the known planted optimum, in original coordinates.
# Samples are individually timed; sample-list columns retain chronological times in ms separated by semicolons. Timing quantiles are unavailable for a single sample.
# min_seconds=1; fixed_repeats=0 (0 means duration-based); each timing phase uses its own budget.
backend,family,N,n,m,mixed_rows,state_rows,seed,status,repeats,setup_ms,median_ms,p10_ms,p90_ms,primal_error,objective,relative_objective_error,kernel_ms,feasibility_inf,stationarity_inf,kkt_inf,setup_solve_ms,planted_dual_stationarity_inf,dual_error_inf,setup_solve_repeats,solve_samples_ms,setup_solve_samples_ms,kernel_samples_ms
laine_author,horizon,4096,8,4,1,2,20260907,ok,36,22.100841,27.644354,27.328904,29.073788,9.8193675413e-13,-1877.16184762,9.22641764007e-18,nan,2.92821322745e-15,1.01496241967e-12,1.01496241967e-12,36.5269,1.01279575004e-12,1.91263671567e-13,28,29.2612;27.502355;29.65117;28.981653;29.068493;27.405401;27.635159;27.46384;27.328904;27.902863;27.389251;27.514838;27.30696;27.43799;27.926142;27.628379;27.691881;27.644354;28.418233;27.61704;27.881622;27.296832;27.715683;30.6801;27.730131;27.473412;29.073788;27.45048;27.288486;27.341197;28.725381;28.655806;27.363858;27.383517;27.927522;27.868429,37.988008;35.904141;36.629869;35.603992;35.932815;35.32916;35.910346;36.5269;35.960395;35.66116;35.986224;38.873036;37.274156;36.583547;35.718454;36.101999;36.843318;35.528778;35.99506;37.146638;36.934976;36.800688;37.427899;36.634013;37.525125;38.96723;36.060929;35.612568,
