# FP64; exactly one untimed warmup solve; setup includes representation/storage preparation; solve includes a fresh factorization and primal solve on every repetition.
# All backends receive identical data. Validation and result conversion are untimed.
# CLQR, generalized Riccati, and both Laine implementations also recover duals inside timing. Primal-only backends report no solver-dual KKT measurement.
# Setup+solve includes representation construction and fresh workspace allocation; destruction is excluded.
# Missing dual/kernel measurements are nan, not inferred from other solvers.
# planted_dual_stationarity_inf audits each returned primal with the fixture's known optimal dual, not solver output.
# primal_error and dual_error_inf are absolute infinity-norm errors against the known planted optimum, in original coordinates.
# Samples are individually timed; sample-list columns retain chronological times in ms separated by semicolons. Timing quantiles are unavailable for a single sample.
# min_seconds=1; fixed_repeats=0 (0 means duration-based); each timing phase uses its own budget.
backend,family,N,n,m,mixed_rows,state_rows,seed,status,repeats,setup_ms,median_ms,p10_ms,p90_ms,primal_error,objective,relative_objective_error,kernel_ms,feasibility_inf,stationarity_inf,kkt_inf,setup_solve_ms,planted_dual_stationarity_inf,dual_error_inf,setup_solve_repeats,solve_samples_ms,setup_solve_samples_ms,kernel_samples_ms
laine_author,horizon,128,32,16,4,8,20260907,ok,109,6.523117,9.202899,9.14663,9.280909,8.79851747015e-15,-237.219270561,3.42821375184e-17,nan,3.44169137634e-15,9.45077349712e-15,9.45077349712e-15,10.368258,9.17321774097e-15,8.95949980873e-14,96,12.920853;9.225289;9.147697;9.190481;9.15189;9.103487;9.11322;9.191093;9.131844;9.186468;9.398896;9.889636;9.628899;9.198991;9.169266;9.182289;9.180892;9.157942;9.141497;9.153343;9.173492;9.315871;9.29218;9.26478;9.237956;9.253678;9.163791;9.197371;9.165;9.171459;9.150977;9.125591;9.132706;9.184116;9.191796;9.130092;9.14663;9.120614;9.154274;9.122642;9.185073;9.219712;9.172488;9.158959;9.17041;9.23631;9.26208;9.229961;9.194623;9.158485;9.150315;9.198924;9.202194;9.219822;9.167107;9.229698;9.214971;9.203695;9.196789;9.220676;9.226688;9.216471;9.159821;9.161749;9.236869;9.191577;9.226941;9.162474;9.216056;9.188214;9.221367;9.149887;9.257359;9.344824;9.247303;9.220377;9.25519;9.236785;9.211313;9.235583;9.240586;9.202899;9.240101;9.177049;9.23461;9.23718;9.250124;9.218701;9.219033;9.255221;9.303686;9.241592;9.183421;9.230609;9.340622;9.280909;9.227331;9.239877;9.165227;9.188301;9.210015;9.43593;9.171063;9.140931;9.224871;9.204758;9.226806;9.232811;9.195975,10.897245;10.4759;10.368258;10.33754;10.363331;10.31208;10.334326;10.372384;10.345755;10.663289;11.795289;11.560983;10.706127;10.477986;10.38352;10.330131;10.402577;10.363708;10.375377;10.336142;10.311393;10.33709;10.382324;10.307306;10.327467;10.349494;10.337515;10.369373;10.383789;10.366273;10.413648;10.404499;10.33627;10.412994;10.404777;10.417253;10.393645;10.347532;10.358695;10.317743;10.337396;10.421019;10.345714;10.314915;10.267099;10.396208;10.371591;10.410029;10.346243;10.337965;10.332031;10.35659;10.385983;10.420868;10.311881;10.330467;10.335062;10.314627;10.250086;10.329552;10.338221;10.268121;10.299078;10.346441;10.431415;10.557754;10.610091;10.578417;10.522107;10.423542;10.383892;10.377245;10.307064;10.311612;10.311953;10.257594;10.31786;10.333457;10.59684;10.728469;10.487802;10.550631;11.131208;10.577154;10.359853;10.353399;10.369201;10.311566;10.384609;10.403867;11.243544;10.542928;10.479292;10.333998;10.379735;10.346911,
