# native JAX FFI, FP64, device=cuda:0; inputs and outputs remain resident during timing
# compile, upload, host validation, and download are excluded; each solve includes fresh numerical factorization
# exactly one untimed warmup solve; each repetition blocks on all outputs
# min_seconds=1.0; fixed_repeats=None; individual samples are retained chronologically in ms separated by semicolons
# primal_error and dual_error_inf: absolute infinity-norm errors against the known planted optimum
backend,family,N,n,m,mixed_rows,state_rows,seed,status,repeats,median_ms,p10_ms,p90_ms,primal_error,relative_objective_error,feasibility_inf,stationarity_inf,kkt_inf,scalar_device_to_host_bytes,scalar_host_to_device_bytes,metadata_device_to_host_bytes,planted_dual_stationarity_inf,dual_error_inf,solve_samples_ms
clqr_jax_cuda,horizon,32,32,16,4,8,20260907,ok,188,5.328171,5.220642,5.420138,4.6716103208055415e-14,2.53839808657531e-16,4.718447854656915e-14,3.610445276081009e-13,3.610445276081009e-13,0,0,520,4.807265696626928e-14,4.09727807237914e-13,5.448733;5.460494;5.404967;5.329333;5.420138;5.364431;5.466336;5.38808;5.336781;5.29464;5.354346;5.264775;5.388603;5.271112;5.311546;5.339768;5.439449;5.315723;5.203454;5.193372;5.145291;5.327837;5.36903;5.434294;5.330886;5.408332;5.420197;5.408463;5.313523;5.354556;5.280131;5.448284;5.384956;5.53048;5.481767;5.157425;5.2059;5.232038;5.156914;5.333464;5.420928;5.310281;5.254171;5.364068;5.336768;5.431106;5.359685;5.358334;5.333709;5.437872;5.371127;5.397729;5.321582;5.213921;5.359575;5.368351;5.364701;5.420958;5.354022;5.318211;5.270361;5.519002;4.906481;5.11608;5.147566;5.15526;5.16836;5.274183;5.324741;5.280216;5.115809;5.272658;5.26691;5.36136;5.330111;5.333312;5.276308;5.287203;5.403091;5.319053;5.259478;5.396422;5.334713;5.388279;5.17941;5.1837;5.221661;5.325404;5.30937;5.427898;5.259677;5.378463;5.305978;5.313836;5.36967;5.28603;5.34548;5.273275;5.278552;5.345076;5.33845;5.225748;5.327514;5.287909;5.369784;5.298122;5.301861;5.388417;5.312708;5.370718;5.201922;5.237861;5.244307;5.287338;5.323169;5.385923;5.305414;5.327472;5.319396;5.451396;5.207707;5.261613;5.368306;5.356732;5.364267;5.298108;5.402757;5.3678;5.259849;5.179258;5.249529;5.398747;5.320562;5.3107;5.376769;5.294088;5.303719;5.295181;5.421835;5.422333;5.378896;5.325514;5.329577;5.384856;5.229355;5.266016;5.322469;5.326255;5.354567;5.376533;5.332592;5.328171;5.356451;5.220642;5.361231;5.360478;5.335187;5.369802;5.24207;5.277568;5.266977;5.312471;5.330373;5.361706;5.357382;5.25406;5.284096;5.291592;5.34776;5.264233;5.253548;5.358384;5.372441;5.388755;5.321267;5.342006;5.392014;5.326089;5.338031;5.286443;5.363441;5.278955;5.331596;5.366753;5.297113;5.360989;5.281735;5.268212
