# native JAX FFI, FP64, device=cuda:0; inputs and outputs remain resident during timing
# compile, upload, host validation, and download are excluded; each solve includes fresh numerical factorization
# exactly one untimed warmup solve; each repetition blocks on all outputs
# min_seconds=1.0; fixed_repeats=None; individual samples are retained chronologically in ms separated by semicolons
# primal_error and dual_error_inf: absolute infinity-norm errors against the known planted optimum
backend,family,N,n,m,mixed_rows,state_rows,seed,status,repeats,median_ms,p10_ms,p90_ms,primal_error,relative_objective_error,feasibility_inf,stationarity_inf,kkt_inf,scalar_device_to_host_bytes,scalar_host_to_device_bytes,metadata_device_to_host_bytes,planted_dual_stationarity_inf,dual_error_inf,solve_samples_ms
clqr_jax_cuda,horizon,2048,16,8,2,4,20260907,ok,194,5.18462,5.016702,5.290696,6.353806369929771e-13,5.765330738912614e-18,4.71955807768154e-13,1.0277070860986726e-11,1.0277070860986726e-11,0,0,32776,6.520964324074896e-13,1.2644219005153445e-11,5.385705;5.229951;5.224401;5.188413;5.219111;5.288289;5.23484;5.378461;5.061479;5.069841;5.243541;5.277523;5.316137;5.394171;5.25132;5.102167;5.228565;5.100941;5.350172;5.229266;5.367775;5.193064;5.161805;5.251924;5.211909;5.229769;5.257512;5.09157;5.152364;4.745724;4.709942;4.987203;5.193325;5.222079;5.035717;5.116049;5.02742;5.081775;5.126333;5.19891;5.197325;5.012387;5.017652;5.208671;5.290696;5.202414;5.181121;5.096674;5.224478;5.124182;5.175652;5.227253;5.040839;5.146409;5.184475;5.114132;5.138238;5.145659;5.188239;4.9978;5.208277;5.195975;5.207247;5.187101;5.152479;5.158457;5.045612;5.126099;5.141144;5.051619;5.144029;5.139111;5.158168;5.113187;5.172653;5.192736;4.93254;4.892879;5.057032;5.035567;5.087768;5.297028;5.188207;5.194666;5.050388;5.149158;5.317297;5.159633;5.231104;5.022133;4.966243;4.959511;4.987544;5.016702;5.096298;4.961719;5.048656;5.224698;5.169318;5.029781;4.997446;5.125231;5.149102;5.213703;5.109567;5.217102;5.154457;5.202532;5.238711;5.008031;4.992631;4.993329;5.358643;5.259984;5.185329;5.233442;5.078837;4.985469;5.082644;5.132754;5.189856;5.258091;5.18065;5.258514;5.143049;5.125094;5.006933;5.129778;5.216627;5.187073;5.195352;5.1877;5.164563;5.24863;5.189022;5.246137;5.060464;5.001625;5.133953;5.049579;4.962801;5.049412;5.036792;5.162922;5.224099;5.210343;5.200519;5.373944;5.333501;5.256533;5.245269;5.250876;5.222457;5.294075;5.345304;5.18462;5.292901;5.228194;5.358582;5.290258;5.327848;5.157822;5.186736;5.283188;5.318032;5.255719;5.14535;5.272652;5.240827;5.305262;5.119588;5.222293;5.134702;5.172826;5.180578;5.058277;5.058206;5.19373;5.141076;5.095786;5.191963;5.197336;5.216442;5.206637;5.189827;5.193673;5.328413;5.23594;5.260002;5.081267;5.103514;5.070867;5.20935;5.145173
