# native JAX FFI, FP64, device=cuda:0; inputs and outputs remain resident during timing
# compile, upload, host validation, and download are excluded; each solve includes fresh numerical factorization
# exactly one untimed warmup solve; each repetition blocks on all outputs
# min_seconds=1.0; fixed_repeats=None; individual samples are retained chronologically in ms separated by semicolons
# primal_error and dual_error_inf: absolute infinity-norm errors against the known planted optimum
backend,family,N,n,m,mixed_rows,state_rows,seed,status,repeats,median_ms,p10_ms,p90_ms,primal_error,relative_objective_error,feasibility_inf,stationarity_inf,kkt_inf,scalar_device_to_host_bytes,scalar_host_to_device_bytes,metadata_device_to_host_bytes,planted_dual_stationarity_inf,dual_error_inf,solve_samples_ms
clqr_jax_cuda,horizon,32,48,24,6,12,20260907,ok,103,9.80123,9.571004,9.906079,2.0372592501871623e-13,5.507556637885072e-16,2.4447111002245947e-13,1.6975310046518644e-13,2.4447111002245947e-13,0,0,520,2.102207297127734e-13,1.5814259624047367e-12,9.428842;9.32536;9.315996;9.360888;9.31994;9.465018;9.6492;9.692215;9.610565;9.33982;9.320638;9.617393;9.516752;9.746252;9.808417;9.885192;9.791414;9.791663;9.681085;9.739077;9.817833;9.730693;9.725473;9.679052;9.721425;9.914771;9.706438;9.721356;9.762624;9.811375;9.765302;9.797185;9.782776;9.753268;9.868032;9.98832;9.81351;9.927224;9.730853;9.833293;9.876056;9.571004;9.657465;9.700303;9.854188;9.895895;9.735202;9.874521;9.833959;9.802514;9.858286;9.718791;9.777253;9.887412;9.906079;9.797097;9.636781;9.795085;9.93573;9.819787;9.801414;9.855034;9.814236;9.811992;9.794807;9.850827;9.787018;9.809877;9.733973;9.776551;9.881854;9.787087;9.811723;9.919704;9.829688;9.808112;9.80329;9.818437;9.785756;9.790376;9.803848;9.948563;9.905629;9.879899;9.83186;9.900318;9.80123;9.921895;9.874595;9.845728;9.912135;9.936379;9.792256;9.815859;9.822214;9.723829;9.821215;9.86522;9.717742;9.854137;10.001156;9.385068;9.707882
