# native JAX FFI, FP64, device=cuda:0; inputs and outputs remain resident during timing
# compile, upload, host validation, and download are excluded; each solve includes fresh numerical factorization
# exactly one untimed warmup solve; each repetition blocks on all outputs
# min_seconds=1.0; fixed_repeats=None; individual samples are retained chronologically in ms separated by semicolons
# primal_error and dual_error_inf: absolute infinity-norm errors against the known planted optimum
backend,family,N,n,m,mixed_rows,state_rows,seed,status,repeats,median_ms,p10_ms,p90_ms,primal_error,relative_objective_error,feasibility_inf,stationarity_inf,kkt_inf,scalar_device_to_host_bytes,scalar_host_to_device_bytes,metadata_device_to_host_bytes,planted_dual_stationarity_inf,dual_error_inf,solve_samples_ms
clqr_jax_cuda,horizon,8192,16,8,2,4,20260907,ok,82,12.26553,12.04497,12.326804,2.7792657064651394e-11,5.130429748999389e-16,2.9619862118579476e-11,2.534588511293734e-11,2.9619862118579476e-11,0,0,131080,2.8791202061340115e-11,3.1424260416024197e-10,12.373699;12.287691;12.312948;12.254417;12.193844;12.154399;11.821255;12.214363;12.119427;11.801099;11.762312;11.811831;11.784888;11.936587;12.082448;12.238685;12.206535;12.138317;12.303163;12.28418;12.007818;12.233848;12.185205;12.312466;12.26569;12.226171;12.220555;12.330323;12.3338;12.264815;12.260781;12.310006;12.295223;12.349761;12.2714;12.294533;12.231811;12.243522;12.247703;12.391979;12.273884;12.300052;12.243532;12.305307;12.313022;12.251376;12.265918;12.190292;12.26553;12.299605;12.261271;12.173857;12.27179;12.263279;12.222887;12.290427;12.04497;12.123631;12.277144;12.290474;12.270195;12.296324;12.284022;12.230462;12.380331;12.290877;12.291486;12.326804;12.168965;12.220231;11.979238;12.177064;12.227032;12.306636;12.277827;12.256079;12.319845;12.287404;12.355621;12.349393;12.30639;12.300707
