# native JAX FFI, FP64, device=cuda:0; inputs and outputs remain resident during timing
# compile, upload, host validation, and download are excluded; each solve includes fresh numerical factorization
# exactly one untimed warmup solve; each repetition blocks on all outputs
# min_seconds=1.0; fixed_repeats=None; individual samples are retained chronologically in ms separated by semicolons
# primal_error and dual_error_inf: absolute infinity-norm errors against the known planted optimum
backend,family,N,n,m,mixed_rows,state_rows,seed,status,repeats,median_ms,p10_ms,p90_ms,primal_error,relative_objective_error,feasibility_inf,stationarity_inf,kkt_inf,scalar_device_to_host_bytes,scalar_host_to_device_bytes,metadata_device_to_host_bytes,planted_dual_stationarity_inf,dual_error_inf,solve_samples_ms
clqr_jax_cuda,horizon,128,32,16,4,8,20260907,ok,157,6.40146,6.221365,6.491101,6.034062138837726e-14,9.190654955863763e-17,4.85722573273506e-14,6.244171846248037e-13,6.244171846248037e-13,0,0,2056,6.156186671546493e-14,9.529460553991953e-13,6.512366;6.485581;6.422741;6.416678;6.491101;6.39877;6.399137;6.417966;6.496593;6.30316;6.466534;6.358141;6.442954;6.501591;6.514476;6.429491;6.403319;6.386621;6.359336;6.36574;6.42839;6.543635;6.483447;6.649778;6.474169;6.414179;6.482486;6.470473;6.515368;6.462312;6.287088;6.237429;6.221365;6.239881;6.318478;6.250645;6.336653;6.56766;6.397965;6.454827;6.40146;6.333906;6.208321;6.282213;6.290598;6.41011;6.464868;6.49393;6.458683;6.476865;6.462578;6.489712;6.417414;6.379512;6.48335;6.438196;6.321509;6.45639;6.446264;6.500722;6.419292;6.475748;6.385278;6.294311;6.333684;6.517141;6.118309;5.916655;5.859287;6.26364;6.401029;6.325335;6.505482;6.406328;6.389748;6.252836;6.24371;6.258657;6.403294;6.483754;6.446755;6.38082;6.333105;5.883886;5.846145;6.19451;6.385852;6.411774;6.432472;6.40525;6.443801;6.414705;6.377797;6.488519;6.425927;6.469251;6.511481;6.436574;6.420468;6.32605;6.401537;6.352888;6.149918;6.21491;6.349775;6.373944;6.448184;6.327239;6.220504;6.226221;6.200696;6.423553;6.35847;6.358509;6.365771;6.168355;6.179766;6.238752;6.3845;6.392851;6.379144;6.444274;6.456572;6.3929;6.457709;6.336294;6.375164;6.410946;6.404366;6.450039;6.402143;6.376741;6.214096;6.346649;6.457327;6.36786;6.457306;6.412;6.469837;6.505966;6.473355;6.335406;6.497994;6.400711;6.342547;6.30435;6.295273;6.347657;6.361131;6.405678;6.384573;6.414678;6.4032;6.371412;6.403164;6.390841;6.205353
