# native JAX FFI, FP64, device=cuda:0; inputs and outputs remain resident during timing
# compile, upload, host validation, and download are excluded; each solve includes fresh numerical factorization
# exactly one untimed warmup solve; each repetition blocks on all outputs
# min_seconds=1.0; fixed_repeats=None; individual samples are retained chronologically in ms separated by semicolons
# primal_error and dual_error_inf: absolute infinity-norm errors against the known planted optimum
backend,family,N,n,m,mixed_rows,state_rows,seed,status,repeats,median_ms,p10_ms,p90_ms,primal_error,relative_objective_error,feasibility_inf,stationarity_inf,kkt_inf,scalar_device_to_host_bytes,scalar_host_to_device_bytes,metadata_device_to_host_bytes,planted_dual_stationarity_inf,dual_error_inf,solve_samples_ms
clqr_jax_cuda,horizon,32768,8,4,1,2,20260907,ok,84,11.964632,11.806904,12.062662,4.5318249153325496e-11,1.5313308822782247e-17,2.5930368963145156e-12,2.105794063428368e-09,2.105794063428368e-09,0,0,524296,4.660122981947623e-11,1.6052744411521047e-09,12.230049;12.046425;12.053155;12.027568;12.057545;11.9696;11.968305;11.904868;11.975567;11.923455;11.941883;12.185164;11.974525;11.982622;12.002511;12.006433;12.083399;11.964132;11.963856;11.950935;12.051607;11.806904;11.691711;11.942402;11.970348;12.016684;11.93397;11.999342;11.959952;12.157077;11.83722;12.028503;11.997709;11.954535;11.831675;11.89486;12.135491;11.921272;11.932906;11.875374;11.96488;11.967582;11.988766;12.059679;12.039782;12.022611;12.051984;11.508799;12.197724;12.329742;11.892555;11.733523;11.774529;11.724517;11.62969;11.836419;11.808235;11.871653;11.807195;11.942209;11.879529;11.903247;12.062662;11.936469;11.939191;11.814536;11.974242;12.02377;11.796095;11.776064;11.969554;11.826641;11.90034;11.850087;11.899978;12.034944;11.969291;11.84427;12.003359;11.966964;12.149872;11.964632;12.012949;11.822655
