# native JAX FFI, FP64, device=cuda:0; inputs and outputs remain resident during timing
# compile, upload, host validation, and download are excluded; each solve includes fresh numerical factorization
# exactly one untimed warmup solve; each repetition blocks on all outputs
# min_seconds=1.0; fixed_repeats=None; individual samples are retained chronologically in ms separated by semicolons
# primal_error and dual_error_inf: absolute infinity-norm errors against the known planted optimum
backend,family,N,n,m,mixed_rows,state_rows,seed,status,repeats,median_ms,p10_ms,p90_ms,primal_error,relative_objective_error,feasibility_inf,stationarity_inf,kkt_inf,scalar_device_to_host_bytes,scalar_host_to_device_bytes,metadata_device_to_host_bytes,planted_dual_stationarity_inf,dual_error_inf,solve_samples_ms
clqr_jax_cuda,horizon,4096,16,8,2,4,20260907,ok,134,7.515176,7.277904,7.665177,1.7213036551666505e-12,3.183842321286475e-17,4.984884033332193e-13,4.527052344105442e-11,4.527052344105442e-11,0,0,65544,1.7882917369149709e-12,9.377210119509982e-11,7.665177;7.603543;7.725472;7.660246;7.641504;7.539792;7.454857;7.594744;7.724234;7.559983;7.695944;7.59321;7.558903;7.634651;7.502991;7.712023;7.650087;7.679053;7.606464;7.501086;7.547237;7.65281;7.469734;7.685531;7.65584;7.568928;7.658331;7.699155;7.555623;7.600938;7.645542;7.684775;7.658217;7.586546;7.52095;7.691481;7.671423;7.649042;7.669025;7.671478;7.7148;7.629644;7.589426;7.57353;7.66025;7.147352;7.448833;7.544397;7.587099;7.519572;7.320435;7.291171;7.276922;7.177464;7.09402;7.325955;7.32756;7.174501;7.510914;7.624436;7.515001;7.277904;7.543484;7.364439;7.212505;7.341082;7.32854;7.434313;7.216357;7.354625;7.33705;7.614449;7.217554;7.182086;7.594391;7.614414;7.517752;7.271133;7.622501;7.628295;7.588934;7.417008;7.435047;7.513127;7.603428;7.485906;7.438451;7.351709;7.525366;7.421046;7.5991;7.485904;7.546694;7.375319;7.547538;7.454381;7.47916;7.430919;7.501171;7.398876;7.425734;7.443556;7.364727;7.456996;7.297594;7.358439;7.261487;7.293703;7.208655;7.341377;7.470505;7.543435;7.415642;7.416506;7.521266;7.339256;7.416272;7.340065;7.441166;7.435086;7.335175;7.555731;7.436818;7.564521;7.637779;7.593735;7.482828;7.547605;7.301517;7.527513;7.515176;7.445209;7.212709;7.340692
