# native JAX FFI, FP64, device=cuda:0; inputs and outputs remain resident during timing
# compile, upload, host validation, and download are excluded; each solve includes fresh numerical factorization
# exactly one untimed warmup solve; each repetition blocks on all outputs
# min_seconds=1.0; fixed_repeats=None; individual samples are retained chronologically in ms separated by semicolons
# primal_error and dual_error_inf: absolute infinity-norm errors against the known planted optimum
backend,family,N,n,m,mixed_rows,state_rows,seed,status,repeats,median_ms,p10_ms,p90_ms,primal_error,relative_objective_error,feasibility_inf,stationarity_inf,kkt_inf,scalar_device_to_host_bytes,scalar_host_to_device_bytes,metadata_device_to_host_bytes,planted_dual_stationarity_inf,dual_error_inf,solve_samples_ms
clqr_jax_cuda,horizon,2048,24,12,3,6,20260907,ok,81,12.456352,12.345284,12.536643,2.919711694637783e-11,1.866461805866204e-15,7.888290021185185e-11,2.6279117770755533e-12,7.888290021185185e-11,0,0,32776,2.998033592216398e-11,1.8037059346109885e-10,12.611068;12.489845;12.655116;12.409124;12.458914;12.564032;12.529094;12.536643;12.018416;12.042171;12.453541;12.466687;12.506574;12.321295;12.62279;12.453476;12.383134;12.483863;12.536924;12.457615;12.382863;12.419125;12.54542;12.505552;12.341832;12.521911;12.423451;12.441728;12.482211;12.372242;12.406709;12.427667;12.468041;12.342413;12.428768;12.501585;12.343579;12.50532;12.476043;12.432634;12.412493;12.486977;12.456352;12.468176;12.501373;12.387843;12.505784;12.591399;12.46316;12.533515;12.440901;12.442829;12.452611;12.445708;12.361357;12.527603;12.43664;12.522069;12.368054;12.430947;12.490243;12.509257;12.414605;12.434317;12.403733;12.327408;12.259872;12.430123;12.462714;12.506504;12.48748;12.600061;12.436674;12.511125;12.497484;12.408241;12.431379;12.451634;12.468754;12.469232;12.345284
