# native JAX FFI, FP64, device=cuda:0; inputs and outputs remain resident during timing
# compile, upload, host validation, and download are excluded; each solve includes fresh numerical factorization
# exactly one untimed warmup solve; each repetition blocks on all outputs
# min_seconds=1.0; fixed_repeats=None; individual samples are retained chronologically in ms separated by semicolons
# primal_error and dual_error_inf: absolute infinity-norm errors against the known planted optimum
backend,family,N,n,m,mixed_rows,state_rows,seed,status,repeats,median_ms,p10_ms,p90_ms,primal_error,relative_objective_error,feasibility_inf,stationarity_inf,kkt_inf,scalar_device_to_host_bytes,scalar_host_to_device_bytes,metadata_device_to_host_bytes,planted_dual_stationarity_inf,dual_error_inf,solve_samples_ms
clqr_jax_cuda,horizon,4096,48,24,6,12,20260907,ok,13,79.192741,78.988683,79.291596,1.0208639489306393e-10,6.431788210086814e-15,2.1234747293874534e-10,5.57044965709963e-11,2.1234747293874534e-10,0,0,65544,1.0506316650005232e-10,9.851836846319628e-10,79.297687;79.174362;79.108546;79.212693;79.291596;79.242397;79.237579;79.212405;79.192741;78.958404;78.992295;78.988683;79.138097
