# native JAX FFI, FP64, device=cuda:0; inputs and outputs remain resident during timing
# compile, upload, host validation, and download are excluded; each solve includes fresh numerical factorization
# exactly one untimed warmup solve; each repetition blocks on all outputs
# min_seconds=1.0; fixed_repeats=None; individual samples are retained chronologically in ms separated by semicolons
# primal_error and dual_error_inf: absolute infinity-norm errors against the known planted optimum
backend,family,N,n,m,mixed_rows,state_rows,seed,status,repeats,median_ms,p10_ms,p90_ms,primal_error,relative_objective_error,feasibility_inf,stationarity_inf,kkt_inf,scalar_device_to_host_bytes,scalar_host_to_device_bytes,metadata_device_to_host_bytes,planted_dual_stationarity_inf,dual_error_inf,solve_samples_ms
clqr_jax_cuda,horizon,64,32,16,4,8,20260907,ok,171,5.887094,5.653099,5.988505,1.106146424456611e-13,6.953715150576422e-16,1.3455903058456897e-13,2.9101721032986916e-13,2.9101721032986916e-13,0,0,1032,1.1306233727026438e-13,1.0556278073892145e-12,5.882991;5.893078;5.760545;5.83193;5.865516;5.969069;6.136811;5.953682;5.959699;6.14827;5.929237;5.973941;5.983236;5.883867;5.961348;5.861651;5.876208;5.965308;5.82955;5.927193;5.974348;6.076608;5.930381;5.914658;5.964295;6.014367;5.95888;6.010638;6.004609;5.997812;5.962884;5.971874;5.988505;5.919616;5.970203;5.974853;5.915129;6.065051;5.899742;5.879565;5.806002;6.088037;5.906167;6.052233;5.960318;5.91116;5.935213;5.888811;5.925061;5.959805;5.907408;5.901864;6.117672;5.977599;6.004585;5.868107;5.598699;5.65416;5.61973;5.644756;5.687071;5.788135;5.859481;5.962342;5.877051;5.872914;5.889562;5.872465;5.738195;5.888219;5.856323;5.869351;5.885012;5.96774;5.930397;5.857541;5.8971;5.87727;5.857207;5.965088;5.91612;5.879432;5.879192;5.89765;5.889802;5.912999;5.852919;5.932572;5.799535;5.834407;5.920608;5.911427;5.989043;5.871277;5.887094;5.953819;5.878508;5.965529;5.809471;5.801868;5.906923;5.939203;5.85229;5.774573;5.886105;5.893365;5.94033;5.873237;5.898103;5.940172;5.770583;5.568443;5.554934;5.649553;5.897567;6.015706;5.939122;5.954326;5.96291;6.009481;6.051174;5.944728;5.981788;5.87236;5.924956;5.877341;5.891839;5.978065;5.884417;5.831682;5.739716;5.789726;5.729252;5.736375;5.822893;5.880984;5.872444;5.824468;5.884494;5.865626;5.890977;5.869431;5.864772;5.875721;5.680854;5.571653;5.603911;5.60643;5.653099;5.557357;5.662456;5.831012;5.940612;5.92597;6.038947;5.641575;5.420962;5.659457;5.78425;5.745232;5.674513;5.769;5.672327;5.516017;5.610932;5.479488;5.553269;5.608363;5.66941;5.793633;5.88902
