# native JAX FFI, FP64, device=cuda:0; inputs and outputs remain resident during timing
# compile, upload, host validation, and download are excluded; each solve includes fresh numerical factorization
# exactly one untimed warmup solve; each repetition blocks on all outputs
# min_seconds=1.0; fixed_repeats=None; individual samples are retained chronologically in ms separated by semicolons
# primal_error and dual_error_inf: absolute infinity-norm errors against the known planted optimum
backend,family,N,n,m,mixed_rows,state_rows,seed,status,repeats,median_ms,p10_ms,p90_ms,primal_error,relative_objective_error,feasibility_inf,stationarity_inf,kkt_inf,scalar_device_to_host_bytes,scalar_host_to_device_bytes,metadata_device_to_host_bytes,planted_dual_stationarity_inf,dual_error_inf,solve_samples_ms
clqr_jax_cuda,horizon,512,24,12,3,6,20260907,ok,164,6.119772,5.980927,6.196455,1.872946242542639e-13,5.499339997789528e-17,2.007283228522283e-13,2.599365167554879e-12,2.599365167554879e-12,0,0,8200,1.9224899450165367e-13,2.238417784461433e-12,6.240033;5.943255;6.150423;6.154225;6.131628;6.19725;6.199477;6.215874;5.955362;5.964279;5.985004;6.036543;5.993629;6.110688;6.133628;6.13773;6.230876;6.119462;6.119772;6.12938;6.113917;6.118167;6.182504;6.06476;6.002413;6.120787;6.206317;6.119568;6.195922;6.131371;6.293383;6.033509;6.078194;6.111257;6.076306;6.123228;6.150619;6.025401;6.093528;6.029373;6.136407;6.17198;6.142833;6.12227;6.131978;6.024368;6.081357;6.154421;6.152384;6.1815;6.159118;6.103587;6.159451;6.148801;6.129282;6.196299;6.106603;6.182871;6.068882;6.132599;6.143675;6.060115;6.017221;5.965006;6.196961;5.776915;6.115839;5.902378;6.050484;6.080491;5.937315;6.092118;6.023482;6.022653;5.910698;5.983418;6.046089;5.878709;6.047689;6.059208;5.874577;6.147008;5.96567;5.829772;5.926085;6.151012;6.109243;6.249003;6.251873;6.136234;6.141451;6.143619;6.175694;6.138226;6.159486;6.131764;6.016403;6.170855;6.277343;6.155661;6.040454;6.170112;6.187924;6.13971;6.089756;6.171329;6.128938;6.031923;6.14432;6.096434;6.196455;6.151997;6.080471;5.970111;6.021201;6.152773;6.228284;6.09253;6.094243;6.215734;6.136439;6.143725;6.138793;6.033624;6.160281;6.112197;6.222675;6.118726;6.19872;6.108233;6.106701;6.100343;6.036088;6.10139;6.120894;6.111814;5.972217;6.013507;6.097831;6.006718;5.980927;6.081418;6.158744;6.174589;6.04796;6.195314;6.131091;6.184241;6.154322;6.181564;6.159882;6.151143;6.081221;6.120171;6.001041;6.109088;6.10699;6.100898;6.028092;6.203484;6.158126;6.016237;5.964522;6.161979
