# native JAX FFI, FP64, device=cuda:0; inputs and outputs remain resident during timing
# compile, upload, host validation, and download are excluded; each solve includes fresh numerical factorization
# exactly one untimed warmup solve; each repetition blocks on all outputs
# min_seconds=1.0; fixed_repeats=None; individual samples are retained chronologically in ms separated by semicolons
# primal_error and dual_error_inf: absolute infinity-norm errors against the known planted optimum
backend,family,N,n,m,mixed_rows,state_rows,seed,status,repeats,median_ms,p10_ms,p90_ms,primal_error,relative_objective_error,feasibility_inf,stationarity_inf,kkt_inf,scalar_device_to_host_bytes,scalar_host_to_device_bytes,metadata_device_to_host_bytes,planted_dual_stationarity_inf,dual_error_inf,solve_samples_ms
clqr_jax_cuda,horizon,2048,32,16,4,8,20260907,ok,58,17.400741,17.128461,17.586432,3.606566434388725e-12,1.626089486842996e-16,6.374234473582874e-12,1.7590706669068368e-11,1.7590706669068368e-11,0,0,32776,3.776257084808776e-12,2.6361191007850948e-11,17.413309;17.123689;17.133938;17.041775;17.061549;17.234484;17.285033;17.499582;17.480591;17.447186;17.528651;17.55564;17.568945;17.410131;17.461;17.334444;17.368599;17.317956;17.252634;17.338703;17.131204;17.271666;17.332337;17.424029;17.418442;17.400741;17.049715;17.014758;17.258645;17.213708;17.247656;17.128461;17.206922;17.35545;17.375779;17.269841;17.365698;17.558863;17.631519;17.591677;17.630156;17.538976;17.542133;17.625255;17.586432;17.548628;17.59137;17.579837;17.538006;17.271397;17.350879;17.40496;17.586427;17.321851;17.515844;17.51973;17.383865;17.564357
