# native JAX FFI, FP64, device=cuda:0; inputs and outputs remain resident during timing
# compile, upload, host validation, and download are excluded; each solve includes fresh numerical factorization
# exactly one untimed warmup solve; each repetition blocks on all outputs
# min_seconds=1.0; fixed_repeats=None; individual samples are retained chronologically in ms separated by semicolons
# primal_error and dual_error_inf: absolute infinity-norm errors against the known planted optimum
backend,family,N,n,m,mixed_rows,state_rows,seed,status,repeats,median_ms,p10_ms,p90_ms,primal_error,relative_objective_error,feasibility_inf,stationarity_inf,kkt_inf,scalar_device_to_host_bytes,scalar_host_to_device_bytes,metadata_device_to_host_bytes,planted_dual_stationarity_inf,dual_error_inf,solve_samples_ms
clqr_jax_cuda,horizon,512,48,24,6,12,20260907,ok,54,18.695711,18.59548,18.7868,2.0103363418400022e-12,7.997470793249786e-16,2.300992729686868e-12,1.1134704269721851e-12,2.300992729686868e-12,0,0,8200,2.052469305624527e-12,1.2139650396036927e-11,18.84597;18.684412;18.695506;18.750161;18.755213;18.653714;18.689791;18.6301;18.680187;18.609822;18.719802;18.737751;18.645776;18.747223;18.683378;18.594409;18.675437;18.733163;18.718312;18.660941;18.640702;18.755123;18.710765;18.723387;18.876204;18.73278;18.925807;18.59548;18.712177;18.78124;18.692666;18.720967;18.67267;18.743788;18.684407;18.69323;18.822881;18.7868;18.714122;18.705232;18.737392;18.631978;18.559631;18.246192;18.178192;18.693897;18.594089;18.596498;18.695711;18.699023;18.662877;18.676774;18.75861;18.831891
