# native JAX FFI, FP64, device=cuda:0; inputs and outputs remain resident during timing
# compile, upload, host validation, and download are excluded; each solve includes fresh numerical factorization
# exactly one untimed warmup solve; each repetition blocks on all outputs
# min_seconds=1.0; fixed_repeats=None; individual samples are retained chronologically in ms separated by semicolons
# primal_error and dual_error_inf: absolute infinity-norm errors against the known planted optimum
backend,family,N,n,m,mixed_rows,state_rows,seed,status,repeats,median_ms,p10_ms,p90_ms,primal_error,relative_objective_error,feasibility_inf,stationarity_inf,kkt_inf,scalar_device_to_host_bytes,scalar_host_to_device_bytes,metadata_device_to_host_bytes,planted_dual_stationarity_inf,dual_error_inf,solve_samples_ms
clqr_jax_cuda,horizon,512,32,16,4,8,20260907,ok,119,8.465184,8.352418,8.554866,1.8111068200710179e-12,1.2268575290711274e-15,3.1779301412626637e-12,6.811218256075335e-13,3.1779301412626637e-12,0,0,8200,1.8668677714828164e-12,8.372455506666654e-12,8.529452;8.474136;8.452375;8.541878;8.38993;8.415912;8.376454;8.33369;8.360308;8.449451;8.453611;8.454084;8.371041;7.988207;8.586531;8.39827;8.379029;8.524765;8.425559;8.405096;8.419189;8.516799;8.232062;8.479891;8.531682;8.393574;8.413457;8.477989;8.446627;8.469964;8.497198;8.409418;8.429701;8.526729;8.421653;8.339934;8.458249;8.583428;8.551519;8.457697;8.511604;8.358269;8.53813;8.429106;8.470645;8.450889;8.522073;8.372941;8.507361;8.522359;8.526942;8.201214;8.021011;8.161294;8.239991;8.302176;8.635409;8.460781;8.481574;8.51882;8.515354;8.584888;8.455323;8.564615;8.327178;8.399143;8.409545;8.52639;8.427625;8.465184;8.528338;8.511066;8.42409;8.449758;8.496216;8.520328;8.607117;8.520275;8.428443;8.473261;8.503877;8.436336;8.554866;8.467457;8.497905;8.416306;8.565355;8.359587;8.386743;8.516074;8.364307;8.352418;8.356038;8.310452;8.448076;8.46014;8.501654;8.595374;8.505493;8.514642;8.422955;8.528152;8.551253;8.521212;8.564386;8.511378;8.483768;8.523739;8.562308;8.485443;8.506479;8.5932;8.406266;8.459359;8.532601;8.508007;8.495318;8.4506;8.454611
