# native JAX FFI, FP64, device=cuda:0; inputs and outputs remain resident during timing
# compile, upload, host validation, and download are excluded; each solve includes fresh numerical factorization
# exactly one untimed warmup solve; each repetition blocks on all outputs
# min_seconds=1.0; fixed_repeats=None; individual samples are retained chronologically in ms separated by semicolons
# primal_error and dual_error_inf: absolute infinity-norm errors against the known planted optimum
backend,family,N,n,m,mixed_rows,state_rows,seed,status,repeats,median_ms,p10_ms,p90_ms,primal_error,relative_objective_error,feasibility_inf,stationarity_inf,kkt_inf,scalar_device_to_host_bytes,scalar_host_to_device_bytes,metadata_device_to_host_bytes,planted_dual_stationarity_inf,dual_error_inf,solve_samples_ms
clqr_jax_cuda,horizon,128,48,24,6,12,20260907,ok,85,11.822459,11.692815,11.921653,1.3724091307842912e-13,1.4141300604902955e-17,1.8912649224489542e-13,4.2568726321690065e-13,4.2568726321690065e-13,0,0,2056,1.4155343563970746e-13,8.77724976033889e-13,11.792002;11.679301;12.003047;11.868552;11.886738;11.692815;12.072603;11.822026;11.772537;11.777619;11.910531;11.855467;11.982506;11.818087;11.594288;11.593702;11.774742;11.750238;11.784714;11.863128;11.830693;11.766514;11.715056;11.787844;11.724823;11.724402;12.117933;11.936215;11.900079;11.844647;11.841484;11.810686;11.925911;11.916126;11.822459;11.720269;11.847226;11.867495;11.857531;11.812531;11.843154;11.866187;11.914422;11.761639;11.827832;11.875112;11.842351;11.934501;11.87117;11.886213;11.881482;11.858445;11.774924;11.763234;11.815327;11.800151;11.872914;11.763497;11.751447;11.786445;11.872177;11.87188;11.921653;11.811639;11.9489;11.763311;11.811619;11.900148;11.82148;11.87004;11.675298;11.794712;11.805858;11.731933;11.811722;11.761436;11.86102;11.898901;11.850461;11.358318;11.87435;11.834641;11.656482;11.470506;11.632311
