# native JAX FFI, FP64, device=cuda:0; inputs and outputs remain resident during timing
# compile, upload, host validation, and download are excluded; each solve includes fresh numerical factorization
# exactly one untimed warmup solve; each repetition blocks on all outputs
# min_seconds=1.0; fixed_repeats=None; individual samples are retained chronologically in ms separated by semicolons
# primal_error and dual_error_inf: absolute infinity-norm errors against the known planted optimum
backend,family,N,n,m,mixed_rows,state_rows,seed,status,repeats,median_ms,p10_ms,p90_ms,primal_error,relative_objective_error,feasibility_inf,stationarity_inf,kkt_inf,scalar_device_to_host_bytes,scalar_host_to_device_bytes,metadata_device_to_host_bytes,planted_dual_stationarity_inf,dual_error_inf,solve_samples_ms
clqr_jax_cuda,horizon,256,32,16,4,8,20260907,ok,140,7.197054,6.969749,7.317686,1.1071699113074374e-13,1.353774142054649e-16,1.0830225605218402e-13,1.1725065363066278e-12,1.1725065363066278e-12,0,0,4104,1.1429746038515987e-13,2.100181140107793e-12,7.048214;6.964789;6.922939;7.0893;7.1435;7.162384;7.166711;7.29793;7.263779;7.168109;7.031685;7.026553;7.09884;7.065302;7.167039;7.136932;7.092841;7.190749;7.129528;7.138842;7.249416;7.241031;7.179178;7.282178;7.320041;7.345287;7.319873;7.246975;7.041046;6.923514;7.082696;7.151535;7.206778;7.177214;7.315952;7.33861;7.326996;7.249317;7.22203;7.262565;7.140996;7.267965;7.393473;7.2308;7.251726;7.211928;7.15301;7.094232;7.227439;7.221937;7.172095;7.295007;7.317686;7.398127;7.245521;7.329197;7.230261;7.229029;7.124333;7.313517;7.194105;7.116611;7.268856;7.290931;7.119252;7.177025;7.209216;7.249097;7.28007;7.278672;7.222615;7.161627;7.120724;7.247268;7.296358;7.255386;7.233872;7.207055;7.305425;7.270775;7.229256;7.260986;7.224755;7.262822;7.122297;7.257458;7.178391;7.117845;7.356544;7.263446;7.203967;7.036129;7.201532;7.235296;7.256373;7.3435;7.182384;7.252922;7.329455;6.992526;6.924529;6.904429;6.914806;7.113831;7.058619;6.969749;7.030583;7.260778;7.295624;7.185691;7.091681;7.200341;7.040419;7.214233;7.142649;7.123664;6.980664;7.011324;7.061034;7.082854;7.124947;7.155891;7.336234;7.20406;7.197054;7.164463;7.32135;6.859769;6.946969;7.15077;7.02763;7.272373;7.279138;7.291415;6.707388;6.765653;6.70058;6.748286;6.760984;6.61319
