# native JAX FFI, FP64, device=cuda:0; inputs and outputs remain resident during timing
# compile, upload, host validation, and download are excluded; each solve includes fresh numerical factorization
# exactly one untimed warmup solve; each repetition blocks on all outputs
# min_seconds=1.0; fixed_repeats=None; individual samples are retained chronologically in ms separated by semicolons
# primal_error and dual_error_inf: absolute infinity-norm errors against the known planted optimum
backend,family,N,n,m,mixed_rows,state_rows,seed,status,repeats,median_ms,p10_ms,p90_ms,primal_error,relative_objective_error,feasibility_inf,stationarity_inf,kkt_inf,scalar_device_to_host_bytes,scalar_host_to_device_bytes,metadata_device_to_host_bytes,planted_dual_stationarity_inf,dual_error_inf,solve_samples_ms
clqr_jax_cuda,horizon,256,48,24,6,12,20260907,ok,70,14.385858,14.251097,14.484843,1.1401990462900358e-13,2.1603433702205863e-16,1.8762769116165146e-13,9.856282456865983e-13,9.856282456865983e-13,0,0,4104,1.165456620100258e-13,1.7421758480296035e-12,14.475994;14.481955;14.473069;14.489126;14.37516;14.555398;14.366677;14.319725;14.404874;14.480967;14.55196;14.431163;14.465339;14.269163;14.287332;14.25207;14.229871;14.25448;14.484157;14.513122;14.432701;14.44791;14.473122;14.47077;14.450219;14.490747;14.429885;13.957965;14.393301;14.391224;14.384039;14.275823;14.311516;14.260095;14.389941;14.257617;14.41381;14.413431;14.272075;14.214086;14.281276;14.326058;14.395045;14.409758;14.385197;14.462827;14.392755;14.351803;14.258356;14.383445;14.323322;14.195411;14.378799;14.385858;14.474647;14.379342;14.372272;14.446421;14.484843;14.389684;14.373035;14.251097;14.435774;14.317958;14.48913;14.309376;14.1349;14.220799;14.333614;14.208914
