# native JAX FFI, FP64, device=cuda:0; inputs and outputs remain resident during timing
# compile, upload, host validation, and download are excluded; each solve includes fresh numerical factorization
# exactly one untimed warmup solve; each repetition blocks on all outputs
# min_seconds=1.0; fixed_repeats=None; individual samples are retained chronologically in ms separated by semicolons
# primal_error and dual_error_inf: absolute infinity-norm errors against the known planted optimum
backend,family,N,n,m,mixed_rows,state_rows,seed,status,repeats,median_ms,p10_ms,p90_ms,primal_error,relative_objective_error,feasibility_inf,stationarity_inf,kkt_inf,scalar_device_to_host_bytes,scalar_host_to_device_bytes,metadata_device_to_host_bytes,planted_dual_stationarity_inf,dual_error_inf,solve_samples_ms
clqr_jax_cuda,horizon,1024,32,16,4,8,20260907,ok,89,11.370815,11.234689,11.450454,2.5697916017364264e-12,3.855494808433062e-16,3.570949091979969e-12,1.0043355036515322e-12,3.570949091979969e-12,0,0,16392,2.653675890140761e-12,2.1614848799700326e-11,11.4082;11.398399;11.353964;11.387713;11.340945;11.390405;11.465724;11.277167;11.361216;11.385781;11.367438;11.405893;11.365038;11.37455;11.459041;11.383382;11.415079;11.369266;11.450454;11.474561;11.368161;11.348857;11.385706;11.269698;11.249783;11.447607;11.409996;11.325976;11.370815;11.388227;11.426153;11.397547;11.349841;11.400497;11.401909;11.234689;11.157972;11.253232;11.320984;11.433391;11.392007;11.458079;11.422934;11.368131;11.462747;11.250844;11.384959;11.381942;11.313818;11.328213;11.274445;11.228226;11.241712;11.089777;11.318501;11.373872;11.386374;11.307023;11.358163;11.374408;11.37662;11.445586;11.371341;11.128381;11.398454;10.899362;10.881658;11.27872;11.276887;11.339016;11.220555;11.23777;11.424474;11.359853;11.465004;11.229612;11.336224;11.30193;11.394529;11.461136;11.363361;11.409289;11.399062;11.352073;11.396761;11.23541;11.361823;11.374187;11.488082
