# native JAX FFI, FP64, device=cuda:0; inputs and outputs remain resident during timing
# compile, upload, host validation, and download are excluded; each solve includes fresh numerical factorization
# exactly one untimed warmup solve; each repetition blocks on all outputs
# min_seconds=1.0; fixed_repeats=None; individual samples are retained chronologically in ms separated by semicolons
# primal_error and dual_error_inf: absolute infinity-norm errors against the known planted optimum
backend,family,N,n,m,mixed_rows,state_rows,seed,status,repeats,median_ms,p10_ms,p90_ms,primal_error,relative_objective_error,feasibility_inf,stationarity_inf,kkt_inf,scalar_device_to_host_bytes,scalar_host_to_device_bytes,metadata_device_to_host_bytes,planted_dual_stationarity_inf,dual_error_inf,solve_samples_ms
clqr_jax_cuda,horizon,1024,64,32,8,16,20260907,ok,20,50.069786,49.69702,50.27232,1.3300235912616643e-11,1.186702032021063e-15,1.5371023898147484e-11,1.8724466421815578e-12,1.5371023898147484e-11,0,0,16392,1.3743950422195894e-11,1.1769646368620101e-10,50.253104;50.27232;50.165774;50.281493;50.172704;49.69702;50.173491;49.976959;49.907216;49.635892;49.620429;50.06731;50.126074;50.054025;49.893623;50.129229;50.043674;50.069786;50.084535;50.06956
