# native JAX FFI, FP64, device=cuda:0; inputs and outputs remain resident during timing
# compile, upload, host validation, and download are excluded; each solve includes fresh numerical factorization
# exactly one untimed warmup solve; each repetition blocks on all outputs
# min_seconds=1.0; fixed_repeats=None; individual samples are retained chronologically in ms separated by semicolons
# primal_error and dual_error_inf: absolute infinity-norm errors against the known planted optimum
backend,family,N,n,m,mixed_rows,state_rows,seed,status,repeats,median_ms,p10_ms,p90_ms,primal_error,relative_objective_error,feasibility_inf,stationarity_inf,kkt_inf,scalar_device_to_host_bytes,scalar_host_to_device_bytes,metadata_device_to_host_bytes,planted_dual_stationarity_inf,dual_error_inf,solve_samples_ms
clqr_jax_cuda,horizon,16384,8,4,1,2,20260907,ok,144,6.969045,6.869384,7.049363,4.301037304088595e-11,1.581678434946945e-17,8.326672684688674e-13,4.82162439835454e-09,4.82162439835454e-09,0,0,262152,4.4611497222041274e-11,1.3354397032649956e-08,7.020755;6.988072;6.963463;6.911042;7.022966;7.012611;6.893718;6.907504;6.936274;6.93722;6.809649;6.816527;6.922048;6.986457;6.882431;6.842389;6.890529;6.887528;6.971494;6.879215;6.982506;6.933559;7.041543;6.950297;7.038921;6.995932;6.980578;7.007363;6.969045;7.030187;6.992514;7.004013;6.962049;6.971911;7.003947;6.933493;7.039295;6.916962;6.925818;7.067392;7.001069;6.926284;6.883106;7.049363;6.843857;6.966674;6.97666;7.013528;6.902286;6.868603;6.893256;6.913431;6.923652;6.88804;6.945612;6.92985;6.949309;6.974012;6.946227;6.955631;7.104212;6.514336;6.642768;7.167986;6.969724;6.876962;7.003391;7.023248;6.992083;7.035799;7.134969;6.95339;7.00607;6.987626;6.965536;6.993537;7.07643;7.044545;6.941528;6.998191;7.053027;6.910566;6.969637;6.916811;7.060971;7.086804;6.934439;7.033842;6.879068;6.954477;6.992086;6.934652;6.989908;6.955887;7.039545;7.070482;6.951899;6.980516;6.850804;6.796382;6.901523;6.84384;6.869384;6.821417;6.929876;6.856385;6.819188;6.898334;6.896086;6.917305;6.879289;7.016602;6.976661;6.985307;6.998897;7.020791;7.009214;7.024433;6.895005;6.903673;6.886678;6.954659;6.913619;6.98113;6.887102;6.92061;7.006493;7.093818;7.096975;7.032289;6.828226;7.010155;6.976583;7.037939;6.981165;6.96287;7.077851;7.126079;6.894119;7.055459;7.023615;7.045925;7.040499;6.996083
