# native JAX FFI, FP64, device=cuda:0; inputs and outputs remain resident during timing
# compile, upload, host validation, and download are excluded; each solve includes fresh numerical factorization
# exactly one untimed warmup solve; each repetition blocks on all outputs
# min_seconds=1.0; fixed_repeats=None; individual samples are retained chronologically in ms separated by semicolons
# primal_error and dual_error_inf: absolute infinity-norm errors against the known planted optimum
backend,family,N,n,m,mixed_rows,state_rows,seed,status,repeats,median_ms,p10_ms,p90_ms,primal_error,relative_objective_error,feasibility_inf,stationarity_inf,kkt_inf,scalar_device_to_host_bytes,scalar_host_to_device_bytes,metadata_device_to_host_bytes,planted_dual_stationarity_inf,dual_error_inf,solve_samples_ms
clqr_jax_cuda,horizon,1024,24,12,3,6,20260907,ok,119,8.453603,8.2825,8.545985,4.4285963785029026e-12,1.4999671051928226e-16,6.5329686105286555e-12,3.657282809932383e-12,6.5329686105286555e-12,0,0,16392,4.6072104464833785e-12,2.00475608336248e-11,8.462406;8.389267;8.504362;8.440756;8.39519;8.366528;8.453603;8.34818;8.51893;8.462423;8.387057;8.45845;8.472919;8.574153;8.481555;8.4301;8.320493;8.344932;8.455888;8.478665;8.483472;8.446909;8.451328;8.452221;8.518851;8.527163;8.462304;8.391187;8.346105;8.499605;8.551755;8.286027;8.372549;8.427227;8.523914;8.486779;8.522988;8.633449;8.450845;8.51965;8.446038;8.498694;8.48409;8.516555;8.39738;8.343873;8.313148;8.332774;8.2825;8.267602;8.289155;8.466961;8.560462;8.519237;8.486458;8.399594;8.59482;8.844256;8.592222;8.525149;8.5969;8.513654;8.428861;8.442504;8.462966;8.471084;8.497914;8.512303;8.465336;8.531026;8.473632;8.469725;8.395602;8.491107;8.538596;8.454761;8.480578;8.490799;8.420251;8.203286;8.368297;7.945502;8.123482;8.153239;8.266625;8.303472;8.452678;8.559956;8.469181;8.545985;8.549892;8.544723;8.280921;8.430087;8.52022;8.410406;8.385417;8.494312;8.670829;8.485509;8.53037;8.270387;8.009639;8.368366;8.404664;8.325372;8.196068;8.28913;8.276412;8.336335;8.418578;8.394391;8.488081;8.416244;8.452197;8.443711;8.419752;8.378088;8.464978
