# native JAX FFI, FP64, device=cuda:0; inputs and outputs remain resident during timing
# compile, upload, host validation, and download are excluded; each solve includes fresh numerical factorization
# exactly one untimed warmup solve; each repetition blocks on all outputs
# min_seconds=1.0; fixed_repeats=None; individual samples are retained chronologically in ms separated by semicolons
# primal_error and dual_error_inf: absolute infinity-norm errors against the known planted optimum
backend,family,N,n,m,mixed_rows,state_rows,seed,status,repeats,median_ms,p10_ms,p90_ms,primal_error,relative_objective_error,feasibility_inf,stationarity_inf,kkt_inf,scalar_device_to_host_bytes,scalar_host_to_device_bytes,metadata_device_to_host_bytes,planted_dual_stationarity_inf,dual_error_inf,solve_samples_ms
clqr_jax_cuda,horizon,64,48,24,6,12,20260907,ok,93,10.843147,10.624792,10.941105,9.64110735690582e-13,1.5654528607527065e-15,1.5841980505193476e-12,5.852540674311513e-13,1.5841980505193476e-12,0,0,1032,1.000310945187266e-12,8.798281547761633e-12,11.006829;10.941105;10.846243;10.900119;10.891431;11.003397;10.785038;10.896597;10.877783;10.946998;10.941781;10.85533;10.916215;10.880783;10.763301;10.762759;10.859502;10.886966;10.919585;10.843147;10.852194;10.816974;10.88145;10.940912;10.824358;10.895293;10.899346;10.83423;10.646353;10.855237;10.815774;10.826095;10.877252;10.839564;10.887046;10.866933;10.871836;10.866425;10.868466;10.770246;10.742197;10.880409;10.945014;10.420169;10.624792;10.62545;10.560232;10.499824;10.447934;10.473802;10.774797;10.620514;10.551014;10.818435;10.819243;10.912246;10.608261;10.738963;10.794744;10.957265;10.794193;10.827643;10.867212;10.779116;10.691628;10.770084;10.685195;10.629512;10.662896;10.666433;10.669991;10.791213;10.873528;10.878306;10.846872;10.742012;10.93947;10.645486;10.657932;10.835734;10.617966;10.787501;10.940173;10.901739;10.941998;10.859959;10.820151;10.942991;10.782526;10.890047;10.971042;10.904899;10.898196
