# native JAX FFI, FP64, device=cuda:0; inputs and outputs remain resident during timing
# compile, upload, host validation, and download are excluded; each solve includes fresh numerical factorization
# exactly one untimed warmup solve; each repetition blocks on all outputs
# min_seconds=1.0; fixed_repeats=None; individual samples are retained chronologically in ms separated by semicolons
# primal_error and dual_error_inf: absolute infinity-norm errors against the known planted optimum
backend,family,N,n,m,mixed_rows,state_rows,seed,status,repeats,median_ms,p10_ms,p90_ms,primal_error,relative_objective_error,feasibility_inf,stationarity_inf,kkt_inf,scalar_device_to_host_bytes,scalar_host_to_device_bytes,metadata_device_to_host_bytes,planted_dual_stationarity_inf,dual_error_inf,solve_samples_ms
clqr_jax_cuda,horizon,32,64,32,8,16,20260907,ok,55,18.53567,18.289835,18.679299,6.678546604632629e-13,2.9761856865784988e-15,6.368239269249898e-13,1.3107293028724598e-12,1.3107293028724598e-12,0,0,520,6.856737400084967e-13,1.8269094570477762e-11,18.681108;18.48526;18.607481;18.604077;18.787536;18.507457;18.604182;18.679299;18.470353;18.608277;18.437675;18.5539;18.732982;18.740243;18.536639;18.546396;18.604222;18.572308;18.64628;18.632233;18.508016;18.525434;18.525195;18.574657;18.458964;18.626156;18.563157;18.763091;18.555696;18.577354;18.498999;18.53567;18.673189;18.594972;18.532694;18.480307;18.473728;18.270552;18.383493;18.527793;18.289835;17.995081;18.215195;18.305766;18.385935;18.410156;18.321007;18.508484;18.594552;18.525784;18.558247;18.342668;18.269236;18.252111;18.636896
