# FP64; exactly one untimed warmup solve; setup includes representation/storage preparation; solve includes a fresh factorization and primal solve on every repetition.
# All backends receive identical data. Validation and result conversion are untimed.
# CLQR, generalized Riccati, and both Laine implementations also recover duals inside timing. Primal-only backends report no solver-dual KKT measurement.
# Setup+solve includes representation construction and fresh workspace allocation; destruction is excluded.
# Missing dual/kernel measurements are nan, not inferred from other solvers.
# planted_dual_stationarity_inf audits each returned primal with the fixture's known optimal dual, not solver output.
# primal_error and dual_error_inf are absolute infinity-norm errors against the known planted optimum, in original coordinates.
# Samples are individually timed; sample-list columns retain chronological times in ms separated by semicolons. Timing quantiles are unavailable for a single sample.
# min_seconds=1; fixed_repeats=0 (0 means duration-based); each timing phase uses its own budget.
backend,family,N,n,m,mixed_rows,state_rows,seed,status,repeats,setup_ms,median_ms,p10_ms,p90_ms,primal_error,objective,relative_objective_error,kernel_ms,feasibility_inf,stationarity_inf,kkt_inf,setup_solve_ms,planted_dual_stationarity_inf,dual_error_inf,setup_solve_repeats,solve_samples_ms,setup_solve_samples_ms,kernel_samples_ms
clqr_cuda,horizon,128,32,16,4,8,20260907,ok,162,155.317212,6.176823,6.169912,6.226961,6.03406213884e-14,-237.219270561,9.75812378509e-17,5.70956807025,4.85583795395e-14,6.24392898496e-13,6.24392898496e-13,7.624886,6.15896222911e-14,9.52946055399e-13,132,6.265401;6.17827;6.170682;6.16908;6.167095;6.170235;6.169983;6.177253;6.165005;6.170085;6.177652;6.166143;6.190763;6.169912;6.172838;6.245749;6.249247;6.235529;6.239986;6.235691;6.239421;6.233527;6.177793;6.172529;6.17416;6.168395;6.187019;6.17538;6.171812;6.182872;6.249097;6.17566;6.18545;6.181864;6.177479;6.16405;6.182318;6.173869;6.176975;6.164393;6.185929;6.173477;6.172249;6.184557;6.231102;6.178114;6.17018;6.186461;6.175766;6.18283;6.174613;6.244463;6.23036;6.243269;6.238819;6.182262;6.178905;6.176195;6.179481;6.17449;6.168417;6.176906;6.18575;6.176743;6.18656;6.181703;6.174815;6.175734;6.191097;6.21081;6.170885;6.181417;6.171448;6.172913;6.176823;6.171991;6.17397;6.173974;6.171349;6.16164;6.174702;6.17073;6.175932;6.174314;6.170425;6.171729;6.168437;6.170598;6.175717;6.175629;6.184711;6.16696;6.181279;6.16771;6.175554;6.17444;6.183166;6.183157;6.183392;6.161817;6.178113;6.176327;6.171748;6.17555;6.175053;6.181301;6.175608;6.175793;6.172831;6.184542;6.171717;6.183163;6.167959;6.173466;6.171117;6.186451;6.183887;6.16773;6.186;6.234743;6.176803;6.188599;6.169634;6.172586;6.171606;6.184898;6.172821;6.174971;6.179957;6.172508;6.179909;6.186108;6.176026;6.181121;6.176858;6.177121;6.177412;6.181619;6.170873;6.178313;6.175897;6.171382;6.175592;6.189187;6.215209;6.182935;6.184161;6.183905;6.185532;6.179811;6.186649;6.17136;6.173868;6.184514;6.17729;6.178826;6.178482;6.23215;6.183795;6.175341;6.171363;6.226961,7.843971;7.784012;7.411828;7.670716;7.393394;7.633396;7.380853;7.655925;7.400445;7.623022;7.381816;7.69225;7.395874;7.627947;7.389844;7.657283;7.37411;7.622932;7.371536;7.617264;7.384252;7.658838;7.37569;7.866854;7.401969;7.631339;7.42164;7.929962;7.821213;7.968385;7.624886;7.88283;7.610553;7.98352;7.645474;7.864824;7.632864;7.893266;7.655587;8.201933;7.633327;7.67536;7.408205;7.637925;7.382141;7.632981;7.407464;7.626116;7.375857;7.649163;7.381676;7.631248;7.423545;7.728609;7.436088;7.643895;7.375339;7.653975;7.412084;7.647458;7.392894;7.616464;7.364856;7.616269;7.385639;7.678099;7.377794;7.687062;7.430115;7.644356;7.375128;7.632756;7.369684;7.641227;7.391347;7.623319;7.386542;7.631593;7.389183;7.631711;7.446101;7.63735;7.370719;7.622524;7.39423;7.621496;7.361533;7.636279;7.382464;7.66674;7.38341;7.88582;7.616586;7.998777;7.411618;7.643783;7.382055;7.870744;7.393334;7.63833;7.395436;7.636674;7.386961;7.868473;7.455598;7.675349;7.639975;7.648946;7.380385;7.684957;7.384296;7.618062;7.397552;7.639588;7.369875;7.639769;7.528627;7.827393;7.393484;7.645847;7.384109;7.758786;7.414195;7.632551;7.37188;7.78266;7.586612;8.220545;7.642085;7.851229;7.413011;7.646565,5.70995192975;5.71033597831;5.70675206371;5.70620793384;5.70828803815;5.7069119066;5.70483208727;5.71107196063;5.70883198176;5.70863993559;5.70607985742;5.70950401854;5.7035839064;5.70844790526;5.71004806086;5.70991986431;5.71251207031;5.70822395571;5.70790387131;5.70857586153;5.70726403873;5.70611197781;5.70521596354;5.70678399783;5.70512000658;5.70598398335;5.7109758975;5.71241603885;5.7101759119;5.71183996182;5.71375986468;5.71347197145;5.70719991904;5.71065595839;5.70854399353;5.70694404375;5.71081583481;5.71113599371;5.71104006749;5.70966395177;5.70755196642;5.70796796307;5.71075203363;5.70953586977;5.71321609151;5.71219194122;5.71222387441;5.70937609952;5.71120001655;5.70681605022;5.71103993244;5.71104000788;5.70886403508;5.70870396029;5.71043190546;5.70880008675;5.70585601311;5.71366398036;5.70636803843;5.70729598589;5.70579209365;5.70976002049;5.70809585787;5.70687996037;5.70540814381;5.70969601907;5.70998393279;5.70659206249;5.70982403494;5.7067201091;5.70671997499;5.71033604629;5.706432092;5.707680027;5.70905600023;5.70492800605;5.70758414455;5.70892790146;5.71011191048;5.7058880059;5.70672001876;5.70544004813;5.71014402248;5.70576002728;5.71091205068;5.70924791135;5.7082560081;5.70950390585;5.71417604573;5.70982391667;5.71148789767;5.70879989397;5.71100802161;5.70672005601;5.71200005244;5.71187187918;5.70899194572;5.70876806416;5.7090879716;5.70739200898;5.70937593374;5.71052788477;5.70883205067;5.70908806752;5.70892794803;5.70774404984;5.71270402055;5.70975989383;5.7116159834;5.71388811059;5.71180798858;5.70924808551;5.7077760715;5.71017603017;5.71324784588;5.71142401174;5.71091191657;5.71148809884;5.71113608126;5.7039679382;5.71007985901;5.71148795914;5.70979210921;5.70803193189;5.71007994097;5.70793589577;5.71155202761;5.71187213343;5.71267192252;5.71187193226;5.70806393307;5.70809605252;5.71084806602;5.7095358856;5.70976003259;5.71062400378;5.71017594263;5.70889607165;5.71126406919;5.70956807025;5.71087988745;5.71011199988;5.70825594943;5.70982400049;5.71142402012;5.71215994097;5.70921599213;5.71183997672;5.71068801358;5.71289599128;5.70912009012;5.70867204759;5.7119680224;5.70895999204;5.71235208493;5.71219202317;5.71100789495;5.71139196493;5.70719990414;5.70751995966;5.71036811173;5.71164804045
