# FP64; exactly one untimed warmup solve; setup includes representation/storage preparation; solve includes a fresh factorization and primal solve on every repetition.
# All backends receive identical data. Validation and result conversion are untimed.
# CLQR, generalized Riccati, and both Laine implementations also recover duals inside timing. Primal-only backends report no solver-dual KKT measurement.
# Setup+solve includes representation construction and fresh workspace allocation; destruction is excluded.
# Missing dual/kernel measurements are nan, not inferred from other solvers.
# planted_dual_stationarity_inf audits each returned primal with the fixture's known optimal dual, not solver output.
# primal_error and dual_error_inf are absolute infinity-norm errors against the known planted optimum, in original coordinates.
# Samples are individually timed; sample-list columns retain chronological times in ms separated by semicolons. Timing quantiles are unavailable for a single sample.
# min_seconds=1; fixed_repeats=0 (0 means duration-based); each timing phase uses its own budget.
backend,family,N,n,m,mixed_rows,state_rows,seed,status,repeats,setup_ms,median_ms,p10_ms,p90_ms,primal_error,objective,relative_objective_error,kernel_ms,feasibility_inf,stationarity_inf,kkt_inf,setup_solve_ms,planted_dual_stationarity_inf,dual_error_inf,setup_solve_repeats,solve_samples_ms,setup_solve_samples_ms,kernel_samples_ms
clqr_cuda,horizon,64,32,16,4,8,20260907,ok,185,152.719412,5.4188,5.410112,5.440386,1.10614642446e-13,-114.874631606,6.94223837957e-16,5.16652810667,1.34781075189e-13,2.91044965905e-13,2.91044965905e-13,6.26768,1.13048459482e-13,1.05562780739e-12,160,5.423457;5.419642;5.4183;5.428358;5.429243;5.417007;5.423686;5.42897;5.412065;5.45368;5.424349;5.454094;5.420875;5.417344;5.421554;5.418394;5.406383;5.426305;5.416056;5.412612;5.420137;5.41994;5.408493;5.422252;5.422895;5.42214;5.447688;5.422368;5.571241;5.42312;5.414094;5.420277;5.417146;5.41943;5.417865;5.419235;5.420478;5.425388;5.419178;5.452553;5.448325;5.453887;5.450869;5.431488;5.426683;5.419061;5.411377;5.413882;5.423143;5.418939;5.413952;5.42558;5.440386;5.446596;5.471356;5.458612;5.411962;5.426661;5.420168;5.410801;5.41804;5.420129;5.422771;5.415731;5.420532;5.423821;5.409859;5.415907;5.419289;5.431011;5.44941;5.454383;5.445945;5.422201;5.415985;5.424332;5.418415;5.420747;5.418824;5.416202;5.418089;5.417468;5.419199;5.417847;5.415281;5.417437;5.419969;5.421947;5.422122;5.414358;5.407559;5.416788;5.405328;5.447075;5.447792;5.419635;5.411142;5.416787;5.409249;5.419678;5.405254;5.415278;5.4188;5.419809;5.408579;5.424212;5.410584;5.413703;5.411799;5.455412;5.407838;5.420482;5.416731;5.416267;5.416248;5.420253;5.416863;5.415563;5.406547;5.415585;5.415899;5.420968;5.412024;5.426023;5.415929;5.41719;5.412274;5.419449;5.42906;5.420996;5.411622;5.422822;5.4166;5.421353;5.411365;5.418377;5.420956;5.455678;5.413585;5.418104;5.403485;5.419229;5.413338;5.412964;5.415963;5.422818;5.407603;5.419502;5.410112;5.415062;5.414044;5.437855;5.41182;5.424546;5.406153;5.419066;5.420726;5.417395;5.419453;5.420169;5.417786;5.416821;5.415292;5.41131;5.419079;5.421388;5.417218;5.415117;5.417455;5.418309;5.407165;5.418574;5.410538;5.419687;5.410039;5.421585;5.408057;5.411388;5.411921;5.418764;5.408775;5.423161;5.417985;5.415946;5.405322,6.440028;6.26771;6.283167;6.252205;6.291412;6.359643;6.357033;6.417891;6.351879;6.269683;6.269683;6.252205;6.29734;6.23388;6.260891;6.25603;6.276537;6.249735;6.269387;6.255969;6.274728;6.334572;6.277887;6.283094;6.261714;6.260571;6.271974;6.285292;6.279234;6.243485;6.273243;6.259906;6.267018;6.240425;6.29248;6.249252;6.278136;6.254473;6.272537;6.236484;6.270598;6.246859;6.281666;6.334121;6.394223;6.430013;6.429981;6.349561;6.286361;6.264573;6.260325;6.277284;6.269311;6.25135;6.281595;6.252143;6.267065;6.256319;6.26768;6.25838;6.272807;6.275763;6.273092;6.259501;6.270051;6.260505;6.274701;6.230501;6.267185;6.25969;6.260018;6.258335;6.267048;6.242934;6.264276;6.310475;6.308013;6.344382;6.276161;6.254395;6.261105;6.253098;6.260365;6.240658;6.262897;6.261481;6.277364;6.256318;6.275478;6.355101;6.28525;6.249623;6.269571;6.244039;6.25766;6.25513;6.293898;6.253174;6.275072;6.250631;6.273946;6.267364;6.270699;6.255043;6.275505;6.252948;6.337647;6.266708;6.263678;6.251626;6.256811;6.264451;6.279084;6.34472;6.282754;6.264354;6.272824;6.268544;6.294302;6.24647;6.282862;6.230732;6.269186;6.255399;6.295407;6.24755;6.267111;6.253772;6.269895;6.256485;6.292475;6.251549;6.268671;6.26178;6.274656;6.250778;6.250735;6.25864;6.254909;6.249566;6.27486;6.25255;6.262852;6.241638;6.263442;6.260818;6.284171;6.25035;6.266264;6.317542;6.339198;6.332973;6.338091;6.326638;6.343876;6.301873;6.272269;6.239048;6.263628;6.294202,5.1681919042;5.16681597661;5.16723196395;5.16633607727;5.16710390802;5.16281598341;5.16745592188;5.16883208789;5.16483210213;5.1672641132;5.16710405145;5.17091205996;5.16460797377;5.16643207613;5.16924812831;5.1679360522;5.16399994679;5.16313594673;5.17212794907;5.16860803496;5.16681593843;5.16816009022;5.16495989449;5.16918409709;5.16732813697;5.16636800393;5.16899201553;5.16726385243;5.32198392786;5.16607998591;5.16703995503;5.16732815932;5.16889606696;5.16697605979;5.1648320416;5.16630397178;5.16803194582;5.16870396025;5.1654720176;5.16499218438;5.1691839397;5.16892791539;5.16764805652;5.16460813768;5.16713605262;5.16537605226;5.16339192167;5.16419204511;5.16889593191;5.16675205715;5.16803202219;5.1664639432;5.17097599991;5.16575998906;5.16553603299;5.16895999201;5.16742410045;5.16915200185;5.16652810667;5.16572813038;5.16652796697;5.1631039707;5.16646411456;5.16473607253;5.16550414637;5.16643206123;5.16947213095;5.1631999705;5.16598397028;5.16665598843;5.16604808252;5.16435203236;5.16867199726;5.16515194159;5.16655996628;5.16687991656;5.16732808389;5.16668807343;5.16508811992;5.16492811777;5.16742391884;5.16467211675;5.16889611818;5.16454412322;5.16800006572;5.16259210836;5.16710392665;5.1656639073;5.16803203803;5.16870394535;5.16640006285;5.16527991183;5.16348788328;5.16496013291;5.16694398317;5.16630406957;5.16473596822;5.16624001693;5.16236803867;5.16671987809;5.16918394342;5.16588811856;5.16316795535;5.16479997709;5.16556813009;5.16486384999;5.16617598571;5.16428788193;5.166559943;5.16841604747;5.16726399492;5.16694410425;5.16480005067;5.16483190097;5.16879993118;5.16595198493;5.16697590426;5.1671041511;5.16681610234;5.16828811355;5.16419210564;5.16476808768;5.16342399456;5.16505604517;5.16627201624;5.16784003004;5.16540808417;5.16262397449;5.168736035;5.16815991234;5.16540794261;5.16515196394;5.16950394493;5.16534395702;5.1649920363;5.16710403096;5.16761595197;5.16489613242;5.16729602404;5.16531203873;5.16809607577;5.16735993605;5.16502412036;5.16531191207;5.16249599494;5.16403191723;5.16630399507;5.1634559501;5.16358399577;5.16310407408;5.16892796941;5.16739196517;5.16736012138;5.16691196244;5.16607993376;5.16697605979;5.1660159491;5.16531203128;5.16511994787;5.16342390515;5.16870405804;5.1674238611;5.1669439543;5.16729598865;5.16624011286;5.16924804635;5.16787212621;5.16620791145;5.1691520242;5.16764803417;5.16604783665;5.16895992588;5.16515211295;5.16678396147;5.16630404722;5.16880013328;5.16560004931;5.16876796819;5.16723211296;5.16928014252;5.16553591378;5.16560003441;5.1651520161;5.16899205931;5.16732811369
