# FP64; exactly one untimed warmup solve; setup includes representation/storage preparation; solve includes a fresh factorization and primal solve on every repetition.
# All backends receive identical data. Validation and result conversion are untimed.
# CLQR, generalized Riccati, and both Laine implementations also recover duals inside timing. Primal-only backends report no solver-dual KKT measurement.
# Setup+solve includes representation construction and fresh workspace allocation; destruction is excluded.
# Missing dual/kernel measurements are nan, not inferred from other solvers.
# planted_dual_stationarity_inf audits each returned primal with the fixture's known optimal dual, not solver output.
# primal_error and dual_error_inf are absolute infinity-norm errors against the known planted optimum, in original coordinates.
# Samples are individually timed; sample-list columns retain chronological times in ms separated by semicolons. Timing quantiles are unavailable for a single sample.
# min_seconds=1; fixed_repeats=0 (0 means duration-based); each timing phase uses its own budget.
backend,family,N,n,m,mixed_rows,state_rows,seed,status,repeats,setup_ms,median_ms,p10_ms,p90_ms,primal_error,objective,relative_objective_error,kernel_ms,feasibility_inf,stationarity_inf,kkt_inf,setup_solve_ms,planted_dual_stationarity_inf,dual_error_inf,setup_solve_repeats,solve_samples_ms,setup_solve_samples_ms,kernel_samples_ms
clqr_cuda,horizon,2048,32,16,4,8,20260907,ok,49,182.379927,20.746009,20.464553,20.956094,3.60656643439e-12,-3719.65693592,1.8099498253e-16,16.8147520423,6.37401242898e-12,1.75908176914e-11,1.75908176914e-11,48.744035,3.77625708481e-12,2.63611910079e-11,21,20.956094;20.872789;20.58105;20.746009;20.77073;20.771533;20.657971;20.569314;21.050146;20.606415;20.586019;20.706225;20.878564;20.895982;20.822067;20.647088;20.750127;20.581353;20.548357;20.832268;20.821702;20.818027;20.752183;20.781688;20.762723;20.888456;20.803058;21.14579;21.03032;21.043256;20.87449;20.875341;20.907959;20.897941;20.644946;20.457179;20.464553;20.497653;20.539289;20.614911;20.489553;20.517784;20.519699;20.428647;20.500608;20.451291;20.495899;20.49056;20.428749,47.420911;50.507824;48.955042;51.141854;46.187434;52.727068;48.439292;48.909986;46.503033;54.085742;45.856358;49.282297;47.255499;48.744035;47.190602;51.304089;46.311922;51.024634;46.807327;51.540749;45.842748,16.7469123602;16.7504641116;16.7589118779;16.7543362603;16.7606397569;16.7604802512;16.7904967368;16.8099840581;16.8165760934;16.8182724118;16.8201920241;16.8078075275;16.8093758002;16.8268160224;16.8227194846;16.8295040354;16.8284156322;16.8115836903;16.8101440296;16.8238398582;16.8124161065;16.8129919618;16.8085118011;16.8216001317;16.8199363574;16.8172483221;16.8096639141;16.8157762364;16.8183037564;16.8072640374;16.8049280643;16.8140160143;16.8121918142;16.8183680996;16.8112642094;16.8190395012;16.8173440471;16.8210558072;16.8239677474;16.805439692;16.8246401548;16.8308167234;16.8094078228;16.8147520423;16.818144232;16.8218876645;16.817247808;16.8173766509;16.8108799979
