# FP64; exactly one untimed warmup solve; setup includes representation/storage preparation; solve includes a fresh factorization and primal solve on every repetition.
# All backends receive identical data. Validation and result conversion are untimed.
# CLQR, generalized Riccati, and both Laine implementations also recover duals inside timing. Primal-only backends report no solver-dual KKT measurement.
# Setup+solve includes representation construction and fresh workspace allocation; destruction is excluded.
# Missing dual/kernel measurements are nan, not inferred from other solvers.
# planted_dual_stationarity_inf audits each returned primal with the fixture's known optimal dual, not solver output.
# primal_error and dual_error_inf are absolute infinity-norm errors against the known planted optimum, in original coordinates.
# Samples are individually timed; sample-list columns retain chronological times in ms separated by semicolons. Timing quantiles are unavailable for a single sample.
# min_seconds=1; fixed_repeats=0 (0 means duration-based); each timing phase uses its own budget.
backend,family,N,n,m,mixed_rows,state_rows,seed,status,repeats,setup_ms,median_ms,p10_ms,p90_ms,primal_error,objective,relative_objective_error,kernel_ms,feasibility_inf,stationarity_inf,kkt_inf,setup_solve_ms,planted_dual_stationarity_inf,dual_error_inf,setup_solve_repeats,solve_samples_ms,setup_solve_samples_ms,kernel_samples_ms
clqr_cuda,horizon,64,64,32,8,16,20260907,ok,50,155.611706,20.347559,20.274494,20.51604,3.93851617986e-13,-246.715579692,4.03313559306e-17,19.5562878251,5.78148640074e-13,5.50837153668e-13,5.78148640074e-13,22.939441,4.06480404891e-13,2.42977860054e-12,44,20.274494;20.252746;20.314566;20.244431;20.299414;20.255937;20.284332;20.251496;20.295409;20.265429;20.525337;20.54227;20.40743;20.420229;20.364888;20.347559;20.51604;20.31859;20.368694;20.315197;20.348318;20.442156;20.499883;20.332224;20.356985;20.443015;20.36345;20.306773;20.319527;20.283555;20.340906;20.278754;20.36376;20.412322;20.643228;20.598779;20.347575;20.301305;20.354816;20.320417;20.320514;20.297996;20.356271;20.463637;20.375999;20.335728;20.372524;20.302335;20.354118;20.297282,23.371247;22.980376;22.940466;22.915192;22.938526;22.910183;22.939441;22.900696;22.910678;22.917168;22.930589;22.904257;22.917943;22.961501;22.939555;22.890538;22.98461;22.940841;22.966344;22.901997;22.928959;22.910115;22.897983;22.918689;22.885739;22.928156;22.904352;22.927093;24.041995;24.027118;23.006604;22.912283;22.950206;22.960677;23.000631;23.25281;23.253269;23.004838;22.951842;22.953793;22.954612;22.922058;22.933149;22.970006,19.5102718398;19.5052162418;19.4995519156;19.4997444153;19.5155835003;19.4947203109;19.4937926158;19.5029440224;19.4922565352;19.4959681118;19.5042240778;19.4996158648;19.5630395785;19.5520317787;19.5700163692;19.5648957267;19.5538879717;19.5533115948;19.5669441978;19.5663360637;19.5544964001;19.560063459;19.5586878145;19.5704965079;19.5443518916;19.5556802321;19.5563203255;19.541120314;19.5544325421;19.5502722263;19.5470400462;19.5563522512;19.5668802708;19.5637759939;19.5681601921;19.5612799833;19.5510716438;19.5434556687;19.5582720647;19.557439886;19.5606716797;19.5625278205;19.5466235559;19.5562878251;19.5677434001;19.5655037481;19.5723203588;19.5600953856;19.5579204485;19.5568637643
