# FP64; exactly one untimed warmup solve; setup includes representation/storage preparation; solve includes a fresh factorization and primal solve on every repetition.
# All backends receive identical data. Validation and result conversion are untimed.
# CLQR, generalized Riccati, and both Laine implementations also recover duals inside timing. Primal-only backends report no solver-dual KKT measurement.
# Setup+solve includes representation construction and fresh workspace allocation; destruction is excluded.
# Missing dual/kernel measurements are nan, not inferred from other solvers.
# planted_dual_stationarity_inf audits each returned primal with the fixture's known optimal dual, not solver output.
# primal_error and dual_error_inf are absolute infinity-norm errors against the known planted optimum, in original coordinates.
# Samples are individually timed; sample-list columns retain chronological times in ms separated by semicolons. Timing quantiles are unavailable for a single sample.
# min_seconds=1; fixed_repeats=0 (0 means duration-based); each timing phase uses its own budget.
backend,family,N,n,m,mixed_rows,state_rows,seed,status,repeats,setup_ms,median_ms,p10_ms,p90_ms,primal_error,objective,relative_objective_error,kernel_ms,feasibility_inf,stationarity_inf,kkt_inf,setup_solve_ms,planted_dual_stationarity_inf,dual_error_inf,setup_solve_repeats,solve_samples_ms,setup_solve_samples_ms,kernel_samples_ms
clqr_cuda,horizon,2048,24,12,3,6,20260907,ok,72,173.18787,14.014085,13.772922,14.28509,2.91971169464e-11,-2801.99496361,1.87866556412e-15,11.7442878187,7.88824561226e-11,2.62793259376e-12,7.88824561226e-11,33.733548,2.99803498e-11,1.80370593461e-10,30,14.110587;13.997117;13.916757;14.199049;13.971041;14.217855;13.845747;14.051627;13.799345;14.059307;13.973879;14.364412;14.226396;14.406764;13.924042;13.944732;13.804672;14.323202;14.140735;14.256181;14.28509;14.293586;14.354573;14.249557;14.09844;14.383674;14.211001;14.053263;13.781065;14.051566;14.170427;14.12216;13.772922;14.094714;14.177222;14.296362;14.156484;14.093563;13.953081;14.171038;13.719174;14.009601;14.192245;13.899054;13.931457;13.797332;13.839759;14.05035;14.03994;14.014085;13.560387;13.796973;13.845254;14.010303;13.788352;14.103844;13.918498;13.881205;13.991383;13.785098;13.69271;14.130913;14.062673;13.903828;14.044124;13.733766;13.777406;13.751679;13.717342;13.982034;13.710493;13.909788,35.60096;33.015944;33.519054;33.565613;33.933824;33.255426;33.345029;33.238893;33.281335;33.917683;33.747773;34.819517;33.733548;33.038357;33.390374;36.332712;32.957839;33.710955;36.148858;34.027966;33.913997;33.407354;34.074439;32.991138;34.420105;33.790674;34.807732;33.678019;33.188847;36.147202,11.743839981;11.7423360962;11.7377600763;11.7549759224;11.7480962593;11.7443838958;11.7458881978;11.740352029;11.7492159251;11.7431680039;11.7433599755;11.7454398964;11.744448008;11.7441282142;11.742463911;11.7461120505;11.7457600087;11.7394557167;11.7495361194;11.7402558867;11.742304245;11.7458877955;11.7430721242;11.7489279211;11.7414399423;11.7548801396;11.7459518481;11.74227231;11.7463360727;11.7525122035;11.745952243;11.74774413;11.7440960277;11.7448002715;11.7470720932;11.7475520913;11.7423040513;11.7448320538;11.7443521842;11.7438079361;11.7393922824;11.750240013;11.7445442323;11.7407679111;11.7400322426;11.73945597;11.7412478477;11.7481921632;11.7442878187;11.7498879973;11.7329917494;11.7470080499;11.7378560901;11.7440319583;11.7446401268;11.7383677233;11.7459842283;11.7424319834;11.7419841457;11.740447931;11.7400317658;11.748928288;11.7452477887;11.7490241844;11.7391682062;11.7490881309;11.7347199786;11.7344002742;11.7445120662;11.7425281722;11.7439681888;11.743776286
