# FP64; exactly one untimed warmup solve; setup includes representation/storage preparation; solve includes a fresh factorization and primal solve on every repetition.
# All backends receive identical data. Validation and result conversion are untimed.
# CLQR, generalized Riccati, and both Laine implementations also recover duals inside timing. Primal-only backends report no solver-dual KKT measurement.
# Setup+solve includes representation construction and fresh workspace allocation; destruction is excluded.
# Missing dual/kernel measurements are nan, not inferred from other solvers.
# planted_dual_stationarity_inf audits each returned primal with the fixture's known optimal dual, not solver output.
# primal_error and dual_error_inf are absolute infinity-norm errors against the known planted optimum, in original coordinates.
# Samples are individually timed; sample-list columns retain chronological times in ms separated by semicolons. Timing quantiles are unavailable for a single sample.
# min_seconds=1; fixed_repeats=0 (0 means duration-based); each timing phase uses its own budget.
backend,family,N,n,m,mixed_rows,state_rows,seed,status,repeats,setup_ms,median_ms,p10_ms,p90_ms,primal_error,objective,relative_objective_error,kernel_ms,feasibility_inf,stationarity_inf,kkt_inf,setup_solve_ms,planted_dual_stationarity_inf,dual_error_inf,setup_solve_repeats,solve_samples_ms,setup_solve_samples_ms,kernel_samples_ms
clqr_cuda,horizon,256,48,24,6,12,20260907,ok,66,159.679763,15.382599,15.246978,15.474352,1.14019904629e-13,-702.00166906,2.03856706019e-16,13.7110397536,1.87294624254e-13,9.85461712233e-13,9.85461712233e-13,21.578409,1.1654566201e-13,1.74217584803e-12,47,15.389915;15.394072;15.401668;15.474352;15.450826;15.581587;15.443222;15.487198;15.430101;15.567738;15.575264;15.463481;15.466565;15.470488;15.434777;15.372454;15.438753;15.322476;15.425448;15.315699;15.287179;15.259252;15.265168;15.338915;15.347338;15.308617;15.309454;15.315799;15.147277;15.195748;15.278759;15.421854;15.382599;15.405244;15.445336;15.472882;15.290744;15.356302;15.337307;15.40196;15.42867;15.384203;15.327625;15.270818;15.341496;15.316584;15.262853;15.271397;15.310791;15.249752;15.424116;15.51314;15.248567;15.386935;15.413684;15.452026;15.384914;15.246978;15.472407;15.340123;15.242408;15.067035;15.593271;15.347558;15.116581;15.054574,21.401011;23.240821;21.536595;21.578409;20.713435;21.866866;20.76717;21.780492;20.96265;21.825161;20.760771;21.837687;20.939358;21.782417;20.779172;21.810649;20.719342;22.642436;21.069374;22.298123;20.632438;22.264575;20.730595;21.810758;20.856545;22.305159;20.923452;22.204993;20.875572;21.890558;21.106436;21.678398;20.798964;21.670437;20.808333;21.916898;20.884003;21.690722;21.85576;22.052846;21.219978;24.653837;21.125671;21.882704;20.844909;22.332067;21.138425,13.7109759096;13.7115519959;13.714303853;13.7091201488;13.7089920435;13.7153598536;13.7122238744;13.7113916893;13.7177603263;13.7079042811;13.7096638922;13.710495973;13.7095039356;13.7139517684;13.7133120541;13.7117758486;13.703263754;13.7131838892;13.8712960724;13.7050558571;13.7114878241;13.7066560928;13.7117437813;13.7118076328;13.7096638251;13.7079040948;13.7130560968;13.709824102;13.7061117012;13.7095680404;13.7076478917;13.7116481233;13.7071680967;13.712192269;13.7091196198;13.7112640385;13.7079678942;13.7112959716;13.7076156978;13.7058559079;13.7128000427;13.7138560433;13.7076161001;13.7127037812;13.7121599559;13.7098882589;13.7124479357;13.7105919737;13.7094720099;13.7088958938;13.7103680391;13.7128640581;13.7081918288;13.7069440428;13.7118078563;13.7122559864;13.7110397536;13.7084799428;13.7129277978;13.7088638265;13.7105599139;13.7119037677;13.7140157167;13.7123519201;13.7116480116;13.7108158786
