# FP64; exactly one untimed warmup solve; setup includes representation/storage preparation; solve includes a fresh factorization and primal solve on every repetition.
# All backends receive identical data. Validation and result conversion are untimed.
# CLQR, generalized Riccati, and both Laine implementations also recover duals inside timing. Primal-only backends report no solver-dual KKT measurement.
# Setup+solve includes representation construction and fresh workspace allocation; destruction is excluded.
# Missing dual/kernel measurements are nan, not inferred from other solvers.
# planted_dual_stationarity_inf audits each returned primal with the fixture's known optimal dual, not solver output.
# primal_error and dual_error_inf are absolute infinity-norm errors against the known planted optimum, in original coordinates.
# Samples are individually timed; sample-list columns retain chronological times in ms separated by semicolons. Timing quantiles are unavailable for a single sample.
# min_seconds=1; fixed_repeats=0 (0 means duration-based); each timing phase uses its own budget.
backend,family,N,n,m,mixed_rows,state_rows,seed,status,repeats,setup_ms,median_ms,p10_ms,p90_ms,primal_error,objective,relative_objective_error,kernel_ms,feasibility_inf,stationarity_inf,kkt_inf,setup_solve_ms,planted_dual_stationarity_inf,dual_error_inf,setup_solve_repeats,solve_samples_ms,setup_solve_samples_ms,kernel_samples_ms
clqr_cuda,horizon,16384,8,4,1,2,20260907,ok,112,182.986023,9.007648,8.706117,9.218901,4.30103730409e-11,-7412.35062766,2.34855282765e-17,5.95318404585,8.32778290771e-13,4.8216243706e-09,4.8216243706e-09,43.100333,4.46114417109e-11,1.33543970326e-08,24,10.022914;9.709593;9.214517;9.1485;8.992867;9.067251;8.837659;9.007648;8.734262;8.795858;8.876727;9.189832;8.986124;9.168227;9.174338;9.030353;9.150697;9.066005;9.177065;9.138223;8.970312;9.101751;9.221439;9.07098;8.958502;9.063638;8.850792;8.907474;9.042558;9.066519;9.230962;9.268003;9.2161;9.220781;8.686058;8.706117;8.675924;8.838101;8.854393;8.748277;8.834845;8.818935;8.864909;9.036653;8.993872;8.970456;9.084438;9.04072;9.349178;8.626397;8.666019;8.716621;8.694722;8.748766;8.994887;9.105805;9.019041;9.155746;9.038047;9.150951;9.070677;9.065113;8.973996;9.026518;9.102022;8.980639;9.058252;9.202365;9.118166;9.117474;9.218901;8.966796;8.919334;8.974883;9.22787;8.798409;8.995758;9.05267;8.904365;8.8189;8.710472;8.641927;8.815186;8.940679;8.910066;8.818437;8.50773;8.651102;8.600607;8.710676;9.03705;9.042106;9.0546;8.961895;8.842969;8.822181;8.892343;8.853874;9.138184;9.111138;9.359571;9.442282;9.116973;9.147745;9.174623;9.204245;9.308625;8.712791;8.617951;8.675472;8.900556;8.86476,44.414446;43.198024;44.095472;43.823729;45.355743;42.384811;42.939525;42.347046;44.093699;42.739245;43.280957;43.743626;43.068793;42.05078;43.025724;42.367914;43.732127;41.954705;44.751913;42.204855;43.014078;43.940904;43.100333;42.100827,5.95558413491;5.95171215758;5.9514561221;5.95238414034;5.96096004918;5.95286410674;5.95203202218;5.95033603907;5.9493759498;5.95811209083;5.95097593218;5.95504011959;5.98454415426;5.95654403046;5.9523521699;5.95644811541;5.95270409063;5.95264008269;5.9536960423;5.96118401363;5.95065605268;5.95708814263;5.95888011158;5.95334413275;5.95507212356;5.95401601866;5.95280008018;5.95615992695;5.94707202911;5.95308790356;5.95174407959;5.95510412008;5.95577609539;5.95904009789;5.95763209835;5.95680005103;5.9561281316;5.95945611224;5.95123207942;5.95190411806;5.95488009229;5.95526408404;5.95769610628;5.96192012355;5.95711980388;5.95158410072;5.95328014344;5.95270407572;5.95049605519;5.95036804676;5.94937610626;5.95628816634;5.9494400993;5.95027192682;5.95228797942;5.95254407078;5.95024006069;5.95062417537;5.94918404892;5.95600002632;5.95328007266;5.9566080533;5.95270415023;5.95286404714;5.95494414493;5.95411200449;5.95145614445;5.9580799751;5.9515199475;5.95593605936;5.95385607332;5.95126403123;5.9512321502;5.94979214668;5.94905609637;5.95686407015;5.95056005195;5.94883205742;5.94697604328;5.95318404585;5.95158396289;5.95398393273;5.95110409334;5.95337594673;5.95353594795;5.95036810264;5.94915192947;5.94963190332;5.95308810845;5.95919995755;5.95868808031;5.94860803336;5.95731204003;5.96569614857;5.9494080767;5.95488005131;5.94889608026;5.95097588003;5.96060814708;5.95299203694;5.95740801096;5.95664005354;5.9545921199;5.95139189065;5.95471997559;5.95363213494;5.95318415016;5.95228812844;5.95142413303;5.95078388602;5.9548480697;5.95587204024
