# FP64; exactly one untimed warmup solve; setup includes representation/storage preparation; solve includes a fresh factorization and primal solve on every repetition.
# All backends receive identical data. Validation and result conversion are untimed.
# CLQR, generalized Riccati, and both Laine implementations also recover duals inside timing. Primal-only backends report no solver-dual KKT measurement.
# Setup+solve includes representation construction and fresh workspace allocation; destruction is excluded.
# Missing dual/kernel measurements are nan, not inferred from other solvers.
# planted_dual_stationarity_inf audits each returned primal with the fixture's known optimal dual, not solver output.
# primal_error and dual_error_inf are absolute infinity-norm errors against the known planted optimum, in original coordinates.
# Samples are individually timed; sample-list columns retain chronological times in ms separated by semicolons. Timing quantiles are unavailable for a single sample.
# min_seconds=1; fixed_repeats=0 (0 means duration-based); each timing phase uses its own budget.
backend,family,N,n,m,mixed_rows,state_rows,seed,status,repeats,setup_ms,median_ms,p10_ms,p90_ms,primal_error,objective,relative_objective_error,kernel_ms,feasibility_inf,stationarity_inf,kkt_inf,setup_solve_ms,planted_dual_stationarity_inf,dual_error_inf,setup_solve_repeats,solve_samples_ms,setup_solve_samples_ms,kernel_samples_ms
clqr_cuda,horizon,1024,24,12,3,6,20260907,ok,112,161.084856,8.941642,8.81203,9.058182,4.4285963785e-12,-1399.6518539,1.44602857365e-16,7.68559993431,6.53296861053e-12,3.65726893214e-12,6.53296861053e-12,17.457191,4.60720350759e-12,2.00475608336e-11,57,8.666308;8.740755;9.135873;8.850221;9.005839;9.064004;8.836119;9.071334;9.010516;8.901488;8.941273;8.895798;9.058182;9.017467;9.018062;8.959452;8.792495;8.894045;8.883097;8.607719;8.87637;8.856201;9.041767;8.969574;9.023549;8.862369;8.981582;8.88036;9.054483;9.590728;8.880044;8.71944;8.675489;8.719357;8.771931;8.992918;9.027808;8.974887;9.066331;9.057569;8.976279;8.93933;8.980552;8.968946;8.917009;8.974904;8.982117;8.97338;8.92459;8.747836;8.831716;8.967318;8.937043;8.97621;8.970706;8.94358;8.980703;8.873198;8.944393;8.892054;8.903697;8.92797;8.904182;8.906796;8.984071;9.014879;8.819397;8.91188;8.951084;8.848866;8.972864;8.873941;9.00648;8.922924;8.911485;8.911557;8.865183;8.941642;8.845902;8.923456;8.926122;8.957204;8.999218;8.991593;8.976695;8.916866;8.882319;8.9161;8.909165;8.938422;8.934226;8.951919;8.925753;9.007074;8.928844;9.011399;8.974981;9.068594;9.107566;9.045196;9.098585;9.060828;9.020796;9.105204;9.07671;8.956346;8.81203;8.923195;8.947864;8.818976;8.718099;8.736846,17.569232;17.116089;17.612683;17.241449;18.517284;16.883782;17.873405;17.08019;17.035099;16.38918;17.38485;16.918375;17.845733;17.051417;16.970673;16.771595;17.922525;17.376016;18.206319;17.059131;17.647201;17.457191;17.387421;17.728954;17.912952;16.697045;17.976304;18.057595;17.673977;18.878918;19.435285;16.52968;17.372491;16.918716;18.014749;16.952824;17.311469;17.122345;17.478117;17.034038;17.616223;16.968458;17.56104;18.581171;18.375579;17.090736;17.612196;16.882073;17.49022;16.880108;20.030206;18.491034;17.372433;17.043006;17.559776;17.708749;18.919371,7.68822405115;7.69270387664;7.6788478978;7.65068809316;7.68191997521;7.68550394103;7.6809601523;7.68745622411;7.69296005741;7.6771518942;7.67839996144;7.6808959581;7.68761593476;7.68918421492;7.68512019143;7.64879987016;7.68934391811;7.69094407931;7.68262398615;7.67903986201;7.67782381549;7.68432008103;7.6885119956;7.68857594952;7.67750417814;7.68559993431;7.68435190246;7.68742416427;7.67664003;7.69609590247;7.69097584859;7.69062412903;7.68345585279;7.6819201149;7.68844820186;7.69708819315;7.68543997034;7.6899199672;7.68950417265;7.68211195245;7.68880001828;7.68028782681;7.69264015183;7.70160006359;7.68614393845;7.68201620504;7.68876781687;7.68982395157;7.69017616473;7.68633617088;7.68588802591;7.68726414815;7.64723183773;7.67811185494;7.69225593284;7.67721622065;7.68227210268;7.68975986168;7.68716793135;7.68502412364;7.68134395592;7.67260793969;7.68467177078;7.6444479432;7.69545589015;7.69120011851;7.68720003031;7.67913590744;7.68860824779;7.68748800829;7.67663997039;7.67859191075;7.68940800056;7.6932159327;7.69411187991;7.69014390931;7.6814721562;7.67875197344;7.68572798744;7.68403181247;7.68080023304;7.68553593382;7.69164795801;7.68860795721;7.6828798838;7.68457595631;7.68880011514;7.68191985413;7.6854720097;7.68502421305;7.69174380973;7.68300791457;7.69459206983;7.68131172284;7.6824318599;7.68835225329;7.69110408798;7.68191973493;7.68115219846;7.68556800112;7.6865282543;7.68742405437;7.68969590589;7.68230399862;7.69516790286;7.68851192668;7.68691213056;7.68441580608;7.69097607955;7.68255994841;7.67798424885;7.68262398802
