# FP64; exactly one untimed warmup solve; setup includes representation/storage preparation; solve includes a fresh factorization and primal solve on every repetition.
# All backends receive identical data. Validation and result conversion are untimed.
# CLQR, generalized Riccati, and both Laine implementations also recover duals inside timing. Primal-only backends report no solver-dual KKT measurement.
# Setup+solve includes representation construction and fresh workspace allocation; destruction is excluded.
# Missing dual/kernel measurements are nan, not inferred from other solvers.
# planted_dual_stationarity_inf audits each returned primal with the fixture's known optimal dual, not solver output.
# primal_error and dual_error_inf are absolute infinity-norm errors against the known planted optimum, in original coordinates.
# Samples are individually timed; sample-list columns retain chronological times in ms separated by semicolons. Timing quantiles are unavailable for a single sample.
# min_seconds=1; fixed_repeats=0 (0 means duration-based); each timing phase uses its own budget.
backend,family,N,n,m,mixed_rows,state_rows,seed,status,repeats,setup_ms,median_ms,p10_ms,p90_ms,primal_error,objective,relative_objective_error,kernel_ms,feasibility_inf,stationarity_inf,kkt_inf,setup_solve_ms,planted_dual_stationarity_inf,dual_error_inf,setup_solve_repeats,solve_samples_ms,setup_solve_samples_ms,kernel_samples_ms
clqr_cuda,horizon,16384,16,8,2,4,20260907,ok,34,246.884223,30.199377,29.542079,30.636368,2.58917332019e-11,-14868.5766658,1.18873184363e-16,20.443999581,5.57920376565e-12,8.17496143696e-10,8.17496143696e-10,111.616618,2.67005029198e-11,7.03636843236e-10,9,30.424187;31.194509;30.529343;30.511541;30.614029;30.636368;30.551294;30.262608;30.289396;31.114;31.173855;29.652759;29.967326;30.314899;30.372172;29.393026;30.061873;30.135044;30.494075;29.703347;29.292463;29.675878;29.280381;29.542079;29.973544;29.800757;30.282252;30.235764;30.127313;30.04292;30.188644;29.972238;30.199377;29.820428,117.692865;114.457822;118.919824;103.978665;110.433521;111.616618;110.551147;111.231676;115.603523,20.441504173;20.4535356238;20.4477444068;20.4303038195;20.4479039237;20.438911967;20.436319679;20.4415998831;20.432160221;20.4493122846;20.4425594509;20.441279836;20.443999581;20.4385277778;20.4340157583;20.4277121127;20.4455674589;20.439840056;20.4552320614;20.446687445;20.4472637549;20.4328322262;20.44105611;20.4541119114;20.4279357344;20.4261759222;20.457376197;20.4394240379;20.448832266;20.446271956;20.448191613;20.4490239918;20.4495358914;20.4448002428
