# FP64; exactly one untimed warmup solve; setup includes representation/storage preparation; solve includes a fresh factorization and primal solve on every repetition.
# All backends receive identical data. Validation and result conversion are untimed.
# CLQR, generalized Riccati, and both Laine implementations also recover duals inside timing. Primal-only backends report no solver-dual KKT measurement.
# Setup+solve includes representation construction and fresh workspace allocation; destruction is excluded.
# Missing dual/kernel measurements are nan, not inferred from other solvers.
# planted_dual_stationarity_inf audits each returned primal with the fixture's known optimal dual, not solver output.
# primal_error and dual_error_inf are absolute infinity-norm errors against the known planted optimum, in original coordinates.
# Samples are individually timed; sample-list columns retain chronological times in ms separated by semicolons. Timing quantiles are unavailable for a single sample.
# min_seconds=1; fixed_repeats=0 (0 means duration-based); each timing phase uses its own budget.
backend,family,N,n,m,mixed_rows,state_rows,seed,status,repeats,setup_ms,median_ms,p10_ms,p90_ms,primal_error,objective,relative_objective_error,kernel_ms,feasibility_inf,stationarity_inf,kkt_inf,setup_solve_ms,planted_dual_stationarity_inf,dual_error_inf,setup_solve_repeats,solve_samples_ms,setup_solve_samples_ms,kernel_samples_ms
clqr_cuda,horizon,2048,16,8,2,4,20260907,ok,176,162.83002,5.678031,5.466568,5.988455,6.35380636993e-13,-1867.91770092,5.17096674521e-18,4.4518080391,4.72011318919e-13,1.02772096389e-11,1.02772096389e-11,15.774346,6.52089493514e-13,1.26442190052e-11,64,5.969203;5.902076;6.027393;6.015973;6.063353;5.831999;5.815096;5.795445;5.659725;5.722927;5.724242;5.780267;5.715453;5.732531;5.743167;5.660955;5.7341;5.714456;5.671902;5.728507;5.804345;5.760281;5.695599;5.780747;5.786977;5.715187;5.677096;5.653613;5.628138;5.659724;5.645529;5.664537;5.671892;5.674499;5.62771;5.664643;5.666655;5.7493;5.729748;5.735058;5.678031;5.760922;5.661161;5.720143;5.697018;5.646187;5.647156;5.637607;5.75051;5.761521;5.842849;5.808721;5.881548;5.824707;5.698785;5.679006;5.873571;5.786266;5.740082;5.711731;5.738964;5.734895;5.746127;5.803458;5.723876;5.821228;5.734358;5.768511;5.778875;5.786689;5.69338;5.392425;5.436463;5.555914;5.475699;5.660438;5.450767;5.544771;5.62189;5.70892;5.611091;5.879945;5.932768;6.003037;5.932915;5.508393;5.469298;5.606232;5.519485;5.466184;5.881167;5.813959;6.057901;6.772077;5.817055;6.124732;5.684468;5.454826;5.444636;5.40831;5.678556;5.472685;5.499278;5.509973;5.553714;5.415252;6.080893;6.143075;5.494098;5.45165;5.464296;5.508133;5.679502;5.526089;5.523624;5.557628;5.493349;5.470144;5.522824;5.496275;5.528782;5.455987;5.723224;5.572041;5.54622;5.463027;5.476211;5.489973;5.487844;5.575824;5.548545;5.733201;5.46596;5.491017;5.58413;5.567852;5.491308;5.473656;5.578521;5.497589;5.466568;5.45856;5.448619;5.504344;5.526982;5.719349;5.573048;5.742486;5.478263;5.767287;5.618106;5.541098;5.608236;6.333533;5.763824;6.339987;6.043591;5.5217;5.458505;5.414237;5.590782;5.522111;5.501891;5.478346;5.527994;5.512259;5.743296;6.112153;6.236945;6.174911;5.984343;5.711775;6.308387;5.988455;5.940478;6.047521,16.010278;16.089881;15.213348;15.48958;15.443106;15.783326;16.13754;15.96174;16.625466;15.672924;16.023856;15.912955;16.146094;16.09654;16.241763;16.142263;16.001136;15.774346;16.047262;15.992562;15.925201;16.099331;15.940209;16.240009;16.390918;16.171311;15.63304;15.135544;15.166929;15.499324;15.817255;16.381533;16.089059;15.604282;15.769192;15.988721;15.801018;15.435197;15.100014;15.780441;15.552974;15.578883;15.363253;15.176371;15.145067;15.183449;15.483226;14.984599;15.425439;15.255159;18.027316;15.802903;15.111537;15.244018;16.624088;15.653288;15.638452;15.299686;15.433072;15.348289;16.168256;15.581703;15.242518;15.123765,4.45116806403;4.45129600726;4.45091197267;4.45088006184;4.44982404634;4.4537919946;4.45235193335;4.452767957;4.45420805924;4.44665605202;4.45110407099;4.44815997407;4.44668800011;4.45225608721;4.44966406748;4.45100795291;4.4472640194;4.45116801374;4.45283206925;4.45168006979;4.45030398481;4.44940799847;4.45763200894;4.45008001849;4.45401595347;4.45398401842;4.45289590023;4.45638402924;4.45190413669;4.4518721085;4.45289605483;4.44992000982;4.45622396842;4.45171210729;4.45078407787;4.45286400989;4.45270393416;4.45424009487;4.45366400853;4.45251202397;4.45292806253;4.45343995467;4.44751999341;4.45238398388;4.4512959253;4.45756812766;4.45945589058;4.45584000275;4.45068798587;4.45174411312;4.45452803001;4.44665588997;4.45142399892;4.45542413369;4.45251205191;4.45436792448;4.45017611608;4.44665597193;4.44982403144;4.45177593455;4.44537595287;4.45321587101;4.45001587644;4.45091202483;4.44979202561;4.45331207477;4.45209598914;4.44854399376;4.44819206372;4.45110397413;4.44745599851;4.44950412773;4.4487359859;4.45110410266;4.45142402872;4.45244804397;4.45708804205;4.45353592746;4.45164800808;4.45232001506;4.45443213359;4.45104000345;4.44985605404;4.45334393904;4.45206394605;4.4495360814;4.44988795742;4.45257613435;4.45433587395;4.45292801037;4.45792010799;4.45568000898;4.45542382821;4.45071997307;4.45321606658;4.45414406434;4.45395195857;4.45270405523;4.44896009192;4.44915209524;4.45350401662;4.45318400487;4.44844807312;4.45542405173;4.45315194689;4.45766388997;4.45376012847;4.44934399053;4.45027200505;4.45292806998;4.45286399499;4.45283200219;4.45027204975;4.44793607853;4.45414410159;4.44879998825;4.44937606528;4.45424007438;4.45043208078;4.45459203236;4.44819210283;4.45151996426;4.44972788915;4.4497599639;4.45228802785;4.45276801661;4.45315199718;4.44876807556;4.45043202117;4.4497919865;4.45097598061;4.44620808028;4.45113595203;4.44838409685;4.44998395815;4.44960005209;4.44953604601;4.45199994557;4.45071996562;4.45427208021;4.45100786351;4.45289602503;4.44956801645;4.45305594429;4.44899184071;4.45164810494;4.45228805766;4.45039999112;4.45206405595;4.45183988288;4.44950397685;4.4510400705;4.45350394025;4.4526080247;4.45023989305;4.45264006034;4.4518080391;4.44844808243;4.45183997229;4.45478407666;4.4522238113;4.44982396439;4.45580789819;4.45107189938;4.44972814992;4.4535679929;4.45151999965;4.45417590812;4.45203205571;4.45305599645;4.46911995485;4.45296002552;4.45519999787;4.44927994721;4.45846394077;4.45030404441
