# FP64; exactly one untimed warmup solve; setup includes representation/storage preparation; solve includes a fresh factorization and primal solve on every repetition.
# All backends receive identical data. Validation and result conversion are untimed.
# CLQR, generalized Riccati, and both Laine implementations also recover duals inside timing. Primal-only backends report no solver-dual KKT measurement.
# Setup+solve includes representation construction and fresh workspace allocation; destruction is excluded.
# Missing dual/kernel measurements are nan, not inferred from other solvers.
# planted_dual_stationarity_inf audits each returned primal with the fixture's known optimal dual, not solver output.
# primal_error and dual_error_inf are absolute infinity-norm errors against the known planted optimum, in original coordinates.
# Samples are individually timed; sample-list columns retain chronological times in ms separated by semicolons. Timing quantiles are unavailable for a single sample.
# min_seconds=1; fixed_repeats=0 (0 means duration-based); each timing phase uses its own budget.
backend,family,N,n,m,mixed_rows,state_rows,seed,status,repeats,setup_ms,median_ms,p10_ms,p90_ms,primal_error,objective,relative_objective_error,kernel_ms,feasibility_inf,stationarity_inf,kkt_inf,setup_solve_ms,planted_dual_stationarity_inf,dual_error_inf,setup_solve_repeats,solve_samples_ms,setup_solve_samples_ms,kernel_samples_ms
clqr_cuda,horizon,512,32,16,4,8,20260907,ok,111,161.357745,8.994173,8.898795,9.169695,1.81110682007e-12,-939.59122323,1.23743286846e-15,7.74492806382,3.17804116357e-12,6.81066314456e-13,3.17804116357e-12,15.845576,1.86690246595e-12,8.37245550667e-12,62,9.154758;9.02376;9.098928;8.997092;9.068969;8.921124;9.095027;9.116001;9.003676;8.919736;8.994173;8.968324;8.996025;8.928561;8.964122;9.009572;9.050776;8.863317;8.993035;8.904478;8.993361;8.91629;9.061889;8.915214;8.986879;8.939629;8.972283;8.931208;8.973399;9.001805;8.964245;8.910295;9.104691;8.963579;9.15352;9.0515;9.249445;8.984409;8.977246;9.051265;9.220792;8.83274;8.772805;8.763495;8.876415;8.898795;8.999013;8.961896;9.037632;8.982602;9.073485;9.236726;9.354546;9.17553;9.194953;9.03257;9.041679;9.02761;9.242382;8.976773;9.220169;9.136355;9.213775;9.079242;8.962846;8.997055;9.043032;8.811636;9.093644;8.663187;8.937673;8.92667;9.279327;8.984678;9.151271;8.921644;9.029906;8.891966;8.980981;8.868556;9.121294;9.018006;8.987515;9.09859;9.111831;8.957069;9.023066;8.92784;9.031123;9.028315;8.967304;8.917325;9.076521;8.859619;8.960967;8.919055;8.989973;9.036901;9.010985;8.895228;9.169695;9.026215;9.180321;8.93712;9.009394;8.908131;8.975054;8.901854;8.957479;8.950879;9.000854,15.978971;15.705475;15.587746;17.070986;15.900507;15.563477;15.604903;15.845576;17.023708;16.440288;15.508038;15.585027;15.565135;15.701357;15.927777;15.559872;15.758626;16.1536;15.605555;15.59818;16.043575;18.21763;16.194911;15.762167;15.751766;16.189504;15.910283;15.99263;16.006108;16.545929;15.705423;15.714963;15.917659;15.994207;16.259426;15.691629;15.511764;15.619763;15.67325;15.886387;15.632685;15.515294;15.806201;16.327213;15.7781;15.595835;17.967461;18.145746;18.00269;17.42654;17.167176;16.971727;17.807629;18.023304;15.536742;15.260843;15.472057;15.582619;15.691997;15.733127;17.154222;16.590783,7.74710377492;7.74687980302;7.74982393719;7.74947207607;7.7409599591;7.74387189932;7.73436776735;7.74639976956;7.7496000696;7.74668795802;7.74508790113;7.74588806368;7.74713572301;7.74224022217;7.74006381072;7.74492806382;7.74684795924;7.74771192856;7.74188798852;7.74076825567;7.74771218188;7.74156793393;7.74886394478;7.74387216754;7.74620773084;7.74403203465;7.74051197059;7.74534397013;7.74537605233;7.74396769889;7.74841614999;7.74886413105;7.74339191802;7.73907207139;7.7417600099;7.7411196623;7.89487986453;7.7453441862;7.73894396611;7.74204802699;7.74540792592;7.74326400645;7.7414076943;7.74486408569;7.74969600327;7.74540806003;7.74697603472;7.74480007775;7.74028790183;7.74671992101;7.74291200377;7.74387208559;7.74057590403;7.74598401226;7.74265580066;7.74550416507;7.74223984964;7.74675198831;7.74912002869;7.74563192017;7.74764807709;7.74739174731;7.74905592389;7.74892807193;7.74393599667;7.74336007424;7.74256020971;7.74534383602;7.74256008305;7.74076798744;7.74508803524;7.74966400303;7.74323183484;7.7407679949;7.74771210738;7.74166402407;7.74396808632;7.74607983418;7.74208028801;7.74729568698;7.7433281038;7.74268799461;7.73475185968;7.74521587975;7.74121570028;7.742560165;7.74451205321;7.74751974083;7.74899187125;7.74041607417;7.74256011285;7.74505587108;7.74799998291;7.74534398504;7.7471041102;7.74262377061;7.74886375852;7.74336007424;7.7483200375;7.74457598664;7.74511996098;7.73919998296;7.74511975236;7.74137588777;7.74496003427;7.73977598734;7.74153597839;7.74691202678;7.74236825295;7.74595217593;7.74022393115
