# FP64; exactly one untimed warmup solve; setup includes representation/storage preparation; solve includes a fresh factorization and primal solve on every repetition.
# All backends receive identical data. Validation and result conversion are untimed.
# CLQR, generalized Riccati, and both Laine implementations also recover duals inside timing. Primal-only backends report no solver-dual KKT measurement.
# Setup+solve includes representation construction and fresh workspace allocation; destruction is excluded.
# Missing dual/kernel measurements are nan, not inferred from other solvers.
# planted_dual_stationarity_inf audits each returned primal with the fixture's known optimal dual, not solver output.
# primal_error and dual_error_inf are absolute infinity-norm errors against the known planted optimum, in original coordinates.
# Samples are individually timed; sample-list columns retain chronological times in ms separated by semicolons. Timing quantiles are unavailable for a single sample.
# min_seconds=1; fixed_repeats=0 (0 means duration-based); each timing phase uses its own budget.
backend,family,N,n,m,mixed_rows,state_rows,seed,status,repeats,setup_ms,median_ms,p10_ms,p90_ms,primal_error,objective,relative_objective_error,kernel_ms,feasibility_inf,stationarity_inf,kkt_inf,setup_solve_ms,planted_dual_stationarity_inf,dual_error_inf,setup_solve_repeats,solve_samples_ms,setup_solve_samples_ms,kernel_samples_ms
clqr_cuda,horizon,4096,16,8,2,4,20260907,ok,110,176.360927,9.119943,8.934345,9.314614,1.72130365517e-12,-3731.14782854,1.02954153567e-17,6.78927993961,4.98476260269e-13,4.52704124188e-11,4.52704124188e-11,32.047223,1.78829173691e-12,9.37721011951e-11,32,9.388226;9.276784;9.508491;9.043353;9.460676;10.142773;9.070169;9.330181;8.970735;8.937024;8.943818;9.05394;9.093245;9.266886;9.160096;9.135643;9.224162;9.243891;9.323224;9.224632;9.314614;9.298333;9.141316;9.099555;9.097368;9.123269;9.146451;9.279611;9.347493;9.303686;9.267425;9.258546;9.248747;9.286472;9.13381;9.268516;9.268733;9.253343;9.205566;9.064022;9.226187;9.189168;9.035335;9.177209;9.226079;9.275283;9.357738;9.348171;9.233686;9.229266;9.479675;9.273437;9.019621;8.965137;9.021612;8.860496;8.619657;9.164606;9.029477;8.765871;8.831455;8.819461;8.755349;8.947534;9.107414;9.252355;9.024369;9.007724;9.116712;8.933052;9.057789;8.934345;8.884307;9.129306;9.243133;9.022113;9.096273;9.082048;9.142754;9.119943;9.227707;9.229737;9.20654;9.118909;9.079624;9.191826;9.19078;9.102837;8.999046;8.995115;9.050827;9.081181;9.100317;9.227903;9.144464;9.101777;8.976356;9.221826;9.018305;8.95931;8.963896;8.869252;9.053814;8.906382;8.98971;8.896058;8.948344;9.110907;8.990209;9.078694,31.218194;31.758747;31.892208;32.123262;31.802632;32.102307;31.91492;32.058414;31.922328;31.969417;31.994918;32.316737;31.943738;33.672262;32.724764;32.457479;32.299367;32.55747;32.349418;32.369377;32.08322;32.047223;31.677286;32.038322;32.431016;31.988851;32.241287;31.851064;33.616944;31.892191;31.72884;31.796615,6.80857606418;6.78601592965;6.79353610612;6.77196808346;6.78665602393;6.77814404108;6.78304004855;6.79785606451;6.78969587572;6.7900799904;6.78719996847;6.7916480843;6.77190396376;6.79107207432;6.80009588227;6.78515188023;6.79635209776;6.78927993961;6.77513600513;6.76854407229;6.80124814436;6.78400012292;6.78460802324;6.79974410869;6.79683184065;6.78246400692;6.78195204772;6.80291193165;6.78508799709;6.80079999752;6.79443201609;6.7880318556;6.78412801959;6.78755192645;6.79334413633;6.77008000948;6.80099196918;6.78345604427;6.78339191712;6.80147187039;6.7979519479;6.79910385795;6.77110383846;6.77001609839;6.79513610341;6.80067192949;6.78358397819;6.79580791481;6.78748797998;6.79689609446;6.81564800628;6.78566393442;6.8059199322;6.77187205292;6.80115203001;6.79801594652;6.79113616236;6.77033592202;6.7944321204;6.78636793979;6.78627200052;6.78384015895;6.78518399969;6.79593590833;6.79180806503;6.78947210498;6.80128013529;6.78767991252;6.76947195269;6.78092795983;6.77036803402;6.8021439556;6.78428805806;6.77084798738;6.8049921263;6.80095990375;6.7996158544;6.76451198198;6.79407991655;6.80182387866;6.78150401451;6.7886720039;6.79155190662;6.80294407532;6.80009591207;6.7784960065;6.80771210231;6.80176007934;6.78726393916;6.79459192045;6.78652801551;6.78543991037;6.78243208863;6.80127988942;6.78441605903;6.80003211834;6.79721612111;6.77264002897;6.79811210372;6.7818559967;6.78483192809;6.7692800425;6.79936014302;6.80495993979;6.80115194246;6.78553602286;6.78515199944;6.78972802497;6.76435201056;6.78134387173
