# FP64; exactly one untimed warmup solve; setup includes representation/storage preparation; solve includes a fresh factorization and primal solve on every repetition.
# All backends receive identical data. Validation and result conversion are untimed.
# CLQR, generalized Riccati, and both Laine implementations also recover duals inside timing. Primal-only backends report no solver-dual KKT measurement.
# Setup+solve includes representation construction and fresh workspace allocation; destruction is excluded.
# Missing dual/kernel measurements are nan, not inferred from other solvers.
# planted_dual_stationarity_inf audits each returned primal with the fixture's known optimal dual, not solver output.
# primal_error and dual_error_inf are absolute infinity-norm errors against the known planted optimum, in original coordinates.
# Samples are individually timed; sample-list columns retain chronological times in ms separated by semicolons. Timing quantiles are unavailable for a single sample.
# min_seconds=1; fixed_repeats=0 (0 means duration-based); each timing phase uses its own budget.
backend,family,N,n,m,mixed_rows,state_rows,seed,status,repeats,setup_ms,median_ms,p10_ms,p90_ms,primal_error,objective,relative_objective_error,kernel_ms,feasibility_inf,stationarity_inf,kkt_inf,setup_solve_ms,planted_dual_stationarity_inf,dual_error_inf,setup_solve_repeats,solve_samples_ms,setup_solve_samples_ms,kernel_samples_ms
clqr_cuda,horizon,4096,32,16,4,8,20260907,ok,28,208.091685,35.7211,35.488274,36.074158,2.78215922522e-11,-7392.62301285,6.34359691799e-17,28.2523836419,4.44525527499e-11,5.2849113974e-12,4.44525527499e-11,94.371747,2.9131218271e-11,2.76944134292e-10,11,35.777764;36.076638;36.074158;36.052173;35.89302;36.151006;35.842892;35.864105;35.772956;35.817265;35.933296;35.973705;35.7211;35.535481;35.4589;35.504198;35.781188;35.488274;35.611951;35.719758;35.555764;35.491792;35.536749;35.531913;35.522502;35.665539;35.684363;35.48166,95.01364;90.147602;95.960221;88.835773;96.465191;88.927038;94.371747;90.067736;97.299033;88.431134;97.349798,28.1553274468;28.2421435714;28.2555200793;28.2563520968;28.2447683141;28.2441920862;28.2457916737;28.2447994649;28.2712634131;28.2500797436;28.2488317341;28.2622080296;28.2381119579;28.2554876059;28.2545922697;28.2455686182;28.2728319988;28.2626242787;28.2615674585;28.2437119707;28.2431680784;28.2195832282;28.2711683363;28.2523836419;28.2605443597;28.257983461;28.2637756914;28.239840351
