# FP64; exactly one untimed warmup solve; setup includes representation/storage preparation; solve includes a fresh factorization and primal solve on every repetition.
# All backends receive identical data. Validation and result conversion are untimed.
# CLQR, generalized Riccati, and both Laine implementations also recover duals inside timing. Primal-only backends report no solver-dual KKT measurement.
# Setup+solve includes representation construction and fresh workspace allocation; destruction is excluded.
# Missing dual/kernel measurements are nan, not inferred from other solvers.
# planted_dual_stationarity_inf audits each returned primal with the fixture's known optimal dual, not solver output.
# primal_error and dual_error_inf are absolute infinity-norm errors against the known planted optimum, in original coordinates.
# Samples are individually timed; sample-list columns retain chronological times in ms separated by semicolons. Timing quantiles are unavailable for a single sample.
# min_seconds=1; fixed_repeats=0 (0 means duration-based); each timing phase uses its own budget.
backend,family,N,n,m,mixed_rows,state_rows,seed,status,repeats,setup_ms,median_ms,p10_ms,p90_ms,primal_error,objective,relative_objective_error,kernel_ms,feasibility_inf,stationarity_inf,kkt_inf,setup_solve_ms,planted_dual_stationarity_inf,dual_error_inf,setup_solve_repeats,solve_samples_ms,setup_solve_samples_ms,kernel_samples_ms
clqr_cuda,horizon,2048,48,24,6,12,20260907,ok,19,212.585707,52.700056,52.563505,52.996436,1.6948525916e-11,-5526.1190692,1.72392263185e-15,43.9804483838,2.36748398663e-11,1.30349897542e-11,2.36748398663e-11,126.092666,1.7450818568e-11,1.58534230014e-10,9,52.700056;52.618428;52.675158;52.630537;52.911758;52.72761;52.563505;52.569883;52.591715;52.786586;53.035825;52.996436;52.981586;52.691851;52.401307;52.591717;52.812813;52.777287;52.87237,127.616635;124.587596;130.960328;113.152438;126.092666;127.409844;126.277578;113.674002;122.729658,43.9888002984;43.9728636332;44.0056960545;43.9716478474;43.9963844009;43.9849920385;43.9979512505;43.9744947962;43.9833935797;43.9742394201;43.9677106179;43.966591388;43.9732156694;43.9901423268;43.9820804931;43.970688682;43.9949115217;43.9804483838;43.968768131
