# FP64; exactly one untimed warmup solve; setup includes representation/storage preparation; solve includes a fresh factorization and primal solve on every repetition.
# All backends receive identical data. Validation and result conversion are untimed.
# CLQR, generalized Riccati, and both Laine implementations also recover duals inside timing. Primal-only backends report no solver-dual KKT measurement.
# Setup+solve includes representation construction and fresh workspace allocation; destruction is excluded.
# Missing dual/kernel measurements are nan, not inferred from other solvers.
# planted_dual_stationarity_inf audits each returned primal with the fixture's known optimal dual, not solver output.
# primal_error and dual_error_inf are absolute infinity-norm errors against the known planted optimum, in original coordinates.
# Samples are individually timed; sample-list columns retain chronological times in ms separated by semicolons. Timing quantiles are unavailable for a single sample.
# min_seconds=1; fixed_repeats=0 (0 means duration-based); each timing phase uses its own budget.
backend,family,N,n,m,mixed_rows,state_rows,seed,status,repeats,setup_ms,median_ms,p10_ms,p90_ms,primal_error,objective,relative_objective_error,kernel_ms,feasibility_inf,stationarity_inf,kkt_inf,setup_solve_ms,planted_dual_stationarity_inf,dual_error_inf,setup_solve_repeats,solve_samples_ms,setup_solve_samples_ms,kernel_samples_ms
clqr_cuda,horizon,256,32,16,4,8,20260907,ok,137,156.39135,7.288225,7.278246,7.310434,1.10716991131e-13,-467.248966153,1.27358129029e-16,6.46576003265,1.08302256052e-13,1.17247878073e-12,1.17247878073e-12,10.139257,1.14352971536e-13,2.10018114011e-12,97,7.334045;7.283901;7.295841;7.285521;7.271684;7.288892;7.293333;7.284924;7.280435;7.288321;7.283796;7.279456;7.287437;7.299251;7.298428;7.295489;7.28768;7.314154;7.430908;7.288672;7.296189;7.279363;7.287511;7.279432;7.279947;7.287469;7.270917;7.279488;7.294744;7.297894;7.290378;7.293757;7.274932;7.28707;7.296569;7.280195;7.298144;7.288225;7.291831;7.278257;7.28647;7.304271;7.277974;7.284413;7.290672;7.284131;7.281466;7.293825;7.285686;7.289151;7.289791;7.306087;7.280283;7.289726;7.30094;7.2948;7.53202;7.346807;7.287896;7.273363;7.287845;7.288124;7.310434;7.425991;7.283633;7.278304;7.281124;7.278246;7.322845;7.416765;7.2923;7.279845;7.279878;7.304596;7.290929;7.299366;7.285897;7.282701;7.265041;7.292075;7.289396;7.284153;7.289219;7.292721;7.286925;7.290976;7.294586;7.292126;7.28919;7.29507;7.296588;7.28791;7.292749;7.316442;7.291935;7.392479;7.576365;7.587886;7.289204;7.27363;7.281184;7.295342;7.283876;7.277923;7.253132;7.265804;7.284092;7.286606;7.278573;7.284919;7.29128;7.279053;7.294969;7.287465;7.300103;7.283224;7.296436;7.283037;7.308432;7.303092;7.287467;7.287028;7.290518;7.289495;7.300031;7.276728;7.287893;7.285828;7.277799;7.252668;7.424282;7.301126;7.279899;7.284286;7.279729;7.293459;7.285161,10.632941;10.863943;10.156575;10.03488;10.049967;10.048564;10.095769;10.113909;10.012681;10.60542;10.097847;10.189739;10.040919;10.086483;10.883882;10.143055;10.08615;10.039123;10.111298;10.122729;10.139257;10.047918;10.009197;10.039283;10.063769;10.025938;10.045813;9.987541;10.056277;10.025874;10.04401;10.000153;10.181303;10.044511;10.03059;9.987314;10.338173;10.202267;10.614549;10.231134;10.038409;10.029941;10.233715;10.373037;10.779121;11.286601;11.459096;11.420544;11.376413;11.446675;11.261285;11.426821;11.6517;11.562142;11.352772;11.346933;11.179768;10.211212;11.013129;10.413408;10.050843;10.200514;10.360477;11.504342;11.262142;10.403692;10.282831;10.305539;10.176527;10.020445;10.09909;10.091702;10.372309;10.131905;10.05409;10.168277;10.03894;10.091759;10.316381;10.023203;10.172754;10.231475;10.149756;10.073332;10.140512;10.041231;10.545265;10.075929;10.070172;10.045929;10.052291;10.236579;10.074968;10.219089;10.032414;10.057903;10.001199,6.46611195337;6.46534408163;6.46700802725;6.46428799164;6.46467206907;6.4632641403;6.46371180099;6.46787201893;6.46147215646;6.46486407798;6.46166416537;6.46406386327;6.4629439963;6.46668794286;6.46515201312;6.46515202057;6.46595211606;6.46777597349;6.46441612672;6.46521608066;6.46396778058;6.46160000097;6.46675217431;6.46681588423;6.46390395891;6.46665595751;6.46918395441;6.46326381247;6.46630399209;6.46764788311;6.46719993185;6.46195221972;6.46796805691;6.46406401973;6.46390380245;6.46835200023;6.47056000959;6.46723219287;6.4639680041;6.46406379621;6.46329600643;6.46355207544;6.4671998946;6.46678407025;6.46575990599;6.46576003265;6.46963200253;6.46438408177;6.46662403177;6.46304008644;6.46588795912;6.46515194606;6.4662399767;6.46726398449;6.46387198847;6.46665592771;6.46297616791;6.46771196555;6.47033600789;6.46400000434;6.46316790115;6.46246410441;6.46188804787;6.46630403679;6.47094392311;6.4644480003;6.46588803362;6.4677439807;6.4629118545;6.46368005406;6.46748791914;6.46816014778;6.46921614092;6.46617593151;6.46422387194;6.46409605723;6.46479986887;6.46335998457;6.46323203575;6.4666558532;6.46540794056;6.46428778302;6.46518417727;6.46470404696;6.46640000027;6.4666878311;6.46703998279;6.46287986171;6.46489591431;6.46339179855;6.46307201218;6.46198394429;6.46614393871;6.46710381936;6.46556807589;6.46825592499;6.46703992318;6.46358385216;6.46035197657;6.46937595587;6.46652783733;6.46816012543;6.46614414733;6.47123211157;6.46601590794;6.46585591417;6.46182409953;6.46857601684;6.46607995313;6.46767995786;6.4671999542;6.46748800855;6.46636795532;6.46841603052;6.46697604936;6.46633591782;6.46604799759;6.47116796952;6.46745600831;6.46409587841;6.46627202909;6.46675204765;6.46828807425;6.46672006976;6.46393598896;6.46006393712;6.46364797186;6.46688013803;6.46435217094;6.46496004891;6.46291205566;6.46505611669;6.46387212258;6.46521608811;6.46732798498;6.4652481107;6.46332806628
