# FP64; exactly one untimed warmup solve; setup includes representation/storage preparation; solve includes a fresh factorization and primal solve on every repetition.
# All backends receive identical data. Validation and result conversion are untimed.
# CLQR, generalized Riccati, and both Laine implementations also recover duals inside timing. Primal-only backends report no solver-dual KKT measurement.
# Setup+solve includes representation construction and fresh workspace allocation; destruction is excluded.
# Missing dual/kernel measurements are nan, not inferred from other solvers.
# planted_dual_stationarity_inf audits each returned primal with the fixture's known optimal dual, not solver output.
# primal_error and dual_error_inf are absolute infinity-norm errors against the known planted optimum, in original coordinates.
# Samples are individually timed; sample-list columns retain chronological times in ms separated by semicolons. Timing quantiles are unavailable for a single sample.
# min_seconds=1; fixed_repeats=0 (0 means duration-based); each timing phase uses its own budget.
backend,family,N,n,m,mixed_rows,state_rows,seed,status,repeats,setup_ms,median_ms,p10_ms,p90_ms,primal_error,objective,relative_objective_error,kernel_ms,feasibility_inf,stationarity_inf,kkt_inf,setup_solve_ms,planted_dual_stationarity_inf,dual_error_inf,setup_solve_repeats,solve_samples_ms,setup_solve_samples_ms,kernel_samples_ms
clqr_cuda,horizon,512,24,12,3,6,20260907,ok,161,158.57191,6.208395,6.104309,6.365529,1.87294624254e-13,-686.402056473,5.57212538011e-17,5.40454381891,2.00894856306e-13,2.5993096564e-12,2.5993096564e-12,10.444669,1.92262872289e-13,2.23841778446e-12,95,6.126883;6.120584;6.316197;6.390561;6.534054;6.179338;6.093538;6.081558;6.038739;6.037334;6.058973;6.066583;6.270091;6.220619;6.258551;6.249364;6.220794;6.275374;6.265217;6.248297;6.221564;6.243252;6.283147;6.251646;6.312554;6.240079;6.237729;6.259935;6.224764;6.232032;6.388727;6.30575;6.218887;6.371044;6.465151;6.208286;6.371122;6.378092;6.541901;6.526971;6.35899;6.427803;6.211105;6.24606;6.420721;6.236321;6.27446;6.417233;6.208395;6.227469;6.302537;6.372089;6.235117;6.387858;6.319236;6.228183;6.449814;6.321247;6.511022;6.20279;6.240813;6.045988;6.088547;6.236522;6.205096;6.164234;6.10885;6.215628;6.225506;6.255722;6.212267;6.205034;6.227588;6.179378;6.269365;6.221639;6.221699;6.174074;6.191357;6.214443;6.273364;6.221486;6.177827;6.151245;6.117909;6.200364;6.224598;6.161311;6.129216;6.185832;6.220948;6.110739;6.061592;6.044771;6.080477;6.109924;6.181466;6.151687;6.096732;6.13837;6.172966;6.228118;6.222353;6.102014;6.105843;6.141681;6.18321;6.185793;6.188512;6.138962;6.194502;6.204126;6.182407;6.231812;6.216212;6.181774;6.199798;6.191078;6.205268;6.14144;6.182167;6.172189;6.11746;6.315894;6.365529;6.223995;6.229133;6.168606;6.335285;6.224716;6.247878;6.097549;6.104309;6.127168;6.150617;6.208308;6.225282;6.188289;6.200871;6.124485;6.184663;6.131252;6.19645;6.189819;6.172203;6.191836;6.177179;6.181946;6.306749;6.190538;6.173842;6.234972;6.223268;6.163332;6.131781;6.074907;6.089628;6.154523;6.136054;6.263981;6.220178,10.387135;10.113524;10.18456;9.719155;10.039009;9.555782;9.794962;9.526157;9.825108;9.466063;9.819258;11.280002;12.070212;11.253606;11.941583;10.654535;11.886647;10.4209;10.391195;10.015826;10.464361;10.762328;12.255997;11.058544;11.131674;10.645611;11.349208;10.692753;11.09597;10.295759;10.498397;10.316979;12.095564;10.530123;10.529186;11.009358;11.672583;10.499836;10.416571;11.912047;11.255891;10.252904;11.653624;10.515408;10.575336;11.110061;11.217447;10.577835;11.080499;11.436148;10.702327;10.278081;10.600588;10.168654;10.344123;9.961648;10.104841;9.909249;10.278083;10.130631;10.426285;10.307798;11.591058;11.551919;11.415712;10.198334;10.348319;10.375441;10.444669;10.120106;10.394764;10.237152;10.35076;10.122074;10.245726;10.137001;10.373204;10.099992;10.266118;9.88765;10.370256;10.955882;10.656123;10.198542;10.549705;10.153748;10.356918;10.099857;11.285901;11.005623;11.255126;11.382224;10.958746;10.698913;10.655546,5.40067216195;5.40943990834;5.4018238727;5.40489588864;5.40828792192;5.40169606544;5.40681602992;5.40140803345;5.40064013936;5.40400015749;5.40854389407;5.40528005548;5.40454391576;5.4014081303;5.40687985905;5.40252804942;5.40480013378;5.40700815804;5.40467214771;5.40668797679;5.40140804835;5.40969608165;5.40803200938;5.4063678924;5.40835193731;5.40364792384;5.40179208107;5.40454381891;5.4059841726;5.40249582566;5.40294408984;5.40943990834;5.40326409973;5.40591996349;5.40851199068;5.39951992966;5.40169597603;5.40553605743;5.40809603222;5.40707212873;5.40364787169;5.4058879409;5.40323213674;5.40505590476;5.40559993871;5.41152005084;5.40662404336;5.40399993397;5.4023679141;5.40851212479;5.40342408605;5.4074240718;5.40239991434;5.40489588864;5.4051199127;5.40851202793;5.41011208482;5.40688011982;5.40662411787;5.40499189682;5.40144010074;5.40703983791;5.40387208946;5.4058558885;5.4074240569;5.40771193244;5.40297595598;5.40214389749;5.40723206289;5.4063679222;5.40364808775;5.40092785098;5.40630393662;5.40547199734;5.40822385438;5.40355187841;5.40528010018;5.40121591277;5.40217590518;5.40598404594;5.40422406234;5.40492809005;5.40233604051;5.40339212306;5.40300799347;5.40464002825;5.40540810861;5.40400008298;5.40329610743;5.40406388231;5.40681588091;5.40656013973;5.40662409551;5.40112009831;5.40691187419;5.39760006405;5.40943989344;5.40358415432;5.40038391389;5.40134415962;5.40563187189;5.40099191107;5.40483208187;5.40230414458;5.4109119717;5.40633592196;5.40656011738;5.40188788809;5.40425613709;5.40361604281;5.40681613423;5.40227198042;5.40227187611;5.40217586048;5.40611200221;5.40089596249;5.40211197175;5.39852807857;5.40188804455;5.40281602927;5.39913588949;5.40697607584;5.40140795894;5.39961596765;5.40454414673;5.40496008284;5.40547190048;5.40518405475;5.40502412058;5.40076808073;5.40806395747;5.40662392415;5.40505594201;5.40431991406;5.40678413399;5.40230407752;5.40556809492;5.40323190577;5.39961591549;5.40540805645;5.40204807557;5.40265602805;5.4021761138;5.40441595949;5.3986241091;5.40073605068;5.40028796531;5.40115191229;5.40051198192;5.40428807773;5.40127983876;5.40576006658;5.40361613967;5.40284816362;5.40924812295;5.40431999601;5.40316786803;5.40457587875;5.40508794971;5.40428810753;5.40467193909
