# FP64; exactly one untimed warmup solve; setup includes representation/storage preparation; solve includes a fresh factorization and primal solve on every repetition.
# All backends receive identical data. Validation and result conversion are untimed.
# CLQR, generalized Riccati, and both Laine implementations also recover duals inside timing. Primal-only backends report no solver-dual KKT measurement.
# Setup+solve includes representation construction and fresh workspace allocation; destruction is excluded.
# Missing dual/kernel measurements are nan, not inferred from other solvers.
# planted_dual_stationarity_inf audits each returned primal with the fixture's known optimal dual, not solver output.
# primal_error and dual_error_inf are absolute infinity-norm errors against the known planted optimum, in original coordinates.
# Samples are individually timed; sample-list columns retain chronological times in ms separated by semicolons. Timing quantiles are unavailable for a single sample.
# min_seconds=1; fixed_repeats=0 (0 means duration-based); each timing phase uses its own budget.
backend,family,N,n,m,mixed_rows,state_rows,seed,status,repeats,setup_ms,median_ms,p10_ms,p90_ms,primal_error,objective,relative_objective_error,kernel_ms,feasibility_inf,stationarity_inf,kkt_inf,setup_solve_ms,planted_dual_stationarity_inf,dual_error_inf,setup_solve_repeats,solve_samples_ms,setup_solve_samples_ms,kernel_samples_ms
clqr_cuda,horizon,1024,32,16,4,8,20260907,ok,79,167.764505,12.646836,12.508452,12.879361,2.56979160174e-12,-1833.43263291,3.8627613292e-16,10.6596798915,3.57097684756e-12,1.00434938144e-12,3.57097684756e-12,29.451512,2.65365507346e-12,2.16148487997e-11,35,12.441293;12.631976;12.64277;12.526423;12.815367;12.668373;12.932605;12.581895;12.706861;12.73222;12.727856;12.751397;12.714885;12.768419;12.650409;12.619612;12.635387;12.562283;12.58027;12.69096;12.605818;12.482322;12.670032;12.442156;12.528128;12.565268;12.569857;12.646458;12.57495;12.61465;12.503394;12.738567;12.841641;12.644903;12.679205;12.538176;12.503531;12.568079;12.638673;12.687889;12.664676;12.4445;12.626255;12.556003;12.691843;12.508452;12.625686;12.585654;12.529924;12.724919;12.702136;12.87807;12.610173;12.660669;12.731559;12.646836;12.571449;12.354169;12.673683;12.73546;12.793215;12.76344;12.649182;12.593231;12.82754;12.522158;12.618053;12.546155;12.749983;12.608494;12.909883;12.959291;13.015616;12.781873;13.09644;12.879361;12.877685;13.101488;13.071591,29.931861;29.499683;32.697506;30.040923;30.072856;29.001475;30.874078;28.978623;29.451512;29.469889;30.368962;28.772297;29.767476;29.088293;29.488329;28.708054;29.724538;29.25428;30.034187;29.514443;29.729397;28.808476;29.962726;28.928367;29.705407;27.738773;29.701795;28.686574;29.077111;27.103725;28.808892;26.050201;27.178559;26.605048;27.399401,10.6293441374;10.6346557792;10.6311677862;10.6330559123;10.6301119085;10.6273597423;10.6285440437;10.6235520486;10.6324481629;10.6301437635;10.6308157686;10.6327998377;10.6280638389;10.628672177;10.6245761029;10.6282238178;10.6306559462;10.6215681769;10.6250237394;10.6288958881;10.6382401828;10.6658237595;10.6625920348;10.6526722275;10.6623358838;10.658464035;10.6569279153;10.6713597719;10.6587523259;10.6575360037;10.6605120935;10.6582717914;10.6625921689;10.6598720793;10.6628797892;10.6599998195;10.6609600522;10.663999917;10.6555842031;10.6607681401;10.6616960112;10.6612797026;10.6586878709;10.6591039859;10.6634237953;10.6599998437;10.6594880484;10.6583999638;10.6607677136;10.6653440911;10.666271951;10.6578880195;10.6631042156;10.6686400082;10.6605121009;10.6574718673;10.6599359177;10.662239667;10.6638720296;10.6581118349;10.6695039328;10.6635520477;10.666176239;10.6587840356;10.6595200021;10.657951707;10.6651202049;10.6643198989;10.6605119966;10.6631363425;10.6661760919;10.6626879517;10.6633601207;10.6577281076;10.6641601212;10.6597120333;10.6610562149;10.659999948;10.6596798915
