# FP64; exactly one untimed warmup solve; setup includes representation/storage preparation; solve includes a fresh factorization and primal solve on every repetition.
# All backends receive identical data. Validation and result conversion are untimed.
# CLQR, generalized Riccati, and both Laine implementations also recover duals inside timing. Primal-only backends report no solver-dual KKT measurement.
# Setup+solve includes representation construction and fresh workspace allocation; destruction is excluded.
# Missing dual/kernel measurements are nan, not inferred from other solvers.
# planted_dual_stationarity_inf audits each returned primal with the fixture's known optimal dual, not solver output.
# primal_error and dual_error_inf are absolute infinity-norm errors against the known planted optimum, in original coordinates.
# Samples are individually timed; sample-list columns retain chronological times in ms separated by semicolons. Timing quantiles are unavailable for a single sample.
# min_seconds=1; fixed_repeats=0 (0 means duration-based); each timing phase uses its own budget.
backend,family,N,n,m,mixed_rows,state_rows,seed,status,repeats,setup_ms,median_ms,p10_ms,p90_ms,primal_error,objective,relative_objective_error,kernel_ms,feasibility_inf,stationarity_inf,kkt_inf,setup_solve_ms,planted_dual_stationarity_inf,dual_error_inf,setup_solve_repeats,solve_samples_ms,setup_solve_samples_ms,kernel_samples_ms
clqr_cuda,horizon,128,64,32,8,16,20260907,ok,44,157.778354,22.769305,22.681864,22.86965,1.3129775045e-12,-469.730272038,8.33972638253e-16,21.2760636974,1.57041046833e-12,6.75653977211e-13,1.57041046833e-12,28.601971,1.35100264309e-12,1.16614218282e-11,35,22.794196;22.675937;22.776929;22.681864;22.786391;22.73658;22.794455;22.681268;22.86965;22.769305;22.783407;22.791824;22.760583;22.736572;22.722585;22.930684;22.953164;22.676506;22.743628;22.700832;22.795067;23.119379;22.856344;22.772154;22.782236;22.729819;22.696104;22.624371;22.796543;22.704881;23.044552;22.71912;22.748144;22.689476;22.746297;22.715845;22.806004;22.727817;22.811534;22.731719;22.782042;22.782117;22.796934;22.738095,28.789504;28.532958;28.568605;28.56543;28.452903;28.549947;28.438904;28.769915;28.759289;28.482738;28.474598;28.519643;31.24251;28.809122;28.452086;28.657443;29.396755;29.495705;28.83536;28.614524;28.488687;28.601971;28.821426;29.382261;29.47527;28.733869;28.527176;28.358572;28.791635;28.550396;28.67716;28.391598;28.717878;28.5087;28.469441,21.2678077891;21.2666237354;21.2785597444;21.2626557518;21.2683521882;21.2816315461;21.2718080878;21.2706562672;21.440351896;21.281471923;21.2667525802;21.2679355815;21.2669762392;21.277824223;21.282848455;21.2787205502;21.2728637625;21.2745921835;21.2791360021;21.2716477457;21.2695039678;21.2830714975;21.2769605238;21.2821441665;21.2795843352;21.2770234868;21.2767039612;21.2702080775;21.2802244648;21.2808960546;21.2863998804;21.2742401306;21.2748482842;21.2622721214;21.2778881788;21.2756163497;21.2735361103;21.2807037402;21.2702713925;21.2648323774;21.2847363874;21.2804479599;21.2751677819;21.2760636974
