# FP64; exactly one untimed warmup solve; setup includes representation/storage preparation; solve includes a fresh factorization and primal solve on every repetition.
# All backends receive identical data. Validation and result conversion are untimed.
# CLQR, generalized Riccati, and both Laine implementations also recover duals inside timing. Primal-only backends report no solver-dual KKT measurement.
# Setup+solve includes representation construction and fresh workspace allocation; destruction is excluded.
# Missing dual/kernel measurements are nan, not inferred from other solvers.
# planted_dual_stationarity_inf audits each returned primal with the fixture's known optimal dual, not solver output.
# primal_error and dual_error_inf are absolute infinity-norm errors against the known planted optimum, in original coordinates.
# Samples are individually timed; sample-list columns retain chronological times in ms separated by semicolons. Timing quantiles are unavailable for a single sample.
# min_seconds=1; fixed_repeats=0 (0 means duration-based); each timing phase uses its own budget.
backend,family,N,n,m,mixed_rows,state_rows,seed,status,repeats,setup_ms,median_ms,p10_ms,p90_ms,primal_error,objective,relative_objective_error,kernel_ms,feasibility_inf,stationarity_inf,kkt_inf,setup_solve_ms,planted_dual_stationarity_inf,dual_error_inf,setup_solve_repeats,solve_samples_ms,setup_solve_samples_ms,kernel_samples_ms
clqr_cuda,horizon,32,48,24,6,12,20260907,ok,107,153.244238,9.414148,9.406316,9.454296,2.03725925019e-13,-84.6769429612,5.50427881813e-16,9.15539225098,2.44554376749e-13,1.6972534489e-13,2.44554376749e-13,10.304965,2.10276240864e-13,1.5814259624e-12,98,9.425556;9.456206;9.41938;9.420711;9.416404;9.413707;9.411277;9.420587;9.410146;9.412797;9.57701;9.454296;9.414009;9.415612;9.415703;9.418038;9.406633;9.417558;9.420806;9.418097;9.429147;9.461505;9.450381;9.40202;9.416912;9.412283;9.421741;9.417419;9.45868;9.41777;9.419112;9.411578;9.413784;9.422041;9.414036;9.470252;9.416993;9.416423;9.414522;9.41622;9.41017;9.46224;9.452946;9.413389;9.417292;9.450372;9.40008;9.414121;9.416863;9.413811;9.408461;9.406049;9.422473;9.41665;9.412587;9.412134;9.409972;9.411367;9.412376;9.414148;9.442549;9.407554;9.41128;9.421718;9.406316;9.406353;9.407213;9.411645;9.412439;9.421552;9.408473;9.413244;9.40468;9.413456;9.410266;9.418054;9.427789;9.472344;9.47868;9.469355;9.411365;9.402913;9.404564;9.414332;9.418518;9.414685;9.412113;9.406827;9.427975;9.435914;9.46552;9.407157;9.44748;9.394347;9.413455;9.414306;9.404017;9.410769;9.407451;9.413503;9.452149;9.408521;9.410528;9.402207;9.405589;9.411816;9.408585,10.303416;10.451181;10.185999;10.313891;10.182348;10.378859;10.150012;10.306346;10.177741;10.29855;10.221964;10.33461;10.168421;10.298455;10.165926;10.295928;10.162985;10.297759;10.164572;10.311535;10.156166;10.308912;10.245311;10.320311;10.162814;10.304965;10.156556;10.314361;10.165538;10.312021;10.166714;10.308684;10.170149;10.310453;10.167421;10.303128;10.282909;10.315054;10.187947;10.406051;10.176831;10.390632;10.258352;10.474866;10.376572;10.590316;10.328619;10.410185;10.269947;10.429755;10.292569;10.393922;10.311521;10.599596;10.357715;10.527823;10.409213;10.456076;10.280725;10.426106;10.272787;10.406189;10.267165;10.451201;10.462792;10.498633;10.193866;10.320188;10.260235;10.37401;10.247863;10.390648;10.213259;10.302105;10.201036;10.314833;10.17502;10.305692;10.205023;10.578035;10.409999;10.408457;10.19065;10.338345;10.192;10.314476;10.164724;10.315852;10.198943;10.305193;10.188626;10.298483;10.192787;10.455182;10.172663;10.346845;10.190745;10.320964,9.15359991882;9.15590412822;9.15539173689;9.15644817892;9.15807998832;9.15724804997;9.15747211128;9.15593575127;9.15500784665;9.15632009599;9.30931200925;9.15315212402;9.15433599893;9.15327995364;9.15334414784;9.15840007365;9.15180802997;9.15740806703;9.15459199343;9.15935981367;9.15839971695;9.157503956;9.16230379045;9.15247992519;9.15148819331;9.15795191284;9.15775996447;9.15868790448;9.16083188262;9.15971202496;9.15574366879;9.15372785274;9.15171206091;9.15955166426;9.15241585765;9.15654367302;9.1552641103;9.15596765373;9.15155199263;9.15801580995;9.15654395614;9.1558716977;9.15513595287;9.15328025166;9.15539225098;9.15526420064;9.15135988127;9.15270390362;9.15292806365;9.15264023934;9.15385598689;9.1560642058;9.15894411597;9.15603196714;9.15235191677;9.15836808924;9.1517440984;9.1547840694;9.15654413495;9.15433622152;9.14975983743;9.15689621121;9.1597760627;9.16166389082;9.15247981343;9.15350384265;9.15094382409;9.1559680244;9.15584003273;9.15807999019;9.15263985936;9.15548771806;9.15193608496;9.15344008151;9.15062417369;9.15487992857;9.15254396945;9.15756782796;9.15516813286;9.15827214811;9.15510426462;9.15299230162;9.15564771742;9.15616012458;9.16067224834;9.15763209853;9.15337600652;9.14982410613;9.15103995148;9.15539211128;9.15631999914;9.15494386945;9.15347193182;9.15401606169;9.15961595718;9.15747193247;9.15712000523;9.15737588797;9.15344020817;9.15798423532;9.15635208134;9.15353583638;9.15481590759;9.15510381013;9.1571838567;9.15408019722;9.16121583525
