# FP64; exactly one untimed warmup solve; setup includes representation/storage preparation; solve includes a fresh factorization and primal solve on every repetition.
# All backends receive identical data. Validation and result conversion are untimed.
# CLQR, generalized Riccati, and both Laine implementations also recover duals inside timing. Primal-only backends report no solver-dual KKT measurement.
# Setup+solve includes representation construction and fresh workspace allocation; destruction is excluded.
# Missing dual/kernel measurements are nan, not inferred from other solvers.
# planted_dual_stationarity_inf audits each returned primal with the fixture's known optimal dual, not solver output.
# primal_error and dual_error_inf are absolute infinity-norm errors against the known planted optimum, in original coordinates.
# Samples are individually timed; sample-list columns retain chronological times in ms separated by semicolons. Timing quantiles are unavailable for a single sample.
# min_seconds=1; fixed_repeats=0 (0 means duration-based); each timing phase uses its own budget.
backend,family,N,n,m,mixed_rows,state_rows,seed,status,repeats,setup_ms,median_ms,p10_ms,p90_ms,primal_error,objective,relative_objective_error,kernel_ms,feasibility_inf,stationarity_inf,kkt_inf,setup_solve_ms,planted_dual_stationarity_inf,dual_error_inf,setup_solve_repeats,solve_samples_ms,setup_solve_samples_ms,kernel_samples_ms
clqr_cuda,horizon,256,64,32,8,16,20260907,ok,36,165.110775,28.085995,27.914694,28.465905,6.01442506909e-13,-938.968058488,8.79695451676e-17,25.482815899,2.01294536595e-12,6.30689944714e-13,2.01294536595e-12,42.218533,6.28663787694e-13,4.42675757162e-12,24,28.465905;28.410578;28.59146;28.787167;28.198401;28.315807;28.461551;27.954363;28.20346;28.415196;28.597105;27.947902;28.303172;27.974599;28.085995;27.897759;28.043265;27.991262;28.143279;27.909823;28.074419;27.903593;28.167517;27.914694;28.097683;27.989385;28.06613;27.965074;28.066935;27.958149;28.007267;27.930444;28.061665;28.293532;28.105268;28.411036,42.039682;43.534051;43.649423;42.114238;41.932352;43.238226;42.27764;41.972081;42.239566;42.349343;41.97664;42.128618;42.300443;41.925857;42.876864;42.086551;42.623897;42.218533;42.05844;42.055248;42.026466;42.028815;46.094532;43.117726,25.4847366586;25.475008294;25.4868482724;25.4805440083;25.4755195752;25.4876160398;25.4865278974;25.4813119546;25.5034554377;25.4815037623;25.4803204983;25.4810238257;25.4916805401;25.4904007688;25.4804477394;25.4771195427;25.4885118902;25.4801600277;25.4819524065;25.4823677912;25.4798724428;25.4800637737;25.4949443713;25.4864639416;25.4879682437;25.4809921086;25.4944957942;25.4920959175;25.4794238582;25.4872321859;25.48275242;25.4832644165;25.482815899;25.4862719476;25.4815679863;25.485856697
