# FP64; exactly one untimed warmup solve; setup includes representation/storage preparation; solve includes a fresh factorization and primal solve on every repetition.
# All backends receive identical data. Validation and result conversion are untimed.
# CLQR, generalized Riccati, and both Laine implementations also recover duals inside timing. Primal-only backends report no solver-dual KKT measurement.
# Setup+solve includes representation construction and fresh workspace allocation; destruction is excluded.
# Missing dual/kernel measurements are nan, not inferred from other solvers.
# planted_dual_stationarity_inf audits each returned primal with the fixture's known optimal dual, not solver output.
# primal_error and dual_error_inf are absolute infinity-norm errors against the known planted optimum, in original coordinates.
# Samples are individually timed; sample-list columns retain chronological times in ms separated by semicolons. Timing quantiles are unavailable for a single sample.
# min_seconds=1; fixed_repeats=0 (0 means duration-based); each timing phase uses its own budget.
backend,family,N,n,m,mixed_rows,state_rows,seed,status,repeats,setup_ms,median_ms,p10_ms,p90_ms,primal_error,objective,relative_objective_error,kernel_ms,feasibility_inf,stationarity_inf,kkt_inf,setup_solve_ms,planted_dual_stationarity_inf,dual_error_inf,setup_solve_repeats,solve_samples_ms,setup_solve_samples_ms,kernel_samples_ms
clqr_cuda,horizon,64,48,24,6,12,20260907,ok,95,154.086078,10.615425,10.603508,10.634831,9.64110735691e-13,-181.431720108,1.56698266908e-15,10.1539521385,1.58419805052e-12,5.8519855628e-13,1.58419805052e-12,12.111864,1.00019992288e-12,8.79828154776e-12,83,10.616966;10.619908;10.602123;10.60591;10.621927;10.609829;10.618164;10.630654;10.621067;10.613895;10.634831;10.699289;10.7144;10.6157;10.625899;10.605988;10.592214;10.615425;10.613672;10.60784;10.612976;10.624448;10.702088;10.622542;10.602545;10.692011;10.611254;10.617252;10.601036;10.618358;10.623859;10.619288;10.606961;10.622615;10.608649;10.674368;10.620324;10.614659;10.622839;10.602703;10.614041;10.616974;10.615825;10.615175;10.616647;10.614721;10.61433;10.621971;10.622181;10.60857;10.6445;10.658881;10.762977;10.64585;10.587973;10.598899;10.611875;10.609737;10.605544;10.612903;10.616972;10.606396;10.61445;10.616834;10.618199;10.613761;10.612238;10.611163;10.616121;10.613651;10.620813;10.617509;10.619792;10.611846;10.612137;10.606542;10.608648;10.612422;10.600231;10.60535;10.628004;10.608562;10.615712;10.625778;10.610785;10.599808;10.621818;10.621585;10.612644;10.606865;10.624988;10.623648;10.621482;10.603508;10.613678,12.045299;12.15858;11.878717;12.149423;11.902796;12.418977;11.929565;12.156857;11.99456;12.147532;11.89857;12.126157;11.888293;12.171011;11.919172;12.141405;11.896833;12.146565;11.875191;12.374913;11.935274;12.182891;11.895433;12.166836;11.889872;12.148021;11.891515;12.125088;11.877411;12.13693;11.932442;12.149909;12.078681;12.372567;12.133646;12.141007;11.878341;12.146752;11.898488;12.13673;11.877837;12.122432;11.892161;12.238539;12.77404;12.222888;11.936568;12.165145;11.906763;12.138168;11.912337;12.127963;11.915966;12.154141;11.906681;12.148285;11.967284;12.143917;11.898221;12.143565;11.893045;12.11516;11.905488;12.147056;11.904963;12.156547;11.902277;12.132185;11.911809;12.13904;11.909285;12.132469;11.91599;12.125362;11.896604;12.125541;11.891832;12.111499;11.88281;12.111864;11.938929;12.14934;11.903946,10.1543037966;10.1537922695;10.1537278304;10.1536962166;10.1539842859;10.1495681414;10.1523840511;10.1546881748;10.1519998098;10.1512636859;10.1568639278;10.1509117661;10.1539521385;10.1507201595;10.1580797443;10.1521918392;10.154752004;10.1532159755;10.1578560788;10.1522241244;10.155071781;10.1539841676;10.1561278636;10.15174424;10.1572480584;10.1598399011;10.1549118022;10.1533439783;10.1524158493;10.1486397861;10.154655816;10.1560962209;10.1508159284;10.1535037924;10.1507519567;10.1528640706;10.1548796911;10.1522880653;10.1522239316;10.1547519499;10.1535040513;10.1528641228;10.155648008;10.1541442582;10.1550396699;10.1567998389;10.1550077079;10.1553919623;10.1563520823;10.1518401513;10.1607361371;10.1572799021;10.1555842403;10.1511041848;10.1541441921;10.154943876;10.1595522845;10.1586562637;10.1532159979;10.1511679459;10.1574720759;10.1542720208;10.1541441986;10.154175804;10.155392007;10.1532480577;10.1512640202;10.1518079061;10.1544958232;10.1511358032;10.1523840148;10.1534719113;10.1510719303;10.1522558192;10.1556160301;10.1490879664;10.1542401398;10.1527360696;10.1533759767;10.1537920767;10.1604480464;10.1553279841;10.1573759103;10.1557762045;10.155200013;10.1489276914;10.1523839543;10.1549760345;10.1517440462;10.1551998938;10.1531199245;10.1516478453;10.1517439056;10.1559040193;10.1536962399
