# FP64; exactly one untimed warmup solve; setup includes representation/storage preparation; solve includes a fresh factorization and primal solve on every repetition.
# All backends receive identical data. Validation and result conversion are untimed.
# CLQR, generalized Riccati, and both Laine implementations also recover duals inside timing. Primal-only backends report no solver-dual KKT measurement.
# Setup+solve includes representation construction and fresh workspace allocation; destruction is excluded.
# Missing dual/kernel measurements are nan, not inferred from other solvers.
# planted_dual_stationarity_inf audits each returned primal with the fixture's known optimal dual, not solver output.
# primal_error and dual_error_inf are absolute infinity-norm errors against the known planted optimum, in original coordinates.
# Samples are individually timed; sample-list columns retain chronological times in ms separated by semicolons. Timing quantiles are unavailable for a single sample.
# min_seconds=1; fixed_repeats=0 (0 means duration-based); each timing phase uses its own budget.
backend,family,N,n,m,mixed_rows,state_rows,seed,status,repeats,setup_ms,median_ms,p10_ms,p90_ms,primal_error,objective,relative_objective_error,kernel_ms,feasibility_inf,stationarity_inf,kkt_inf,setup_solve_ms,planted_dual_stationarity_inf,dual_error_inf,setup_solve_repeats,solve_samples_ms,setup_solve_samples_ms,kernel_samples_ms
clqr_cuda,horizon,32768,8,4,1,2,20260907,ok,60,220.594491,16.736901,16.287397,17.19226,4.53182491533e-11,-14848.108797,2.38074098104e-17,10.5512000322,2.59303689631e-12,2.1057940669e-09,2.1057940669e-09,89.047382,4.66012436973e-11,1.60527444115e-09,12,17.953544;16.795594;16.175194;16.329555;16.736901;16.909947;17.19324;16.349485;16.400392;16.789378;17.028879;17.043568;17.030678;17.233045;16.189958;16.549488;16.202745;16.403594;16.386469;16.401474;16.47007;16.636993;17.055261;16.245604;16.363414;16.720247;16.843199;16.56926;16.571461;16.440901;16.573774;16.808804;16.448766;16.772991;16.92831;16.550123;17.022245;17.053702;16.853674;17.284858;17.19226;16.821349;17.01468;16.705884;17.215986;16.601088;16.279864;16.701807;16.272657;16.499141;16.47912;16.287397;16.581058;16.742155;17.085796;17.043684;16.96857;17.045738;16.954312;16.971607,100.36481;85.484562;91.012213;90.08785;88.22476;89.045272;93.323978;86.088168;97.921322;85.751853;88.256633;89.047382,10.5629758909;10.5505920015;10.5502398387;10.5523841158;10.5458237715;10.55270423;10.5490878001;10.5516482219;10.5523840971;10.5575041957;10.5524158329;10.5526401885;10.5577917621;10.5588161424;10.556095954;10.5499200523;10.5515198819;10.5536640882;10.5533437915;10.5511037819;10.5581118986;10.5497917607;10.5531519949;10.553055834;10.5495360345;10.5504639521;10.5475842506;10.5488320701;10.5568321161;10.5392639115;10.545888301;10.5444159806;10.5512318127;10.5592960641;10.5504320376;10.5454717688;10.54889616;10.5512318201;10.5470720902;10.5511678047;10.556608066;10.5449919589;10.5512000322;10.5489600338;10.5519999415;10.5532801449;10.5537598543;10.5496321023;10.5525122248;10.5490879565;10.5550080389;10.5487038754;10.5452481061;10.5471357703;10.5534720197;10.5497919284;10.548736088;10.5457279943;10.5380799845;10.5515521392
