# FP64; exactly one untimed warmup solve; setup includes representation/storage preparation; solve includes a fresh factorization and primal solve on every repetition.
# All backends receive identical data. Validation and result conversion are untimed.
# CLQR, generalized Riccati, and both Laine implementations also recover duals inside timing. Primal-only backends report no solver-dual KKT measurement.
# Setup+solve includes representation construction and fresh workspace allocation; destruction is excluded.
# Missing dual/kernel measurements are nan, not inferred from other solvers.
# planted_dual_stationarity_inf audits each returned primal with the fixture's known optimal dual, not solver output.
# primal_error and dual_error_inf are absolute infinity-norm errors against the known planted optimum, in original coordinates.
# Samples are individually timed; sample-list columns retain chronological times in ms separated by semicolons. Timing quantiles are unavailable for a single sample.
# min_seconds=1; fixed_repeats=0 (0 means duration-based); each timing phase uses its own budget.
backend,family,N,n,m,mixed_rows,state_rows,seed,status,repeats,setup_ms,median_ms,p10_ms,p90_ms,primal_error,objective,relative_objective_error,kernel_ms,feasibility_inf,stationarity_inf,kkt_inf,setup_solve_ms,planted_dual_stationarity_inf,dual_error_inf,setup_solve_repeats,solve_samples_ms,setup_solve_samples_ms,kernel_samples_ms
clqr_cuda,horizon,1024,48,24,6,12,20260907,ok,33,184.313522,30.631349,30.384291,30.958968,8.70017058396e-10,-2812.46260401,8.17190276207e-15,26.6431352943,7.12356895693e-10,4.91745394404e-11,7.12356895693e-10,64.920925,8.9725886443e-10,5.08118285078e-09,16,30.981977;30.955347;30.9761;30.555562;30.699958;30.85571;30.768874;30.656726;30.631349;30.682593;30.564647;30.567056;30.524835;30.420241;30.569288;30.451606;30.990401;30.958968;30.800508;30.796596;30.727223;30.669057;30.619659;30.532485;30.688207;30.380679;30.384291;30.317464;30.382983;30.522934;30.513274;30.674017;30.518847,63.863529;65.195395;62.695783;62.684232;66.296082;62.766392;62.815398;67.71977;65.760462;65.053356;64.887351;66.260663;64.739704;64.920925;63.671314;69.814777,26.6344953403;26.655199416;26.6562237516;26.6491521001;26.6356800795;26.6385597438;26.6463994831;26.6293439344;26.6505914927;26.6512960568;26.6341441944;26.6525757909;26.6620795056;26.6492802352;26.6416320279;26.6553598195;26.6378872469;26.6433600262;26.6422394663;26.6477118507;26.6190395504;26.6456322446;26.6455680579;26.648927249;26.6332797557;26.6406081095;26.6383676827;26.6366394088;26.6387841776;26.6355837137;26.6430401057;26.6439997405;26.6431352943
