# FP64; exactly one untimed warmup solve; setup includes representation/storage preparation; solve includes a fresh factorization and primal solve on every repetition.
# All backends receive identical data. Validation and result conversion are untimed.
# CLQR, generalized Riccati, and both Laine implementations also recover duals inside timing. Primal-only backends report no solver-dual KKT measurement.
# Setup+solve includes representation construction and fresh workspace allocation; destruction is excluded.
# Missing dual/kernel measurements are nan, not inferred from other solvers.
# planted_dual_stationarity_inf audits each returned primal with the fixture's known optimal dual, not solver output.
# primal_error and dual_error_inf are absolute infinity-norm errors against the known planted optimum, in original coordinates.
# Samples are individually timed; sample-list columns retain chronological times in ms separated by semicolons. Timing quantiles are unavailable for a single sample.
# min_seconds=1; fixed_repeats=0 (0 means duration-based); each timing phase uses its own budget.
backend,family,N,n,m,mixed_rows,state_rows,seed,status,repeats,setup_ms,median_ms,p10_ms,p90_ms,primal_error,objective,relative_objective_error,kernel_ms,feasibility_inf,stationarity_inf,kkt_inf,setup_solve_ms,planted_dual_stationarity_inf,dual_error_inf,setup_solve_repeats,solve_samples_ms,setup_solve_samples_ms,kernel_samples_ms
clqr_cuda,horizon,32,64,32,8,16,20260907,ok,55,159.189888,18.246094,18.23353,18.268446,6.67854660463e-13,-109.639807152,2.97264155358e-15,17.848767899,6.3749006074e-13,1.31084032517e-12,1.31084032517e-12,19.638842,6.85562717706e-13,1.82690945705e-11,51,18.396663;18.385393;18.371479;18.223181;18.223014;18.243155;18.250449;18.245322;18.249901;18.247037;18.257304;18.306028;18.244457;18.238457;18.247361;18.256339;18.241336;18.231034;18.2575;18.245439;18.2627;18.247232;18.239831;18.255043;18.245244;18.246094;18.236903;18.225735;18.249131;18.255097;18.24559;18.239619;18.251569;18.2294;18.240254;18.237273;18.236796;18.268446;18.257028;18.242715;18.23353;18.261899;18.261483;18.246149;18.237592;18.260706;18.253993;18.250151;18.237463;18.29129;18.236451;18.245026;18.239569;18.252631;18.236558,20.09278;20.016253;19.675151;19.650011;19.657602;19.648695;19.648957;19.641437;19.63818;19.663192;19.721425;19.631635;19.660117;19.631818;19.638658;19.625477;19.624578;19.627655;19.643254;19.639688;19.639694;19.630928;19.6414;19.643772;19.62683;19.628837;19.632724;19.628947;19.656749;19.625466;19.626997;19.647468;19.651035;19.638842;19.655611;19.654414;19.63554;19.616133;19.646731;19.633026;19.649175;19.613739;19.64141;19.633218;19.633322;19.635596;19.621525;19.619738;19.624548;19.635021;19.667263,17.8535045683;17.853856219;17.8415674418;17.8451516256;17.8529598694;17.8544638902;17.8489594385;17.8504316211;17.8434233638;17.8466239553;17.8500796854;17.8442881191;17.8481919821;17.848767899;17.848255977;17.8519361913;17.8443198577;17.8432322815;17.85049624;17.8512321413;17.8521922017;17.8501439244;17.8442563415;17.8534075031;17.8492161408;17.8481596559;17.8434566036;17.852607891;17.8517119065;17.8502724916;17.8441914851;17.8441599309;17.8502400443;17.8419840727;17.8491202146;17.846847631;17.8409278253;17.8485757634;17.8506560475;17.8428803831;17.8430396691;17.8565119803;17.8605764732;17.8484483883;17.8447039202;17.8542721272;17.8567681015;17.8461436704;17.8438076898;17.8503037468;17.8435519412;17.8513921127;17.8472318649;17.8525437582;17.8386882022
