# FP64; exactly one untimed warmup solve; setup includes representation/storage preparation; solve includes a fresh factorization and primal solve on every repetition.
# All backends receive identical data. Validation and result conversion are untimed.
# CLQR, generalized Riccati, and both Laine implementations also recover duals inside timing. Primal-only backends report no solver-dual KKT measurement.
# Setup+solve includes representation construction and fresh workspace allocation; destruction is excluded.
# Missing dual/kernel measurements are nan, not inferred from other solvers.
# planted_dual_stationarity_inf audits each returned primal with the fixture's known optimal dual, not solver output.
# primal_error and dual_error_inf are absolute infinity-norm errors against the known planted optimum, in original coordinates.
# Samples are individually timed; sample-list columns retain chronological times in ms separated by semicolons. Timing quantiles are unavailable for a single sample.
# min_seconds=1; fixed_repeats=0 (0 means duration-based); each timing phase uses its own budget.
backend,family,N,n,m,mixed_rows,state_rows,seed,status,repeats,setup_ms,median_ms,p10_ms,p90_ms,primal_error,objective,relative_objective_error,kernel_ms,feasibility_inf,stationarity_inf,kkt_inf,setup_solve_ms,planted_dual_stationarity_inf,dual_error_inf,setup_solve_repeats,solve_samples_ms,setup_solve_samples_ms,kernel_samples_ms
clqr_cuda,horizon,4096,24,12,3,6,20260907,ok,41,198.934725,24.366335,24.172588,24.898004,3.34424155035e-12,-5554.84022553,2.4167782094e-16,20.0765435733,4.57173188195e-12,5.05206987356e-12,5.05206987356e-12,64.066582,3.42880585036e-12,2.72482592045e-11,16,24.898004;25.40161;25.236365;24.961821;24.571237;24.546887;24.591542;24.621093;24.464581;24.172588;24.426834;24.282353;24.494436;24.315052;24.3676;24.285332;24.480671;24.343458;24.532164;24.318275;24.289666;24.366335;24.451761;24.3455;24.34814;24.235063;24.147634;24.57773;24.387841;24.28659;24.56625;24.244532;24.339362;24.262524;24.149688;24.023214;24.345556;24.341054;24.05422;24.436126;24.959257,72.311056;60.952152;68.376558;62.704764;65.71899;63.659974;63.605938;62.22243;66.348912;60.879461;64.066582;69.696878;62.088361;68.20947;61.973291;65.601568,20.0948161446;20.0707841255;20.073471766;20.088127587;20.0914236866;20.0499524139;20.0767681636;20.0784962364;20.0700482763;20.0993922688;20.0709756576;20.0726717152;20.0927995406;20.0725438856;20.0765755549;20.0577922054;20.0962243862;20.0663038231;20.0821759887;20.0720321275;20.0723836571;20.0744641237;20.0750082172;20.0741114654;20.0903683119;20.0747519545;20.071392294;20.0784002207;20.0794883482;20.0861438997;20.2478717007;20.0736323483;20.0754876547;20.0945597142;20.0694076307;20.082847368;20.0845763423;20.0900475942;20.0765435733;20.0753281377;20.0792641081
