# FP64; exactly one untimed warmup solve; setup includes representation/storage preparation; solve includes a fresh factorization and primal solve on every repetition.
# All backends receive identical data. Validation and result conversion are untimed.
# CLQR, generalized Riccati, and both Laine implementations also recover duals inside timing. Primal-only backends report no solver-dual KKT measurement.
# Setup+solve includes representation construction and fresh workspace allocation; destruction is excluded.
# Missing dual/kernel measurements are nan, not inferred from other solvers.
# planted_dual_stationarity_inf audits each returned primal with the fixture's known optimal dual, not solver output.
# primal_error and dual_error_inf are absolute infinity-norm errors against the known planted optimum, in original coordinates.
# Samples are individually timed; sample-list columns retain chronological times in ms separated by semicolons. Timing quantiles are unavailable for a single sample.
# min_seconds=1; fixed_repeats=0 (0 means duration-based); each timing phase uses its own budget.
backend,family,N,n,m,mixed_rows,state_rows,seed,status,repeats,setup_ms,median_ms,p10_ms,p90_ms,primal_error,objective,relative_objective_error,kernel_ms,feasibility_inf,stationarity_inf,kkt_inf,setup_solve_ms,planted_dual_stationarity_inf,dual_error_inf,setup_solve_repeats,solve_samples_ms,setup_solve_samples_ms,kernel_samples_ms
clqr_cuda,horizon,128,48,24,6,12,20260907,ok,83,154.805509,12.054892,12.031397,12.101809,1.37240913078e-13,-357.217126146,8.15844265667e-18,11.1634560926,1.89182003396e-13,4.25715018793e-13,4.25715018793e-13,14.863752,1.41497924488e-13,8.77724976034e-13,68,12.040838;12.028428;12.047812;12.007075;12.208456;12.043788;11.99219;12.039996;12.060142;12.029493;12.06035;12.149005;12.049381;12.039678;12.03466;12.168762;12.064542;12.047603;12.082809;12.101809;12.155449;12.396298;12.132025;12.017814;12.055288;12.074137;12.046662;12.048962;12.037338;12.065656;12.031397;12.050602;12.054896;12.072413;12.072941;12.055679;12.061259;12.051532;12.0499;12.06972;12.064572;12.069712;12.059945;12.028366;12.049205;12.05896;12.083227;12.05467;12.065187;12.043929;12.037368;12.057954;12.054332;12.049607;12.040563;12.054892;12.053223;12.081259;12.091101;12.063297;12.083138;12.039169;12.064619;12.20373;12.097463;12.109892;12.005874;12.039134;12.02744;12.035863;12.067236;12.049015;12.038297;12.0483;12.039938;12.031623;12.046385;12.093066;12.064473;12.067519;12.0557;12.08616;12.039856,14.617055;14.953559;14.35724;14.913331;14.327034;14.923546;14.372567;14.916062;14.409377;14.895045;14.356126;14.884751;14.32433;14.888678;14.376103;15.337437;14.677837;16.825082;14.548721;14.988365;14.389136;14.91929;14.359284;14.976187;14.409832;15.116474;14.387748;14.949157;14.38236;14.910694;14.339456;14.929436;14.381866;14.917755;14.38409;14.936663;14.385622;14.866164;14.40478;14.899984;14.415141;15.161433;14.368796;14.883131;14.406967;14.973553;14.398424;14.866433;14.445272;15.691959;14.454866;15.452188;14.404108;15.270873;14.491467;14.910764;14.419261;14.896308;14.44792;14.881977;14.736748;15.007242;14.438341;14.88636;14.500812;14.914584;14.420971;14.863752,11.1610240201;11.167871858;11.1619838644;11.163968103;11.1662719036;11.1652798001;11.1585918525;11.1605441384;11.1616638768;11.1652478054;11.1631041337;11.1650240589;11.161984155;11.1639679978;11.1650241688;11.1621122239;11.1650560303;11.1591998655;11.1678402582;11.1608961392;11.1657278324;11.1667842064;11.1644478701;11.1650239769;11.1635518298;11.1639042497;11.1631360222;11.164927939;11.1673278986;11.1687360713;11.1661119396;11.1663998971;11.1634560926;11.1637758622;11.1662402544;11.1660159994;11.1619840944;11.1671361495;11.1646401212;11.1669118572;11.1624960611;11.1677121073;11.1672641588;11.1654399056;11.1610561786;11.1623038882;11.1717758663;11.1629120419;11.1597439516;11.1641281554;11.1656957651;11.1628802363;11.1668162355;11.1673919735;11.1644798536;11.1585277785;11.1615361003;11.1665597428;11.1598719601;11.1607358912;11.1623037765;11.1604162259;11.1585282478;11.1567999069;11.1618557516;11.1576962201;11.1602240959;11.1597439451;11.155456231;11.1603201646;11.1634882409;11.1567038987;11.1633599568;11.1627197573;11.1624638671;11.1620158944;11.1624643076;11.159615905;11.1614718977;11.1636157501;11.1627198337;11.1641598679;11.1636800254
