# FP64; exactly one untimed warmup solve; setup includes representation/storage preparation; solve includes a fresh factorization and primal solve on every repetition.
# All backends receive identical data. Validation and result conversion are untimed.
# CLQR, generalized Riccati, and both Laine implementations also recover duals inside timing. Primal-only backends report no solver-dual KKT measurement.
# Setup+solve includes representation construction and fresh workspace allocation; destruction is excluded.
# Missing dual/kernel measurements are nan, not inferred from other solvers.
# planted_dual_stationarity_inf audits each returned primal with the fixture's known optimal dual, not solver output.
# primal_error and dual_error_inf are absolute infinity-norm errors against the known planted optimum, in original coordinates.
# Samples are individually timed; sample-list columns retain chronological times in ms separated by semicolons. Timing quantiles are unavailable for a single sample.
# min_seconds=1; fixed_repeats=0 (0 means duration-based); each timing phase uses its own budget.
backend,family,N,n,m,mixed_rows,state_rows,seed,status,repeats,setup_ms,median_ms,p10_ms,p90_ms,primal_error,objective,relative_objective_error,kernel_ms,feasibility_inf,stationarity_inf,kkt_inf,setup_solve_ms,planted_dual_stationarity_inf,dual_error_inf,setup_solve_repeats,solve_samples_ms,setup_solve_samples_ms,kernel_samples_ms
clqr_cuda,horizon,8192,8,4,1,2,20260907,ok,197,171.110519,5.101565,4.848632,5.260704,1.56768834025e-11,-3711.2953327,2.33932987657e-17,3.67609603889,5.10536057874e-13,7.00470952075e-10,7.00470952075e-10,22.534827,1.59532942412e-11,1.50479969457e-09,45,5.655432;5.575206;5.425473;5.582761;5.384209;5.278826;5.34494;5.200799;5.350634;5.336485;5.335428;5.10032;5.202919;5.139306;5.085542;5.225134;5.183513;5.136137;5.206742;5.035312;5.038746;5.11222;5.051837;5.096496;5.337191;5.2353;5.247382;5.336203;5.214597;5.287553;5.174343;5.088206;5.179744;5.164654;5.141888;5.104983;5.195976;5.026738;5.128748;5.118869;5.260704;5.242212;5.138191;4.954464;4.797094;4.857782;4.923554;4.733286;4.746288;4.837137;4.890141;4.878333;4.848632;4.933792;4.950057;4.989281;4.966489;4.980333;4.981607;5.084377;5.211898;5.170216;5.251077;5.223488;5.215604;4.721805;4.865124;4.817953;4.776947;4.770911;4.884522;5.037963;4.844285;4.914727;5.106145;5.036606;5.152353;5.150786;5.13831;4.952447;4.972362;5.092929;5.079598;5.080592;5.034993;5.074937;5.127217;4.715079;4.735075;5.183383;5.15788;5.285108;4.974144;4.756745;4.692597;4.738743;4.743685;4.718006;4.745696;4.775996;4.808368;4.853195;4.858372;4.87029;4.988098;4.9555;5.012522;5.018006;5.114574;5.042743;5.060345;5.075667;5.070184;5.122191;5.126586;5.190548;5.073603;5.17847;5.085618;5.235028;5.249297;5.228868;5.09076;5.140185;5.08916;5.112704;5.103893;5.079451;5.049965;5.077931;5.067034;5.173844;5.11523;5.121526;5.160694;5.070508;5.101565;5.158792;5.157278;5.11667;5.093062;5.157015;5.133432;4.929883;5.258098;5.062526;5.011933;5.106609;5.328162;5.333775;5.237218;5.116332;5.267247;5.225131;5.141239;5.063242;5.137275;5.112545;5.033255;5.041631;5.012654;5.115361;5.073224;5.08779;5.121904;5.082021;5.047007;5.118296;5.090586;5.093518;5.077027;5.092476;5.066573;5.163112;5.274938;5.207769;5.135561;5.102435;5.291842;5.157723;5.160954;5.028539;4.997976;5.048359;5.016907;5.04945;5.122411;5.074207;5.110335;5.098428;5.152695;5.12158;5.137966;5.165947;5.104635;5.184847;5.086366,23.167542;23.211765;22.559416;22.534827;22.335311;23.982614;22.650725;22.69604;22.531559;22.558826;22.758061;22.394272;22.384001;22.871154;22.342186;21.983269;22.459423;22.689756;25.577353;24.413406;22.215848;23.027058;22.282336;22.398272;21.553093;21.971299;22.284136;22.183055;22.40059;22.618818;22.594335;22.524864;22.713544;22.43589;21.464383;24.082504;22.689468;22.669568;22.53465;22.739958;22.214895;22.708279;22.307203;22.549876;22.373901,3.68067198619;3.68054395355;3.67353592254;3.67443196662;3.67216000333;3.67590398528;3.67292804457;3.67660800554;3.67721610889;3.67763199843;3.67574396171;3.67471995391;3.67990400083;3.68249594793;3.674784014;3.67878392525;3.67206400074;3.67638413794;3.67584003508;3.67366400547;3.67785597034;3.67209596373;3.67622396536;3.67449598946;3.68230391666;3.67692797072;3.67740804888;3.67849602737;3.67519996502;3.67891197838;3.67452809401;3.6813119743;3.67676794715;3.67702394165;3.68047996797;3.67526402511;3.67932796665;3.67532796599;3.68294399418;3.67670396902;3.6745600123;3.68380792625;3.67385609634;3.6758080218;3.67334399559;3.67487999238;3.67363197543;3.67705600895;3.67779202946;3.67369595356;3.67974398471;3.6699519176;3.67455998249;3.67737598345;3.67641604133;3.67657595314;3.67670410313;3.68057599105;3.67622396536;3.67865601368;3.67209598608;3.67731201276;3.67737598158;3.67996791191;3.67766391672;3.67270398326;3.67094408348;3.67609604634;3.68240008689;3.67711992748;3.67452804931;3.67936000414;3.66956801154;3.67532795109;3.68051202036;3.67574397102;3.672511952;3.67891195044;3.67558399029;3.67196803726;3.67638405599;3.67391997762;3.67641598172;3.67859192379;3.67580792494;3.67692799307;3.67436798103;3.66950402595;3.67670398392;3.68563193269;3.67948804237;3.67798400111;3.67382395454;3.67772795446;3.67427194305;3.67446403392;3.67510398664;3.67315194942;3.67212804593;3.67711993493;3.67033594288;3.67951997556;3.67855990119;3.67609603889;3.67638396658;3.67244795896;3.6753279753;3.67619195767;3.68412801996;3.67571202107;3.67507199384;3.67785597034;3.68028794415;3.67350403406;3.68028807081;3.6705600135;3.67318399437;3.67273593321;3.67631998844;3.67523213103;3.67692799307;3.67411197908;3.67654400505;3.67993601598;3.67408007756;3.67715197243;3.67459188215;3.68172800727;3.67587208189;3.67539197393;3.68025601842;3.67759999819;3.67619196512;3.67993602343;3.67747195996;3.6747519616;3.68019194342;3.66937602498;3.67743996717;3.67475196905;3.67068794183;3.67600006051;3.67436787859;3.67260798998;3.66809603758;3.67094394006;3.68214399554;3.67459197529;3.68207999505;3.67574399896;3.68012800999;3.67481599376;3.67455997504;3.67209597304;3.6793279741;3.67020797357;3.67267201282;3.67151993886;3.67391999252;3.67443198152;3.67187200673;3.67615992762;3.67990388162;3.67705596425;3.67814387567;3.67673592456;3.67302392609;3.67491198517;3.67519995011;3.67766402103;3.67481605895;3.6758720167;3.67884788848;3.67568004504;3.67539197393;3.67564796098;3.67408006079;3.67372799106;3.6808320079;3.67843200453;3.67296003737;3.67318404652;3.67676785961;3.68156794645;3.6778240148;3.67423999496;3.67471997626;3.67785593309;3.68131207116;3.67513595149;3.67555197515;3.67791997083;3.68140796758;3.67375998385;3.67907200195;3.67724798061;3.67875193991
