# FP64; exactly one untimed warmup solve; setup includes representation/storage preparation; solve includes a fresh factorization and primal solve on every repetition.
# All backends receive identical data. Validation and result conversion are untimed.
# CLQR, generalized Riccati, and both Laine implementations also recover duals inside timing. Primal-only backends report no solver-dual KKT measurement.
# Setup+solve includes representation construction and fresh workspace allocation; destruction is excluded.
# Missing dual/kernel measurements are nan, not inferred from other solvers.
# planted_dual_stationarity_inf audits each returned primal with the fixture's known optimal dual, not solver output.
# primal_error and dual_error_inf are absolute infinity-norm errors against the known planted optimum, in original coordinates.
# Samples are individually timed; sample-list columns retain chronological times in ms separated by semicolons. Timing quantiles are unavailable for a single sample.
# min_seconds=1; fixed_repeats=0 (0 means duration-based); each timing phase uses its own budget.
backend,family,N,n,m,mixed_rows,state_rows,seed,status,repeats,setup_ms,median_ms,p10_ms,p90_ms,primal_error,objective,relative_objective_error,kernel_ms,feasibility_inf,stationarity_inf,kkt_inf,setup_solve_ms,planted_dual_stationarity_inf,dual_error_inf,setup_solve_repeats,solve_samples_ms,setup_solve_samples_ms,kernel_samples_ms
clqr_cuda,horizon,512,48,24,6,12,20260907,ok,49,169.534527,20.512988,20.298206,20.687648,2.01033634184e-12,-1402.37748717,8.03547105043e-16,17.9690879732,2.30104824084e-12,1.11352593812e-12,2.30104824084e-12,35.425985,2.05252481678e-12,1.2139650396e-11,29,20.224869;20.506657;20.687648;20.473426;20.298206;20.472001;20.490675;20.229212;20.554648;20.474321;20.655596;20.363311;20.527207;20.594981;20.636088;20.416772;20.496603;20.512988;20.64779;20.520859;20.439863;20.427995;20.407138;20.558469;20.655891;20.360447;20.69642;20.486935;20.885485;20.467978;20.708612;20.534856;20.522368;20.429842;20.154201;20.279017;20.605362;20.455521;20.624117;20.459424;20.751343;20.624601;20.618893;20.616909;20.59208;20.335635;20.521477;20.392632;20.571951,33.620626;35.721844;33.988834;35.377666;32.691656;35.452474;33.105426;35.629388;34.205113;39.4742;33.576153;35.459162;33.306857;35.799601;35.425985;35.74463;34.541002;35.949419;33.217766;35.931835;33.438058;35.50308;33.850083;35.43447;33.617089;35.800907;35.642447;35.816377;33.894649,17.910559848;17.9203200117;17.9150402918;17.9139203727;17.9010566249;17.9235202745;17.9204476178;17.9169280827;17.9201918617;17.9156157374;17.9169594124;17.9082884863;17.9180803671;17.9241925031;17.9715524688;17.9762564376;17.9631039873;17.9704966918;17.9687997177;17.9690879732;17.9808321446;17.9924164414;17.9711682275;17.9818241671;17.9701441526;17.9769919068;17.9784326032;17.9833598807;17.9704325572;17.9773114696;17.9806400239;17.972608164;17.9783684462;17.9578876644;17.9758400694;17.9655999616;17.9597765803;17.9724480212;17.9784321859;17.9775045589;17.9648641795;17.9720316008;17.9677123204;17.9821119085;17.9657602683;17.9676798061;17.9793285504;17.9687045887;17.9750396907
