# FP64; exactly one untimed warmup solve; setup includes representation/storage preparation; solve includes a fresh factorization and primal solve on every repetition.
# All backends receive identical data. Validation and result conversion are untimed.
# CLQR, generalized Riccati, and both Laine implementations also recover duals inside timing. Primal-only backends report no solver-dual KKT measurement.
# Setup+solve includes representation construction and fresh workspace allocation; destruction is excluded.
# Missing dual/kernel measurements are nan, not inferred from other solvers.
# planted_dual_stationarity_inf audits each returned primal with the fixture's known optimal dual, not solver output.
# primal_error and dual_error_inf are absolute infinity-norm errors against the known planted optimum, in original coordinates.
# Samples are individually timed; sample-list columns retain chronological times in ms separated by semicolons. Timing quantiles are unavailable for a single sample.
# min_seconds=1; fixed_repeats=0 (0 means duration-based); each timing phase uses its own budget.
backend,family,N,n,m,mixed_rows,state_rows,seed,status,repeats,setup_ms,median_ms,p10_ms,p90_ms,primal_error,objective,relative_objective_error,kernel_ms,feasibility_inf,stationarity_inf,kkt_inf,setup_solve_ms,planted_dual_stationarity_inf,dual_error_inf,setup_solve_repeats,solve_samples_ms,setup_solve_samples_ms,kernel_samples_ms
clqr_cuda,horizon,8192,16,8,2,4,20260907,ok,64,200.721357,15.828643,15.651724,16.005939,2.77926570647e-11,-7423.37240738,5.14359083278e-16,11.4259520024,2.96198621186e-11,2.53458920518e-11,2.96198621186e-11,59.843788,2.87912575725e-11,3.1424260416e-10,17,15.80324;15.687049;16.00757;15.838458;15.723789;15.624318;15.54731;15.668352;15.728046;15.651724;15.839998;15.854117;15.732202;15.680877;15.838544;15.672502;15.879807;15.879266;16.009978;15.86604;15.635803;15.80959;15.871144;16.177317;15.879864;15.901676;15.761538;15.937569;15.836865;15.905696;15.692593;15.697409;15.640639;15.828643;15.794843;16.0038;15.873779;15.846631;15.918133;15.737092;15.922996;15.726987;15.919097;15.745053;16.005939;15.901225;15.985291;16.16674;16.01384;15.960727;15.881602;15.682664;15.828017;15.628673;15.665166;15.768659;15.775013;15.801487;15.721412;15.696928;15.621218;15.712569;16.429708;15.876179,66.716827;63.641904;60.364736;56.865972;59.878508;59.843788;59.580074;60.758173;59.708887;58.342129;58.640796;60.325481;58.07952;56.43999;63.024099;58.638676;65.1501,11.4284796938;11.4291520491;11.4184960574;11.4248638749;11.4364162982;11.4270720594;11.4277757891;11.436991889;11.4238399118;11.4200637788;11.425631959;11.4384320676;11.4424642809;11.4261440933;11.4260480292;11.4301121496;11.4221760444;11.4208322763;11.4390718527;11.4229442105;11.4242880158;11.4230397306;11.4188162833;11.4320000224;11.4245761037;11.4100477435;11.4437119216;11.4324160777;11.4306236915;11.4340800382;11.4243199863;11.4258557111;11.4396799393;11.4265602417;11.4228481501;11.4597119875;11.4163518921;11.4259520024;11.4253118746;11.4191681519;11.4312959574;11.4352642;11.4176320024;11.4335041717;11.4410558939;11.4295039438;11.4187522605;11.424383875;11.4232961014;11.4231358804;11.4249916747;11.4265279584;11.4143683277;11.4295358397;11.4262400195;11.4219520837;11.4355519377;11.4192960784;11.4214399867;11.4393603317;11.4175358303;11.4257278927;11.4278719127;11.4198399745
