# FP64; exactly one untimed warmup solve; setup includes representation/storage preparation; solve includes a fresh factorization and primal solve on every repetition.
# All backends receive identical data. Validation and result conversion are untimed.
# CLQR, generalized Riccati, and both Laine implementations also recover duals inside timing. Primal-only backends report no solver-dual KKT measurement.
# Setup+solve includes representation construction and fresh workspace allocation; destruction is excluded.
# Missing dual/kernel measurements are nan, not inferred from other solvers.
# planted_dual_stationarity_inf audits each returned primal with the fixture's known optimal dual, not solver output.
# primal_error and dual_error_inf are absolute infinity-norm errors against the known planted optimum, in original coordinates.
# Samples are individually timed; sample-list columns retain chronological times in ms separated by semicolons. Timing quantiles are unavailable for a single sample.
# min_seconds=1; fixed_repeats=0 (0 means duration-based); each timing phase uses its own budget.
backend,family,N,n,m,mixed_rows,state_rows,seed,status,repeats,setup_ms,median_ms,p10_ms,p90_ms,primal_error,objective,relative_objective_error,kernel_ms,feasibility_inf,stationarity_inf,kkt_inf,setup_solve_ms,planted_dual_stationarity_inf,dual_error_inf,setup_solve_repeats,solve_samples_ms,setup_solve_samples_ms,kernel_samples_ms
clqr_cuda,horizon,512,64,32,8,16,20260907,ok,27,180.180843,37.135998,36.858257,37.278417,6.79190037545e-12,-1885.85930137,5.09257145814e-15,32.8811200615,1.94856353275e-11,3.72601255405e-12,1.94856353275e-11,64.983583,6.97630841984e-12,6.65178190307e-11,16,37.088584;37.109454;37.015149;37.133503;37.135998;37.025889;37.060091;37.241785;37.287014;37.278417;37.268964;37.354519;36.912133;36.858257;37.201203;36.747912;37.228386;37.219112;36.972605;36.699281;37.189626;37.220408;37.251641;37.211057;36.899844;37.129238;37.137714,64.983583;64.833765;65.58764;65.616431;65.140747;64.747508;64.770644;68.655715;68.142304;64.542522;64.711478;62.493588;64.697111;62.407006;68.01989;66.924365,32.8782715481;32.8971520346;32.8712647241;32.864096133;32.8832000773;32.8619837519;32.8811200615;32.8771517631;32.9215039369;32.8732798379;32.8816321921;32.9016320463;32.8894402143;32.8641915154;32.8828802537;32.884255683;32.8741441723;32.8944641706;32.8872316759;32.8408959862;32.8469439503;32.8898881432;32.8648959156;32.8833922427;32.8903042432;32.8555834573;32.880127823
